security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,n_range,pn_trade_value,custom_k,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
HYPR,Medical,Medical - Instruments,18,18,5,16,3840.0000000000005,5170.0,6291.0,1121.0,7972.5,0.9,10013.4,3.32,10013.4,11254.2,12246.84,12470.18,12492.52,12494.75,12494.98
HZO,Retail-Wholesale,Retail - Miscellaneous,23,29,4,17,3115.9999999999995,3404.0,5520.0,2116.0,8694.0,0.9,8688.0,1.5,8688.0,9744.0,10588.8,10778.88,10797.89,10799.79,10799.98
IAC,Conglomerates,Diversified Operations,2,29,99,8,3045.0,3555.0,5989.0,2434.0,9640.0,0.9,9100.0,1.28,9100.0,20010.0,34769.14,66483.21,69654.62,69971.76,70003.48
IAG,Basic Materials,Mining - Gold,2,30,29,12,3128.0,4560.0,12000.0,7440.0,23160.0,0.9,32760.0,2.79,32760.0,90142.4,143000.0,149300.0,149930.0,149993.0,149999.3
IART,Medical,Medical - Instruments,11,28,4,16,4000.0,5312.5,29925.0,24612.5,66843.75,0.9,65970.0,1.46,65970.0,77985.0,87597.0,89759.7,89975.97,89997.6,89999.76
IAS,Business Services,Advertising and Marketing,9,21,5,16,3150.0,3160.0,6000.0,2840.0,10260.0,0.9,8490.0,0.88,8490.0,9320.0,9984.0,10133.4,10148.34,10149.83,10149.98
IBKR,Finance,Financial - Investment Bank,1,30,1991,3,3010.0,3780.0,8667.0,4887.0,15997.5,0.9,15620.0,1.42,15620.0,22025.0,54839.0,195224.25,443755.83,496022.58,501249.26
IBM,Computer and Technology,Computer - Integrated Systems,1,30,14280,1,3002.0000000000005,3740.0,8100.0,4360.0,14640.0,0.9,15775.1,1.76,15775.1,24074.0,60726.3,283208.16,826530.12,898064.82,899086.48
IBN,Finance,Banks - Foreign,3,30,106,8,3045.0,3346.25,6475.0,3128.75,11168.125,0.9,9977.5,1.12,9977.5,12165.0,47050.0,85590.0,89559.0,89955.9,89995.59
IBP,Construction,Building Products - Miscellaneous,8,30,19,13,3100.0,3802.5,5810.0,2007.5,8821.25,0.9,7089.6,0.64,7089.6,9750.0,15150.0,16365.0,16486.5,16498.65,16499.86
IBRX,Medical,Medical - Biomedical and Genetics,1,30,168,7,3024.0,3597.5,7250.75,3653.25,12730.625,0.9,13883.8,1.82,13883.8,24646.0,48620.5,154884.85,172988.49,174798.85,174979.88
IBTA,Business Services,Technology Services,2,30,73,9,3010.0,3630.0,6650.0,3020.0,11180.0,0.9,12820.0,2.04,12820.0,31600.0,264530.0,374528.0,385527.8,386627.78,386737.78
ICAD,Computer and Technology,Computer - Software,4,4,1,20,3500.0,3500.0,3500.0,0.0,3500.0,0.9,3500.0,nan,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
ICE,Finance,Securities and Exchanges,4,30,355,5,3008.0,3900.0,9105.0,5205.0,16912.5,0.9,15405.0,1.21,15405.0,23920.4,85960.0,441127.13,452964.71,454148.47,454266.85
ICFI,Business Services,Government Services,29,29,1,20,3765.0,3765.0,3765.0,0.0,3765.0,0.9,3765.0,nan,3765.0,3765.0,3765.0,3765.0,3765.0,3765.0,3765.0
ICHR,Computer and Technology,Electronics - Semiconductors,17,29,5,16,3600.0,8820.0,17290.0,8470.0,29995.0,0.9,21256.0,0.47,21256.0,22578.0,23635.6,23873.56,23897.36,23899.74,23899.97
ICL,Basic Materials,Fertilizers,28,28,2,18,3415.0,3675.0,4195.0,520.0,4975.0,0.9,4351.0,0.3,4351.0,4403.0,4444.6,4453.96,4454.9,4454.99,4455.0
ICLR,Medical,Medical Services,2,30,281,6,3120.0000000000005,4200.0,9450.0,5250.0,17325.0,0.9,17940.0,1.62,17940.0,24500.0,160000.0,621648.0,752284.8,765348.48,766654.85
ICUI,Medical,Medical - Products,3,30,24,12,3060.0,4112.5,7845.5,3733.0,13445.0,0.9,10522.0,0.72,10522.0,26249.0,75508.0,88010.8,89261.08,89386.11,89398.61
IDA,Utilities,Utility - Electric Power,28,28,2,18,3375.0,3581.25,3993.75,412.5,4612.5,0.9,4117.5,0.3,4117.5,4158.75,4191.75,4199.18,4199.92,4199.99,4200.0
IDCC,Computer and Technology,Wireless Equipment,13,30,201,7,3008.0,3312.0,5280.0,1968.0,8232.0,0.9,7920.0,1.34,7920.0,10070.0,15180.0,21850.0,22435.0,22493.5,22499.35
IDN,Industrial Products,Security and Safety Services,28,28,1,19,4080.0000000000005,4080.0,4080.0,0.0,4080.0,0.9,4080.0,nan,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0
IDR,Basic Materials,Mining - Gold,16,30,8,15,3180.0,4282.5,11498.75,7216.25,22323.125,0.9,27696.5,2.24,27696.5,41348.25,52269.65,54726.97,54972.7,54997.27,54999.73
IDT,Utilities,Diversified Communication Services,8,16,4,17,3700.0,5237.5,8311.25,3073.75,12921.875,0.9,9231.5,0.3,9231.5,9538.25,9783.65,9838.87,9844.39,9844.94,9844.99
IDXX,Medical,Medical - Instruments,1,30,249,6,3029.9999999999995,3969.0,13500.0,9531.0,27796.5,0.9,28250.0,1.55,28250.0,38399.2,235490.0,516023.18,571257.82,576781.28,577333.63
IDYA,Medical,Medical - Biomedical and Genetics,7,24,5,16,3300.0,4000.0,5000.0,1000.0,6500.0,0.9,12569.0,7.57,12569.0,15092.0,17110.4,17564.54,17609.95,17614.5,17614.95
IEP,Conglomerates,Diversified Operations,2,30,103,8,3015.0,4000.0,6500.0,2500.0,10250.0,0.9,10656.0,1.66,10656.0,12942.5,92842.2,153245.56,159324.56,159932.46,159993.25
IESC,Computer and Technology,Electronics - Miscellaneous Services,2,30,448,5,3004.9999999999995,4400.0,10962.5,6562.5,20806.25,0.9,19496.0,1.3,19496.0,25982.5,123180.0,220351.2,224535.12,224953.51,224995.35
IEX,Industrial Products,Manufacturing - General Industrial ,11,28,9,15,3600.0,4300.0,7250.0,2950.0,11675.0,0.9,9000.0,0.59,9000.0,10000.0,10800.0,10980.0,10998.0,10999.8,10999.98
IFF,Basic Materials,Chemical - Specialty,3,30,124,8,3010.0,3751.5,6641.25,2889.75,10975.875,0.9,12732.0,2.11,12732.0,20937.5,83547.25,109403.47,112190.35,112469.03,112496.9
IFRX,Medical,Medical - Biomedical and Genetics,29,29,1,20,4440.0,4440.0,4440.0,0.0,4440.0,0.9,4440.0,nan,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0
IGMS,Medical,Medical - Biomedical and Genetics,23,29,4,17,3240.0,3240.0,5375.0,2135.0,8577.5,0.9,6050.0,0.32,6050.0,6275.0,6455.0,6495.5,6499.55,6499.96,6500.0
IGT,Consumer Discretionary,Gaming,1,30,62,10,3040.0,3758.0,7457.5,3699.5,13006.75,0.9,41259.0,9.14,41259.0,92021.0,123246.66,152724.67,155672.47,155967.25,155996.72
IHRT,Consumer Discretionary,Broadcast Radio and Television,2,30,5,16,3615.0,3720.0,9075.0,5355.0,17107.5,0.9,15322.2,1.17,15322.2,17404.6,19070.52,19445.35,19482.84,19486.58,19486.96
IIIN,Industrial Products,Wire and Cable Products,15,15,2,19,4150.0,4175.0,4225.0,50.0,4300.0,0.9,4240.0,0.3,4240.0,4245.0,4249.0,4249.9,4249.99,4250.0,4250.0
IIIV,Computer and Technology,Internet - Software,9,30,8,15,3213.0000000000005,4745.0,8500.0,3755.0,14132.5,0.9,11500.0,0.8,11500.0,13250.0,14650.0,14965.0,14996.5,14999.65,14999.97
IIPR,Finance,REIT and Equity Trust - Other,2,30,72,9,3015.0,3750.0,6990.0,3240.0,11850.0,0.9,10804.5,1.18,10804.5,17271.0,32523.05,36385.81,36772.08,36810.71,36814.57
ILMN,Medical,Medical - Biomedical and Genetics,1,30,1010,3,3010.0,3750.0,8075.0,4325.0,14562.5,0.9,16100.7,1.86,16100.7,23637.5,96137.5,341549.6,386734.82,391293.48,391749.35
IMAX,Consumer Discretionary,Film and Television Production and Distribution,7,29,10,14,3857.0,4212.5,10023.0,5810.5,18738.75,0.9,37700.0,4.76,37700.0,58850.0,75770.0,79577.0,79957.7,79995.77,79999.58
IMCR,Medical,Medical - Biomedical and Genetics,7,30,12,14,3240.0,4800.0,46385.25,41585.25,108763.125,0.9,62013.6,0.38,62013.6,132400.95,201036.99,216480.1,218024.41,218178.84,218194.28
IMKTA,Retail-Wholesale,Retail - Supermarkets,10,28,19,13,3040.0,3410.0,4837.5,1427.5,6978.75,0.9,6950.8,1.48,6950.8,7602.6,10832.52,11559.25,11631.93,11639.19,11639.92
IMMR,Computer and Technology,Computer - Peripheral Equipment,4,30,9,15,3600.0,4000.0,7350.0,3350.0,12375.0,0.9,9504.0,0.64,9504.0,11502.0,13100.4,13460.04,13496.0,13499.6,13499.96
IMNM,Medical,Medical - Biomedical and Genetics,11,30,12,14,3179.9999999999995,3967.5,5156.25,1188.75,6939.375,0.9,6832.5,1.41,6832.5,8245.6,9463.52,9737.55,9764.96,9767.7,9767.97
IMO,Oils-Energy,Oil and Gas - Integrated - Canadian,7,29,6,16,3200.0,3330.0,6033.75,2703.75,10089.375,0.9,7087.5,0.39,7087.5,7293.75,7458.75,7495.88,7499.59,7499.96,7500.0
IMPP,Transportation,Transportation - Shipping,25,25,2,18,3500.0,3750.0,4250.0,500.0,5000.0,0.9,4400.0,0.3,4400.0,4450.0,4490.0,4499.0,4499.9,4499.99,4500.0
IMTX,Medical,Medical - Biomedical and Genetics,9,29,8,15,3465.0,3866.25,14347.5,10481.25,30069.375,0.9,34887.0,1.96,34887.0,42443.5,48488.7,49848.87,49984.89,49998.49,49999.85
IMUX,Medical,Medical - Biomedical and Genetics,16,24,4,17,3060.0,3206.25,11730.0,8523.75,24515.625,0.9,26292.0,1.71,26292.0,31146.0,35029.2,35902.92,35990.29,35999.03,35999.9
IMVT,Medical,Medical - Biomedical and Genetics,2,30,59,10,3060.0,3475.0,9850.0,6375.0,19412.5,0.9,69300.0,9.33,69300.0,185160.6,315127.12,358785.11,363150.91,363587.49,363631.15
IMXI,Business Services,Financial Transaction Services,9,25,4,17,11250.0,22083.75,33912.5,11828.75,51655.625,0.9,43565.0,0.82,43565.0,46782.5,49356.5,49935.65,49993.56,49999.36,49999.94
INBK,Finance,Banks - Northeast,29,29,1,20,3600.0,3600.0,3600.0,0.0,3600.0,0.9,3600.0,nan,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
INBX,Medical,Medical - Biomedical and Genetics,24,24,4,17,3479.9999999999995,5017.5,6781.25,1763.75,9426.875,0.9,8007.5,0.7,8007.5,8416.25,8743.25,8816.83,8824.18,8824.92,8824.99
INCY,Medical,Medical - Biomedical and Genetics,1,30,712,4,3024.0,3928.75,8631.25,4702.5,15685.0,0.9,15000.0,1.35,15000.0,25608.0,122887.0,218005.0,246800.5,249680.05,249968.0
INDI,Computer and Technology,Electronics - Semiconductors,7,23,26,12,3050.0,3881.25,6525.0,2643.75,10490.625,0.9,14660.0,3.08,14660.0,16787.5,19287.5,19928.75,19992.87,19999.29,19999.93
INDV,Medical,Medical - Drugs,10,30,9,15,4290.000000000001,5000.0,23595.0,18595.0,51487.5,0.9,52000.0,1.53,52000.0,76000.0,95200.0,99520.0,99952.0,99995.2,99999.52
INFA,Computer and Technology,Internet - Software,7,28,152,7,3016.0,3997.5,9088.75,5091.25,16725.625,0.9,18590.4,1.87,18590.4,33023.75,160000.5,261264.42,274661.44,276001.14,276135.11
INFY,Computer and Technology,Computers - IT Services,1,30,153,7,3014.0,3750.0,6950.0,3200.0,11750.0,0.9,10272.0,1.04,10272.0,15360.0,24796.0,32989.92,34294.99,34425.5,34438.55
ING,Finance,Banks - Foreign,14,28,6,16,3045.0,4325.0,5321.25,996.25,6815.625,0.9,6415.0,1.1,6415.0,6945.0,7369.0,7464.4,7473.94,7474.89,7474.99
INGM,Business Services,Technology Services,17,17,1,19,5016.0,5016.0,5016.0,0.0,5016.0,0.9,5016.0,nan,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0
INGR,Consumer Staples,Food - Miscellaneous,11,30,7,15,3476.0000000000005,3700.0,4800.0,1100.0,6450.0,0.9,5300.0,0.45,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0
INMB,Medical,Medical - Biomedical and Genetics,8,30,32,11,3174.0,3600.0,5398.75,1798.75,8096.875,0.9,6135.0,0.41,6135.0,6345.25,10254.7,11825.47,11982.55,11998.25,11999.83
INMD,Medical,Medical - Products,3,30,72,9,3040.0,3630.0,7977.5,4347.5,14498.75,0.9,10000.0,0.47,10000.0,12405.5,16322.2,19632.22,19963.22,19996.32,19999.63
INOD,Computer and Technology,Computer - Services,1,30,1234,3,3010.0,3800.0,8493.5,4693.5,15533.75,0.9,16000.0,1.6,16000.0,26863.5,75685.0,160654.25,236097.83,245306.78,246227.68
INSE,Business Services,Technology Services,18,18,1,20,3510.0,3510.0,3510.0,0.0,3510.0,0.9,3510.0,nan,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0
INSG,Computer and Technology,Internet - Software,2,30,29,12,3055.0,3360.0,7505.0,4145.0,13722.5,0.9,8740.0,0.3,8740.0,18800.0,80785.6,100310.56,102263.06,102458.31,102477.83
INSM,Medical,Medical - Biomedical and Genetics,1,30,1429,3,3010.0,3990.0,8500.0,4510.0,15265.0,0.9,15158.0,1.48,15158.0,24810.0,100658.88,1050768.36,1749769.04,1787776.9,1791577.69
INSP,Medical,Medical Info Systems,2,30,686,4,3010.0,3960.0,10132.5,6172.5,19391.25,0.9,20557.0,1.69,20557.0,34930.0,89997.0,222722.25,223431.23,223502.12,223509.21
INSW,Transportation,Transportation - Shipping,3,30,32,11,3080.0000000000005,3666.0,10000.0,6334.0,19501.0,0.9,11500.0,0.24,11500.0,12225.0,12845.0,12984.5,12998.45,12999.85,12999.98
INTA,Computer and Technology,Internet - Software,3,30,77,9,3079.9999999999995,3525.0,8500.0,4975.0,15962.5,0.9,13144.4,0.93,13144.4,16868.0,190100.0,204635.0,206088.5,206233.85,206248.38
INTC,Computer and Technology,Semiconductor - General,1,30,38854,1,3002.0,3780.0,8100.0,4320.0,14580.0,0.9,14500.0,1.48,14500.0,22344.0,56875.64,178383.99,599386.14,1708742.25,1944774.23
INTT,Computer and Technology,Electronics - Measuring Instruments,22,29,2,18,5000.0,5111.25,5333.75,222.5,5667.5,0.9,5400.5,0.3,5400.5,5422.75,5440.55,5444.56,5444.96,5445.0,5445.0
INTU,Computer and Technology,Computer - Software,1,30,6869,2,3004.0,3753.0,9000.0,5247.0,16870.5,0.9,16884.0,1.5,16884.0,27576.0,82051.2,292405.0,783120.9,848487.09,855023.71
INVA,Medical,Large Cap Pharmaceuticals,25,25,4,17,3540.0,3585.0,5655.0,2070.0,8760.0,0.9,6870.0,0.59,6870.0,7275.0,7599.0,7671.9,7679.19,7679.92,7679.99
INVH,Finance,REIT and Equity Trust - Residential,2,30,14,14,3066.0,4040.0,9670.0,5630.0,18115.0,0.9,26128.0,2.92,26128.0,29660.5,34356.1,35412.61,35518.26,35528.83,35529.88
INVZ,Auto-Tires-Trucks,Automotive - Original Equipment,2,30,51,10,3095.0000000000005,3710.0,8322.5,4612.5,15241.25,0.9,60000.0,11.2,60000.0,108625.0,200000.0,236000.0,239600.0,239960.0,239996.0
INZY,Medical,Medical - Biomedical and Genetics,18,30,3,18,4485.0,5586.5,7840.0,2253.5,11220.25,0.9,8531.2,0.31,8531.2,8761.6,8945.92,8987.39,8991.54,8991.95,8992.0
IONQ,Computer and Technology,Computer - Integrated Systems,1,30,17079,1,3002.0000000000005,3828.0,8850.0,5022.0,16383.0,0.9,17300.0,1.68,17300.0,27000.0,69548.8,214570.0,453963.88,460000.0,460000.0
IONS,Medical,Medical - Drugs,8,29,27,12,3040.0,3967.5,7303.5,3336.0,12307.5,0.9,10320.0,0.9,10320.0,31600.0,56054.3,61130.93,61638.59,61689.36,61694.44
IOT,Computer and Technology,Internet - Software,1,30,3006,2,3010.0,3870.0,9557.25,5687.25,18088.125,0.9,19975.0,1.83,19975.0,37995.0,199197.25,801729.37,1082627.71,1188262.77,1198826.28
IOVA,Medical,Medical - Biomedical and Genetics,1,30,911,4,3024.0,4000.0,9209.0,5209.0,17022.5,0.9,15345.0,1.18,15345.0,22625.0,52214.7,181475.0,367797.5,386429.75,388292.98
IP,Basic Materials,Paper and Related Products,1,30,439,5,3024.0,3750.0,10700.0,6950.0,21125.0,0.9,25876.4,2.18,25876.4,36099.0,128399.4,399397.89,443684.29,448112.93,448555.79
IPG,Business Services,Advertising and Marketing,11,30,22,12,3330.0000000000005,4140.0,18217.5,14077.5,39333.75,0.9,29102.0,0.77,29102.0,31579.0,85115.85,97895.08,99173.01,99300.8,99313.58
IPGP,Computer and Technology,Lasers Systems and Components,15,30,4,17,3074.9999999999995,3108.75,3762.5,653.75,4743.125,0.9,4109.0,0.53,4109.0,4224.5,4316.9,4337.69,4339.77,4339.98,4340.0
IPI,Basic Materials,Fertilizers,15,24,16,13,3078.0,5750.0,9625.0,3875.0,15437.5,0.9,11335.0,0.44,11335.0,12678.75,12699.75,12704.47,12704.95,12704.99,12705.0
IQ,Computer and Technology,Internet - Services,7,30,152,7,3017.0,3565.5,6522.0,2956.5,10956.75,0.9,9063.0,0.86,9063.0,11935.65,25745.0,29396.0,29939.6,29993.96,29999.4
IQV,Medical,Medical - Instruments,2,30,451,5,3040.0,3840.0,7640.0,3800.0,13340.0,0.9,16430.0,2.31,16430.0,38040.0,336200.0,1337350.5,1601455.05,1627865.5,1630506.55
IR,Industrial Products,Manufacturing - General Industrial ,7,30,254,6,3025.0000000000005,3771.5,10455.0,6683.5,20480.25,0.9,16570.0,0.91,16570.0,29658.55,83317.8,133981.92,147498.19,148849.82,148984.98
IRBT,Industrial Products,Industrial Automation and Robotics,3,30,222,6,3015.0,3600.0,6760.0,3160.0,11500.0,0.9,10180.0,1.08,10180.0,12998.7,17450.3,22674.0,23867.4,23986.74,23998.67
IRD,Medical,Medical - Biomedical and Genetics,18,18,2,18,5260.0,5460.0,5860.0,400.0,6460.0,0.9,5980.0,0.3,5980.0,6020.0,6052.0,6059.2,6059.92,6059.99,6060.0
IRDM,Computer and Technology,Satellite and Communication,3,30,20,13,3179.9999999999995,4226.25,10236.25,6010.0,19251.25,0.9,12650.0,0.4,12650.0,14173.25,16806.65,17399.17,17458.42,17464.34,17464.93
IREN,Finance,Financial - Miscellaneous Services,1,30,4725,2,3002.0,3840.0,8200.0,4360.0,14740.0,0.9,14339.2,1.41,14339.2,20492.8,54887.28,149631.18,333036.0,379803.6,384480.36
IRM,Business Services,Business - Information Services,1,30,380,5,3010.0,3700.0,8105.0,4405.0,14712.5,0.9,15626.0,1.71,15626.0,20492.1,59973.69,210808.59,270088.36,276016.34,276609.13
IRON,Medical,Medical - Biomedical and Genetics,1,30,30,11,3120.0,4500.0,51375.0,46875.0,121687.5,0.9,124000.0,1.55,124000.0,198581.4,236279.56,238533.56,238758.96,238781.5,238783.75
IRTC,Medical,Medical Info Systems,1,30,177,7,3040.0,3600.0,10368.0,6768.0,20520.0,0.9,16713.0,0.94,16713.0,24284.4,80880.0,182700.0,200520.0,202302.0,202480.2
ISPO,Consumer Discretionary,Leisure and Recreation Services,9,9,1,20,5400.0,5400.0,5400.0,0.0,5400.0,0.9,5400.0,nan,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0
ISRG,Medical,Medical - Instruments,1,30,7905,1,3002.0000000000005,3822.0,8700.0,4878.0,16017.0,0.9,15012.0,1.29,15012.0,23544.0,57755.6,229393.6,648732.8,732673.28,741067.33
IT,Business Services,Consulting Services,2,30,279,6,3020.0,3557.0,6844.0,3287.0,11774.5,0.9,12000.0,1.57,12000.0,20836.0,71523.36,434258.68,457011.87,459287.19,459514.72
ITGR,Medical,Medical - Instruments,9,24,8,15,3484.9999999999995,3621.25,5187.5,1566.25,7536.875,0.9,6920.0,1.11,6920.0,7060.0,7172.0,7197.2,7199.72,7199.97,7200.0
ITOS,Medical,Medical - Biomedical and Genetics,7,29,46,10,3100.0,3825.0,11977.5,8152.5,24206.25,0.9,50000.0,4.66,50000.0,51350.0,143085.0,149038.5,149633.85,149693.38,149699.34
ITP,Basic Materials,Paper and Related Products,17,17,1,19,3760.0,3760.0,3760.0,0.0,3760.0,0.9,3760.0,nan,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0
ITRI,Computer and Technology,Electronics - Testing Equipment,14,29,31,11,3025.0,3620.0,5137.5,1517.5,7413.75,0.9,9000.0,2.55,9000.0,9795.0,12067.0,12906.7,12990.67,12999.07,12999.91
ITRN,Industrial Products,Security and Safety Services,24,25,2,18,5600.0,5700.0,5900.0,200.0,6200.0,0.9,5960.0,0.3,5960.0,5980.0,5996.0,5999.6,5999.96,6000.0,6000.0
ITT,Conglomerates,Diversified Operations,4,30,144,7,3078.0,4427.75,16155.0,11727.25,33745.875,0.9,72090.0,4.77,72090.0,110000.0,218205.0,421688.0,445368.8,447736.88,447973.69
ITUB,Finance,Banks - Foreign,11,25,7,15,3390.0,3620.0,6470.0,2850.0,10745.0,0.9,14218.0,2.72,14218.0,19609.0,23921.8,24892.18,24989.22,24998.92,24999.89
ITW,Industrial Products,Manufacturing - General Industrial ,1,30,159,7,3010.0,3820.0,9655.0,5835.0,18407.5,0.9,17016.8,1.26,17016.8,37614.0,72062.4,162834.0,173783.4,174878.34,174987.83
IVVD,Medical,Medical - Biomedical and Genetics,11,18,9,15,3300.0,4940.0,9720.0,4780.0,16890.0,0.9,10000.0,0.06,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
IVZ,Finance,Financial - Investment Management,9,29,85,9,3025.0,3870.0,8950.0,5080.0,16570.0,0.9,18048.0,1.79,18048.0,74200.0,613172.0,801567.2,820406.72,822290.67,822479.07
J,Business Services,Technology Services,1,30,89,9,3029.9999999999995,3850.0,13650.0,9800.0,28350.0,0.9,135240.0,12.41,135240.0,288750.0,636262.6,908595.76,935829.08,938552.41,938824.74
JACK,Retail-Wholesale,Retail - Restaurants,2,30,159,7,3059.0000000000005,3745.0,8595.0,4850.0,15870.0,0.9,15417.0,1.41,15417.0,34740.0,263081.0,420000.0,420000.0,420000.0,420000.0
JAKK,Consumer Discretionary,Toys - Games - Hobbies,3,3,2,18,3100.0,3200.0,3400.0,200.0,3700.0,0.9,3460.0,0.3,3460.0,3480.0,3496.0,3499.6,3499.96,3500.0,3500.0
JAMF,Business Services,Technology Services,18,22,6,16,3350.0,3746.25,4373.75,627.5,5315.0,0.9,5107.5,1.17,5107.5,5403.75,5640.75,5694.08,5699.41,5699.94,5699.99
JANX,Medical,Medical - Biomedical and Genetics,4,30,297,6,3010.0,4200.0,10465.0,6265.0,19862.5,0.9,22440.0,1.91,22440.0,50000.0,121040.0,378096.0,397809.6,399780.96,399978.1
JAZZ,Medical,Medical - Biomedical and Genetics,2,29,121,8,3034.0,3900.0,10000.0,6100.0,19150.0,0.9,14241.0,0.7,14241.0,28000.0,120940.0,138191.0,139819.1,139981.91,139998.19
JBHT,Transportation,Transportation - Truck,1,30,325,5,3010.0,3750.0,8320.0,4570.0,15175.0,0.9,21149.0,2.81,21149.0,74256.0,173385.6,497520.0,576252.0,584125.2,584912.52
JBL,Computer and Technology,Electronics - Manufacturing Services,2,30,1114,3,3010.0,3780.0,7551.0,3771.0,13207.5,0.9,14205.0,1.76,14205.0,25025.35,52439.0,434140.5,618741.7,637874.17,639787.42
JBLU,Transportation,Transportation - Airline,1,30,591,4,3002.0,3528.0,6196.0,2668.0,10198.0,0.9,9904.0,1.39,9904.0,12998.0,27544.4,61581.9,71984.19,73024.42,73128.44
JBTM,Business Services,Technology Services,8,29,11,14,3120.0,3905.0,8950.0,5045.0,16517.5,0.9,55100.0,9.15,55100.0,55825.0,56405.0,56535.5,56548.55,56549.86,56549.99
JCI,Construction,Building Products - Wood,2,30,425,5,3010.0,3705.0,9900.0,6195.0,19192.5,0.9,23060.0,2.12,23060.0,47992.0,175260.0,358392.0,403039.2,407503.92,407950.39
JD,Retail-Wholesale,Internet - Commerce,1,30,17095,1,3002.0000000000005,3864.0,8902.5,5038.5,16460.25,0.9,16123.6,1.43,16123.6,24576.6,67950.0,287648.58,704735.1,869523.11,895692.31
JEF,Finance,Financial - Miscellaneous Services,2,30,305,6,3015.0,4000.0,8875.0,4875.0,16187.5,0.9,16121.4,1.49,16121.4,24616.0,33953.4,50901.6,55580.16,56048.02,56094.8
JELD,Construction,Building Products - Wood,4,11,3,17,3060.0,3405.0,3855.0,450.0,4530.0,0.9,3918.0,0.14,3918.0,3939.0,3955.8,3959.58,3959.96,3960.0,3960.0
JHX,Construction,Building Products - Miscellaneous,15,23,10,15,3359.9999999999995,4001.25,13600.0,9598.75,27998.125,0.9,51000.0,3.9,51000.0,78000.0,99600.0,104460.0,104946.0,104994.6,104999.46
JJSF,Consumer Staples,Food - Miscellaneous,2,30,4,17,3016.0,3664.0,16900.0,13236.0,36754.0,0.9,39760.0,1.73,39760.0,47380.0,53476.0,54847.6,54984.76,54998.48,54999.85
JKHY,Computer and Technology,Computers - IT Services,10,29,18,13,3150.0,3211.25,4186.0,974.75,5648.125,0.9,7193.0,3.08,7193.0,12145.2,15523.44,16283.54,16359.55,16367.16,16367.92
JKS,Oils-Energy,Solar,2,30,327,5,3007.0,3750.0,8082.5,4332.5,14581.25,0.9,14099.0,1.39,14099.0,18879.0,47884.6,87616.95,93403.1,93981.71,94039.57
JLL,Finance,Real Estate - Operations,3,30,58,10,3096.0,5150.0,13330.0,8180.0,25600.0,0.9,17980.0,0.57,17980.0,24925.0,116845.0,215084.5,224908.45,225890.85,225989.08
JMIA,Retail-Wholesale,Internet - Commerce,2,30,74,9,3040.0,3551.25,5923.25,2372.0,9481.25,0.9,9415.0,1.47,9415.0,10265.25,38866.31,72736.63,76123.66,76462.37,76496.24
JNJ,Medical,Large Cap Pharmaceuticals,1,30,6271,2,3002.0000000000005,3718.0,8121.0,4403.0,14725.5,0.9,14852.0,1.53,14852.0,24986.5,69108.0,333660.0,799348.5,965534.85,982153.49
JNPR,Computer and Technology,Wireless Equipment,8,30,262,6,3040.0,3712.5,8797.5,5085.0,16425.0,0.9,49750.0,8.05,49750.0,89700.0,335878.05,419957.48,424495.75,424949.57,424994.96
JOBY,Transportation,Transportation - Airline,1,30,562,4,3010.0,3652.5,7500.0,3847.5,13271.25,0.9,12488.5,1.3,12488.5,19797.5,34797.5,122797.9,166269.79,170616.98,171051.7
JOE,Finance,Real Estate - Development,15,25,4,16,3250.0,3437.5,4245.0,807.5,5456.25,0.9,5586.0,1.66,5586.0,6033.0,6390.6,6471.06,6479.11,6479.91,6479.99
JOYY,Computer and Technology,Internet - Services,28,29,7,15,3045.0000000000005,3150.0,4950.0,1800.0,7650.0,0.9,5156.0,0.11,5156.0,5273.0,5366.6,5387.66,5389.77,5389.98,5390.0
JPM,Finance,Financial - Investment Bank,1,30,29202,1,3002.0,3800.0,8430.0,4630.0,15375.0,0.9,15400.0,1.51,15400.0,24016.0,63000.0,236389.5,727303.82,2045493.56,2328250.56
JSPR,Medical,Medical - Biomedical and Genetics,4,28,232,6,3010.0,3627.0,7666.0,4039.0,13724.5,0.9,16330.0,2.15,16330.0,37268.0,174978.0,280942.5,298094.25,299809.43,299980.94
JXN,Finance,Insurance - Life Insurance,2,30,109,8,3040.0,3750.0,10000.0,6250.0,19375.0,0.9,20200.0,1.63,20200.0,26400.0,33554.0,47463.8,48936.38,49083.64,49098.36
