security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,n_range,pn_trade_value,custom_k,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AMC,Consumer Discretionary,Leisure and Recreation Services,1,30,2197,2,3002.0,3536.0,6096.0,2560.0,9936.0,0.9,9671.2,1.4,9671.2,13401.0,25179.12,61575.97,83471.55,88663.15,89182.32
AMCR,Industrial Products,Containers - Paper and Packaging,14,29,8,15,3300.0,3663.75,6601.5,2937.75,11008.125,0.9,8803.2,0.75,8803.2,10323.6,11539.92,11813.59,11840.96,11843.7,11843.97
AMCX,Consumer Discretionary,Broadcast Radio and Television,8,30,7,15,3900.0,4707.5,5140.0,432.5,5788.75,0.9,5996.0,1.98,5996.0,6623.0,7124.6,7237.46,7248.75,7249.87,7249.99
AMD,Computer and Technology,Computer - Integrated Systems,1,30,233088,1,3002.0,3766.0,8280.0,4514.0,15051.0,0.9,15000.0,1.49,15000.0,23084.65,60000.0,323895.6,1159951.14,1919140.41,2573888.4
AME,Computer and Technology,Electronics - Testing Equipment,1,30,92,9,3025.0,3960.0,14695.0,10735.0,30797.5,0.9,20180.0,0.51,20180.0,45375.0,107181.0,107918.1,107991.81,107999.18,107999.92
AMED,Medical,Medical - Outpatient and Home Healthcare,3,28,31,11,3100.0,5000.0,25500.0,20500.0,56250.0,0.9,45000.0,0.95,45000.0,62500.0,75000.0,75000.0,75000.0,75000.0,75000.0
AMG,Finance,Financial - Investment Management,16,25,3,17,3640.0,4235.0,7165.0,2930.0,11560.0,0.9,8566.0,0.48,8566.0,9033.0,9406.6,9490.66,9499.07,9499.91,9499.99
AMGN,Medical,Medical - Biomedical and Genetics,1,30,8309,1,3002.0000000000005,3800.0,8510.0,4710.0,15575.0,0.9,16800.4,1.76,16800.4,26519.4,77918.4,399790.0,963243.38,1246260.64,1274562.36
AMH,Finance,REIT and Equity Trust - Residential,21,21,1,19,3680.0000000000005,3680.0,3680.0,0.0,3680.0,0.9,3680.0,nan,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0
AMKR,Computer and Technology,Electronics - Semiconductors,1,30,97,8,3045.0,4000.0,9017.0,5017.0,16542.5,0.9,17910.0,1.77,17910.0,39684.0,276784.0,310998.4,314419.84,314761.98,314796.2
AMLX,Medical,Medical - Drugs,3,21,2,18,3325.0,3631.25,4243.75,612.5,5162.5,0.9,4427.5,0.3,4427.5,4488.75,4537.75,4548.77,4549.88,4549.99,4550.0
AMN,Medical,Medical Services,1,30,52,10,3100.0,4987.5,8553.75,3566.25,13903.125,0.9,11094.0,0.71,11094.0,16799.4,30192.19,36724.22,37377.42,37442.74,37449.27
AMP,Finance,Financial - Investment Management,3,30,194,7,3020.0,3609.0,7698.75,4089.75,13833.375,0.9,13167.0,1.34,13167.0,16487.5,28135.8,32409.42,32940.94,32994.09,32999.41
AMPL,Business Services,Technology Services,1,30,40,11,3100.0,3904.0,7296.0,3392.0,12384.0,0.9,10771.0,1.02,10771.0,14544.0,97350.0,144735.0,149473.5,149947.35,149994.73
AMPX,Business Services,Technology Services,11,30,43,11,3200.0,4232.5,7650.0,3417.5,12776.25,0.9,9101.0,0.42,9101.0,10168.0,13927.8,16161.78,16385.18,16407.52,16409.75
AMPY,Oils-Energy,Oil and Gas - Exploration and Production - United States,7,23,4,17,4000.0,6250.0,17243.25,10993.25,33733.125,0.9,32097.3,1.35,32097.3,37048.65,41009.73,41900.97,41990.1,41999.01,41999.9
AMR,Basic Materials,Mining - Miscellaneous,2,30,392,5,3010.0,3742.5,7500.0,3757.5,13136.25,0.9,11595.0,1.09,11595.0,15000.0,28971.84,35413.5,35941.35,35994.14,35999.41
AMRC,Oils-Energy,Alternative Energy - Other,14,29,18,13,3051.0,3437.75,4778.75,1341.0,6790.25,0.9,11540.5,5.04,11540.5,17406.0,32461.2,35848.62,36187.36,36221.24,36224.62
AMRK,Consumer Discretionary,Precious Metals and Jewels,10,30,133,8,3014.0,3625.0,6572.0,2947.0,10992.5,0.9,12916.0,2.15,12916.0,16200.0,54148.2,234580.1,257458.01,259745.8,259974.58
AMRN,Medical,Medical - Biomedical and Genetics,10,24,3,17,3040.0,3560.0,6352.5,2792.5,10541.25,0.9,7716.0,0.49,7716.0,8170.5,8534.1,8615.91,8624.09,8624.91,8624.99
AMRX,Medical,Medical - Drugs,16,28,15,13,3075.0,3595.0,4807.5,1212.5,6626.25,0.9,13187.0,6.91,13187.0,44016.0,91375.2,102031.02,103096.6,103203.16,103213.82
AMSC,Computer and Technology,Electronics - Miscellaneous Components,1,30,327,5,3040.0,3750.0,7000.0,3250.0,11875.0,0.9,11072.0,1.25,11072.0,16090.2,44706.7,134917.71,156684.47,158861.15,159078.81
AMT,Finance,REIT and Equity Trust - Other,2,30,589,4,3003.0,3895.0,10080.0,6185.0,19357.5,0.9,25681.6,2.52,25681.6,52722.0,119171.2,459082.8,605618.28,620271.83,621737.18
AMTM,Construction,Engineering - R and D Services,2,30,451,5,3008.0,3792.5,9822.5,6030.0,18867.5,0.9,23400.0,2.25,23400.0,51375.0,129000.0,312408.75,382240.87,389224.09,389922.41
AMTX,Oils-Energy,Biofuels,3,3,4,16,4290.000000000001,4665.0,4872.5,207.5,5183.75,0.9,4949.0,0.37,4949.0,4974.5,4994.9,4999.49,4999.95,4999.99,5000.0
AMWD,Consumer Discretionary,Furniture,17,28,6,16,3136.0,4146.0,13670.0,9524.0,27956.0,0.9,16740.0,0.32,16740.0,17370.0,17874.0,17987.4,17998.74,17999.87,17999.99
AMWL,Medical,Medical Info Systems,10,10,1,19,5750.0,5750.0,5750.0,0.0,5750.0,0.9,5750.0,nan,5750.0,5750.0,5750.0,5750.0,5750.0,5750.0,5750.0
AMZN,Computer and Technology,Internet - Software and Services,1,30,318573,1,3002.0,3850.0,9065.0,5215.0,16887.5,0.9,17080.0,1.54,17080.0,26640.0,69000.0,287020.68,1181037.82,2541338.35,3439319.25
AN,Retail-Wholesale,Automotive - Retail and Whole Sales,3,30,146,7,3010.0,3610.0,6944.25,3334.25,11945.625,0.9,9870.0,0.88,9870.0,16165.5,34660.5,54102.03,56710.2,56971.02,56997.1
ANAB,Medical,Medical - Biomedical and Genetics,8,29,302,6,3025.0,3927.0,12755.0,8828.0,25997.0,0.9,29708.0,1.92,29708.0,45091.5,202245.95,695970.0,704097.0,704909.7,704990.97
ANET,Computer and Technology,Internet - Software,1,30,14846,1,3002.0000000000005,3800.0,8483.0,4683.0,15507.5,0.9,15660.0,1.53,15660.0,23335.0,59608.8,208620.85,506961.0,868465.84,920471.58
ANF,Retail-Wholesale,Retail - Apparel and Shoes,1,30,7934,1,3002.9999999999995,3850.0,8723.0,4873.0,16032.5,0.9,17322.0,1.76,17322.0,27584.8,83703.0,403898.3,772978.65,1101047.87,1133854.79
ANGI,Computer and Technology,Internet - Content,14,30,34,11,3060.0,5625.0,36250.0,30625.0,82187.5,0.9,116850.0,2.63,116850.0,137893.0,172317.55,179227.25,179918.23,179987.32,179994.23
ANIK,Medical,Medical - Biomedical and Genetics,15,15,4,17,3540.0,3885.0,5620.0,1735.0,8222.5,0.9,6736.0,0.64,6736.0,7108.0,7405.6,7472.56,7479.26,7479.93,7479.99
ANIP,Medical,Medical - Biomedical and Genetics,16,23,2,18,4200.0,4207.5,4222.5,15.0,4245.0,0.9,4227.0,0.3,4227.0,4228.5,4229.7,4229.97,4230.0,4230.0,4230.0
ANNX,Medical,Medical - Biomedical and Genetics,17,30,9,15,3179.9999999999995,3300.0,4900.0,1600.0,7300.0,0.9,8488.0,2.24,8488.0,11624.0,14132.8,14697.28,14753.73,14759.37,14759.94
ANRO,Medical,Medical - Biomedical and Genetics,4,30,68,9,3045.0000000000005,3667.5,6445.0,2777.5,10611.25,0.9,11500.0,1.82,11500.0,15358.0,136650.0,199965.0,206296.5,206929.65,206992.96
ANSS,Computer and Technology,Computer - Software,2,30,281,6,3004.0,3360.0,6020.0,2660.0,10010.0,0.9,9000.0,1.12,9000.0,15200.0,55000.0,198960.0,222396.0,224739.6,224973.96
ANVS,Medical,Medical - Biomedical and Genetics,11,30,16,13,3185.0,3585.0,8400.0,4815.0,15622.5,0.9,10225.0,0.38,10225.0,11337.5,13467.5,13946.75,13994.68,13999.47,13999.95
AON,Finance,Insurance - Brokerage,1,30,451,5,3010.0,3600.0,7553.0,3953.0,13482.5,0.9,15808.0,2.09,15808.0,20250.0,190000.0,502000.0,518200.0,519820.0,519982.0
AOS,Industrial Products,Manufacturing - Electronics,2,30,65,9,3100.0,3640.0,6400.0,2760.0,10540.0,0.9,21793.0,5.58,21793.0,139082.0,214440.4,231945.04,233695.5,233870.55,233888.06
AOSL,Computer and Technology,Electronics - Semiconductors,4,30,143,8,3060.0,3892.5,8197.5,4305.0,14655.0,0.9,14480.0,1.46,14480.0,19836.8,48054.6,53281.08,53442.11,53458.21,53459.82
APA,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,906,4,3009.0,3500.0,6579.25,3079.25,11198.125,0.9,11225.0,1.51,11225.0,15572.5,134850.0,684025.0,761402.5,769140.25,769914.03
APAM,Finance,Financial - Investment Management,11,21,2,18,3185.0,3506.25,4148.75,642.5,5112.5,0.9,4341.5,0.3,4341.5,4405.75,4457.15,4468.72,4469.87,4469.99,4470.0
APD,Basic Materials,Chemical - Diversified ,3,30,811,4,3015.0,3668.0,8845.0,5177.0,16610.5,0.9,15400.0,1.27,15400.0,20974.0,115506.0,558750.0,558750.0,558750.0,558750.0
APG,Business Services,Business - Services,21,29,29,12,3042.0,3325.0,3960.0,635.0,4912.5,0.9,4508.4,0.86,4508.4,4776.0,6412.0,6941.2,6994.12,6999.41,6999.94
APGE,Medical,Medical - Biomedical and Genetics,3,30,50,10,3330.0000000000005,4500.0,11250.0,6750.0,21375.0,0.9,16651.6,0.8,16651.6,37142.0,183420.0,201942.0,203794.2,203979.42,203997.94
APH,Computer and Technology,Electronics - Connectors,2,30,916,4,3010.0,3900.0,9603.75,5703.75,18159.375,0.9,19740.0,1.78,19740.0,32228.0,111538.75,247650.0,321765.0,329176.5,329917.65
API,Business Services,Technology Services,9,29,16,13,3250.0,3890.0,5664.0,1774.0,8325.0,0.9,7517.5,1.04,7517.5,8776.25,11755.25,12425.52,12492.55,12499.26,12499.93
APLD,Finance,Financial - Miscellaneous Services,1,30,5264,2,3008.0,3772.75,8400.0,4627.25,15340.875,0.9,16134.3,1.67,16134.3,27800.55,98100.0,361687.45,658083.86,686965.89,689854.09
APLS,Medical,Medical - Biomedical and Genetics,1,30,288,6,3040.0,4000.0,8000.0,4000.0,14000.0,0.9,13581.5,1.4,13581.5,22925.0,76300.0,455489.58,468346.46,469632.15,469760.71
APLT,Medical,Medical - Biomedical and Genetics,8,30,201,7,3080.0000000000005,4500.0,15147.0,10647.0,31117.5,0.9,21250.0,0.57,21250.0,40800.0,200000.0,501000.0,522600.0,524760.0,524976.0
APO,Finance,Financial - Investment Management,1,30,5152,2,3003.0,3840.0,8820.0,4980.0,16290.0,0.9,16000.0,1.44,16000.0,25289.0,57174.23,151698.0,556550.4,601055.04,605505.5
APOG,Industrial Products,Glass Products,3,16,16,13,3300.0,4325.0,8576.25,4251.25,14953.125,0.9,12690.0,0.97,12690.0,13875.0,14775.0,14977.5,14997.75,14999.78,14999.98
APP,Business Services,Technology Services,1,30,110486,1,3001.0,4000.0,10220.0,6220.0,19550.0,0.9,20250.0,1.61,20250.0,32495.0,94054.5,392018.03,2144597.45,5105467.18,5501666.12
APPF,Computer and Technology,Internet - Software,8,30,106,8,3050.0,3802.5,7012.5,3210.0,11827.5,0.9,11250.0,1.32,11250.0,18325.0,205130.0,603038.25,644178.83,648292.88,648704.29
APPN,Computer and Technology,Internet - Software,3,30,65,9,3080.0,4340.0,9425.0,5085.0,17052.5,0.9,31000.0,4.24,31000.0,47920.0,108050.4,179555.04,186705.5,187420.55,187492.06
APPS,Computer and Technology,Internet - Software,8,30,68,9,3060.0,3795.0,5484.75,1689.75,8019.375,0.9,7350.0,1.1,7350.0,13195.8,27940.0,38794.0,39879.4,39987.94,39998.79
APTV,Auto-Tires-Trucks,Automotive - Original Equipment,1,30,425,5,3016.0,4180.0,12502.0,8322.0,24985.0,0.9,49482.0,4.44,49482.0,92400.0,229684.48,429440.0,501944.0,509194.4,509919.44
AQST,Medical,Medical - Drugs,14,17,7,15,3200.0,3770.0,5500.0,1730.0,8095.0,0.9,7208.0,0.99,7208.0,8114.0,8838.8,9001.88,9018.19,9019.82,9019.98
AR,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,505,5,3002.0000000000005,4000.0,9000.0,5000.0,16500.0,0.9,14624.0,1.12,14624.0,22612.8,94334.4,178620.48,186504.05,187292.4,187371.24
ARBE,Business Services,Technology Services,4,30,129,8,3010.0,3600.0,6937.0,3337.0,11942.5,0.9,9870.0,0.88,9870.0,13254.0,18487.2,19397.6,19489.76,19498.98,19499.9
ARCB,Transportation,Transportation - Truck,3,30,45,10,3080.0000000000005,3960.0,8250.0,4290.0,14685.0,0.9,10788.0,0.59,10788.0,28944.8,323680.0,453568.0,466556.8,467855.68,467985.57
ARCC,Finance,Financial - SBIC & Commercial Industry,2,30,78,9,3150.0,3712.5,9150.0,5437.5,17306.25,0.9,29750.0,3.79,29750.0,100950.0,128450.0,138845.0,139884.5,139988.45,139998.84
ARCT,Medical,Medical - Biomedical and Genetics,9,30,31,11,3250.0,3975.0,7000.0,3025.0,11537.5,0.9,9000.0,0.66,9000.0,10250.0,18364.0,21204.4,21488.44,21516.84,21519.68
ARDT,Medical,Medical Services,10,30,9,15,3150.0,3900.0,15840.0,11940.0,33750.0,0.9,29082.0,1.11,29082.0,31446.0,33337.2,33762.72,33805.27,33809.53,33809.95
ARDX,Medical,Medical - Drugs,1,30,72,9,3015.0,3750.0,6250.0,2500.0,10000.0,0.9,11319.0,2.03,11319.0,14901.0,25441.96,26415.8,26513.18,26522.92,26523.89
ARE,Finance,REIT and Equity Trust - Other,8,30,107,8,3020.0,4082.5,8565.0,4482.5,15288.75,0.9,16068.0,1.67,16068.0,39610.5,88275.0,94693.5,95194.35,95244.44,95249.44
AREN,Business Services,Technology Services,28,28,1,20,3500.0,3500.0,3500.0,0.0,3500.0,0.9,3500.0,nan,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
ARES,Finance,Financial - Investment Management,1,30,261,6,3060.0,4230.0,9890.0,5660.0,18380.0,0.9,21070.0,1.98,21070.0,52920.0,148276.4,175005.92,179500.59,179950.06,179995.01
ARGX,Medical,Medical - Biomedical and Genetics,2,30,669,4,3010.0,4000.0,9000.0,5000.0,16500.0,0.9,14292.0,1.06,14292.0,19500.0,53144.0,670944.0,1147094.4,1194709.44,1199470.94
ARHS,Retail-Wholesale,Retail - Miscellaneous,9,25,11,14,3300.0,4000.0,8780.0,4780.0,15950.0,0.9,10000.0,0.26,10000.0,11237.5,12227.5,12450.25,12472.53,12474.75,12474.98
ARIS,Business Services,Waste Removal Services,10,30,2,18,3300.0,3453.75,3761.25,307.5,4222.5,0.9,3853.5,0.3,3853.5,3884.25,3908.85,3914.39,3914.94,3914.99,3915.0
ARLO,Computer and Technology,Internet - Software,10,30,4,17,3375.0,3993.75,4473.75,480.0,5193.75,0.9,4489.5,0.03,4489.5,4494.75,4498.95,4499.89,4499.99,4500.0,4500.0
ARLP,Oils-Energy,Coal,8,30,18,13,3100.0,3622.5,4885.0,1262.5,6778.75,0.9,6355.5,1.16,6355.5,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
ARM,Computer and Technology,Electronics - Semiconductors,1,30,41022,1,3002.0000000000005,3800.0,8360.0,4560.0,15200.0,0.9,15400.0,1.54,15400.0,23286.4,57500.0,182431.84,707757.65,797848.66,817784.87
ARMK,Business Services,Business - Services,7,30,37,11,3130.0,4230.0,7900.0,3670.0,13405.0,0.9,12376.8,1.22,12376.8,16354.8,46105.84,54110.58,54911.06,54991.11,54999.11
AROC,Oils-Energy,Oil and Gas - Field Services,23,23,1,20,5915.0,5915.0,5915.0,0.0,5915.0,0.9,5915.0,nan,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0
ARQQ,Computer and Technology,Internet - Software,3,30,197,7,3060.0,3570.0,6500.0,2930.0,10895.0,0.9,10296.0,1.3,10296.0,15411.2,38665.6,48228.94,50034.39,50214.94,50232.99
ARQT,Medical,Medical - Biomedical and Genetics,2,30,127,8,3080.0000000000005,4000.0,18970.0,14970.0,41425.0,0.9,75000.0,3.74,75000.0,102825.0,284700.0,320905.0,324590.5,324959.05,324995.9
ARR,Finance,REIT and Equity Trust,3,30,34,11,3010.0,3510.0,9000.0,5490.0,17235.0,0.9,16251.0,1.32,16251.0,20546.2,28309.8,29776.98,29923.7,29938.37,29939.84
ARRY,Oils-Energy,Solar,3,30,121,8,3015.0,3645.0,7875.0,4230.0,14220.0,0.9,10710.0,0.67,10710.0,16650.0,42944.0,85156.8,89731.68,90189.17,90234.92
ARVN,Medical,Medical - Biomedical and Genetics,3,30,338,5,3003.0,3802.5,15225.0,11422.5,32358.75,0.9,66500.0,4.49,66500.0,148950.0,333533.0,495560.61,502679.06,503390.91,503462.09
ARW,Computer and Technology,Electronics - Parts Distribution,4,16,7,15,5000.0,7632.5,21375.0,13742.5,41988.75,0.9,24850.0,0.25,24850.0,24925.0,24985.0,24998.5,24999.85,24999.98,25000.0
ARWR,Medical,Medical - Biomedical and Genetics,8,30,37,11,3145.0,4000.0,8190.0,4190.0,14475.0,0.9,15684.0,1.79,15684.0,20500.0,42871.2,53184.12,54215.41,54318.54,54328.85
AS,Consumer Discretionary,Leisure and Recreation Products,3,30,123,8,3040.0,4375.0,11635.0,7260.0,22525.0,0.9,20108.0,1.17,20108.0,47250.0,173075.0,204347.15,208017.22,208384.22,208420.92
ASAN,Computer and Technology,Internet - Software,1,30,577,4,3015.0,3630.0,7245.0,3615.0,12667.5,0.9,12000.0,1.32,12000.0,14770.0,42162.0,110208.17,118013.72,118794.27,118872.33
ASB,Finance,Banks - Midwest,22,22,1,19,13500.0,13500.0,13500.0,0.0,13500.0,0.9,13500.0,nan,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0
ASC,Transportation,Transportation - Shipping,22,28,10,15,3400.0,3500.0,4401.0,901.0,5752.5,0.9,4517.6,0.13,4517.6,4758.8,4951.76,4995.18,4999.52,4999.95,5000.0
ASGN,Computer and Technology,Computers - IT Services,14,25,11,14,3040.0,4400.0,15035.0,10635.0,30987.5,0.9,22500.0,0.7,22500.0,26250.0,29250.0,29925.0,29992.5,29999.25,29999.93
ASH,Basic Materials,Chemical - Specialty,9,24,20,13,3045.0,5865.0,22207.5,16342.5,46721.25,0.9,40750.7,1.13,40750.7,70600.0,110120.0,119012.0,119901.2,119990.12,119999.01
ASLE,Aerospace,Aerospace - Defense Equipment,14,28,5,16,3100.0,3640.0,6525.0,2885.0,10852.5,0.9,6978.0,0.16,6978.0,7129.0,7249.8,7276.98,7279.7,7279.97,7280.0
ASML,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,1,30,46061,1,3001.0,3920.0,9450.0,5530.0,17745.0,0.9,17523.0,1.46,17523.0,27000.0,64080.0,199643.6,481576.0,754945.66,835598.57
ASND,Medical,Medical - Biomedical and Genetics,1,30,123,8,3040.0,4000.0,10575.0,6575.0,20437.5,0.9,31872.0,3.24,31872.0,56475.0,141133.0,557412.34,609241.23,614424.12,614942.41
ASO,Consumer Discretionary,Leisure and Recreation Products,1,30,558,4,3026.0,3902.5,9382.5,5480.0,17602.5,0.9,21720.0,2.25,21720.0,40266.25,138227.76,313991.68,356983.17,361282.32,361712.23
ASPI,Basic Materials,Chemical - Diversified ,2,30,309,6,3038.0,3800.0,7300.0,3500.0,12550.0,0.9,10612.8,0.95,10612.8,14410.0,29720.0,69740.9,74474.09,74947.41,74994.74
ASPN,Construction,Building Products - Miscellaneous,2,30,268,6,3007.0,3597.75,6667.5,3069.75,11272.125,0.9,10000.0,1.09,10000.0,14555.25,47325.0,198401.57,244372.16,248969.22,249428.92
ASST,Business Services,Technology Services,9,22,13,14,3100.0,3420.0,4750.0,1330.0,6745.0,0.9,6124.0,1.03,6124.0,8625.0,11325.0,11932.5,11993.25,11999.33,11999.93
ASTH,Medical,Medical - Outpatient and Home Healthcare,8,30,23,12,3140.0,5775.0,28737.5,22962.5,63181.25,0.9,373171.0,15.0,373171.0,891248.0,1358166.0,1464234.6,1474841.46,1475902.15,1476008.21
ASTL,Basic Materials,Steel - Producers,8,27,22,12,3050.0,3847.5,9503.75,5656.25,17988.125,0.9,46932.0,6.62,46932.0,57562.0,202956.6,237645.66,241114.57,241461.46,241496.15
ASTS,Computer and Technology,Wireless Equipment,1,30,20844,1,3002.0000000000005,3760.0,8410.0,4650.0,15385.0,0.9,15400.0,1.5,15400.0,23117.6,57000.0,170437.79,365815.59,492414.54,496541.45
ASUR,Computer and Technology,Internet - Delivery Services,2,30,2,18,3779.9999999999995,4185.0,4995.0,810.0,6210.0,0.9,5238.0,0.3,5238.0,5319.0,5383.8,5398.38,5399.84,5399.98,5400.0
ATAI,Medical,Medical - Outpatient and Home Healthcare,8,28,19,13,3115.0,3370.0,7352.5,3982.5,13326.25,0.9,22533.6,3.81,22533.6,36868.2,65669.64,72149.96,72798.0,72862.8,72869.28
ATAT,Consumer Discretionary,Leisure and Recreation Services,11,30,33,11,3050.0,5000.0,13500.0,8500.0,26250.0,0.9,17693.4,0.49,17693.4,31630.0,76527.2,87518.72,88617.87,88727.79,88738.78
ATEC,Medical,Medical - Instruments,9,30,70,9,3040.0,4125.0,15662.5,11537.5,32968.75,0.9,39000.0,2.02,39000.0,55975.0,165901.5,181830.15,183423.01,183582.3,183598.23
ATEN,Computer and Technology,Communication - Network Software,23,23,1,19,7227.0,7227.0,7227.0,0.0,7227.0,0.9,7227.0,nan,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0
ATEX,Computer and Technology,Communication - Infrastructure,29,29,1,19,6250.0,6250.0,6250.0,0.0,6250.0,0.9,6250.0,nan,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0
ATGE,Consumer Discretionary,Schools,7,29,103,8,3010.0,3710.0,7697.5,3987.5,13678.75,0.9,24200.0,4.14,24200.0,76620.0,438645.0,511628.04,518694.8,519401.48,519472.15
ATHA,Medical,Medical - Biomedical and Genetics,17,28,13,14,3330.0000000000005,3330.0,4950.0,1620.0,7380.0,0.9,5520.0,0.35,5520.0,9351.0,13822.2,14828.22,14928.82,14938.88,14939.89
ATHM,Computer and Technology,Internet - Services,15,30,10,14,3500.0,3525.0,9925.5,6400.5,19526.25,0.9,10001.0,0.01,10001.0,10005.5,10009.1,10009.91,10009.99,10010.0,10010.0
ATI,Basic Materials,Steel - Speciality,7,30,130,8,3010.0,3510.0,5985.0,2475.0,9697.5,0.9,10510.0,1.83,10510.0,16644.0,35130.0,387884.0,434788.4,439478.84,439947.88
ATKR,Industrial Products,Wire and Cable Products,8,30,89,9,3025.0,3850.0,9500.0,5650.0,17975.0,0.9,30230.0,3.67,30230.0,44946.0,122800.0,124780.0,124978.0,124997.8,124999.78
ATLX,Basic Materials,Mining - Miscellaneous,10,30,8,15,3230.0000000000005,3437.5,6575.0,3137.5,11281.25,0.9,7880.0,0.42,7880.0,8860.0,9644.0,9820.4,9838.04,9839.8,9839.98
ATMU,Industrial Products,Pollution Control,8,30,9,15,3285.0,3825.0,9500.0,5675.0,18012.5,0.9,11980.0,0.44,11980.0,14740.0,16948.0,17444.8,17494.48,17499.45,17499.94
ATO,Utilities,Utility - Gas Distribution,10,30,52,10,3120.0,3700.0,6960.0,3260.0,11850.0,0.9,10735.0,1.16,10735.0,18793.25,148590.42,149202.04,149263.2,149269.32,149269.93
ATOM,Computer and Technology,Electronics - Semiconductors,1,30,119,8,3060.0,3765.0,7855.0,4090.0,13990.0,0.9,10805.6,0.72,10805.6,15360.5,19820.0,43373.0,46187.3,46468.73,46496.87
ATR,Industrial Products,Containers - Paper and Packaging,15,23,9,15,4960.0,8725.0,160000.0,151275.0,386912.5,0.9,174500.0,0.1,174500.0,203500.0,226700.0,231920.0,232442.0,232494.2,232499.42
ATRC,Medical,Medical - Products,18,18,1,19,5200.0,5200.0,5200.0,0.0,5200.0,0.9,5200.0,nan,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0
ATRO,Aerospace,Aerospace - Defense Equipment,28,28,1,20,8030.000000000001,8030.0,8030.0,0.0,8030.0,0.9,8030.0,nan,8030.0,8030.0,8030.0,8030.0,8030.0,8030.0,8030.0
ATUS,Computer and Technology,Communication - Components,28,30,2,18,3750.0,3893.75,4181.25,287.5,4612.5,0.9,4267.5,0.3,4267.5,4296.25,4319.25,4324.43,4324.94,4324.99,4325.0
ATXS,Medical,Medical - Biomedical and Genetics,22,22,1,20,5100.0,5100.0,5100.0,0.0,5100.0,0.9,5100.0,nan,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0
ATYR,Medical,Medical - Biomedical and Genetics,10,29,8,15,6000.0,6798.75,11243.75,4445.0,17911.25,0.9,13062.5,0.41,13062.5,14331.25,15346.25,15574.63,15597.46,15599.75,15599.97
AU,Basic Materials,Mining - Gold,1,30,265,6,3024.0,3900.0,9071.0,5171.0,16827.5,0.9,21873.6,2.48,21873.6,36450.0,100826.2,183408.0,201940.8,203794.08,203979.41
AUPH,Medical,Medical - Drugs,2,30,30,11,3060.0,3700.0,7732.5,4032.5,13781.25,0.9,10515.0,0.69,10515.0,11667.5,12500.0,12500.0,12500.0,12500.0,12500.0
AUR,Business Services,Technology Services,1,30,601,4,3002.0,3770.0,7500.0,3730.0,13095.0,0.9,13500.0,1.61,13500.0,19305.0,55000.0,196264.4,332971.34,346642.03,348009.1
AURA,Medical,Medical - Biomedical and Genetics,25,30,6,16,3250.0,4050.0,6117.5,2067.5,9218.75,0.9,8557.5,1.18,8557.5,9528.75,10305.75,10480.58,10498.06,10499.81,10499.98
AUTL,Medical,Medical - Biomedical and Genetics,18,29,4,17,3960.0,3990.0,7177.5,3187.5,11958.75,0.9,7713.0,0.17,7713.0,7891.5,8034.3,8066.43,8069.64,8069.96,8070.0
AVA,Utilities,Utility - Electric Power,24,24,1,19,3500.0,3500.0,3500.0,0.0,3500.0,0.9,3500.0,nan,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
AVAV,Aerospace,Aerospace - Defense Equipment,1,30,756,4,3008.0,3658.5,7200.0,3541.5,12512.25,0.9,12288.0,1.44,12288.0,18050.0,52250.0,109837.5,114933.75,115443.38,115494.34
