security,sector,industry,num_trades,trade_volume_bin,trade_volume_bin_rank,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,cluster,final_cluster
LCII,Auto-Tires-Trucks,Automotive - Original Equipment,22,15,3,24210.0,40010.0,43601.0,43960.1,43996.01,43999.6,0.0,15__0
LDOS,Computer and Technology,Computers - IT Services,300,25,2,18003.0,37509.4,84350.05,101855.01,103605.5,103780.55,0.0,25__0
LE,Retail-Wholesale,Retail - Catalog Shopping,6,10,3,4492.5,4570.5,4588.05,4589.8,4589.98,4590.0,0.0,10__0
LEA,Auto-Tires-Trucks,Automotive - Original Equipment,63,20,2,52050.0,138000.0,193800.0,199380.0,199938.0,199993.8,3.0,20__3
LECO,Industrial Products,Manufacturing - Tools & Related Products,10,10,3,14878.35,17375.67,17937.57,17993.76,17999.38,17999.94,0.0,10__0
LEG,Consumer Discretionary,Furniture,6,10,3,13856.25,16269.65,16812.67,16866.97,16872.4,16872.94,0.0,10__0
LEGH,Finance,Real Estate - Operations,1,0,3,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,2.0,0__2
LEGN,Medical,Medical - Biomedical and Genetics,172,20,2,16503.75,37629.5,152045.0,168204.5,169820.45,169982.05,0.0,20__0
LEN,Construction,Building Products - Home Builders,3792,35,2,24000.0,77043.2,407055.07,2553791.15,3585379.11,3688537.91,2.0,35__2
LESL,Consumer Staples,Consumer Products - Staples,12,10,3,20135.0,22027.0,22452.7,22495.27,22499.53,22499.95,0.0,10__0
LEU,Basic Materials,Mining - Non Ferrous,2373,35,2,21110.0,64164.8,110265.93,208427.06,229642.71,231764.27,0.0,35__0
LEVI,Retail-Wholesale,Retail - Apparel and Shoes,143,20,2,29860.0,95800.0,443200.0,494320.0,499432.0,499943.2,3.0,20__3
LFCR,Medical,Medical - Biomedical and Genetics,2,5,3,3630.5,3638.1,3639.81,3639.98,3640.0,3640.0,0.0,5__0
LFMD,Medical,Medical Services,113,20,2,28650.0,40301.2,119962.0,128996.2,129899.62,129989.96,0.0,20__0
LFST,Medical,Medical - Outpatient and Home Healthcare,6,10,3,110702.5,137940.5,144069.05,144681.91,144743.19,144749.32,2.0,10__2
LFUS,Computer and Technology,Electronics - Miscellaneous Components,4,5,3,19773.6,20274.72,20387.47,20398.75,20399.87,20399.99,3.0,5__3
LFVN,Medical,Medical - Dental Supplies,5,5,3,4726.4,4945.28,4994.53,4999.45,4999.95,4999.99,0.0,5__0
LFWD,Computer and Technology,Internet - Software,2,5,3,11570.25,11902.05,11976.71,11984.17,11984.92,11984.99,0.0,5__0
LGIH,Finance,Real Estate - Development,24,15,3,44376.0,49524.6,49934.46,49975.45,49979.54,49979.95,0.0,15__0
LGND,Medical,Medical - Biomedical and Genetics,6,10,3,6950.0,7470.0,7587.0,7598.7,7599.87,7599.99,0.0,10__0
LH,Medical,Medical Services,111,20,2,48100.0,256830.0,474007.0,497400.7,499740.07,499974.01,3.0,20__3
LHX,Aerospace,Aerospace - Defense,292,25,2,25861.0,197129.82,742382.65,885291.26,899582.13,901011.21,2.0,25__2
LI,Auto-Tires-Trucks,Automotive - Foreign,2595,35,2,22100.0,52207.5,109085.67,226065.32,240586.53,242038.65,0.0,35__0
LIF,Industrial Products,Security and Safety Services,15,10,3,37900.2,73210.44,81155.24,81949.72,82029.17,82037.12,0.0,10__0
LII,Construction,Building Products - Air Conditioner and Heating,310,25,2,32066.4,96040.0,315146.25,345389.63,348413.96,348716.4,0.0,25__0
LILA,Computer and Technology,Wireless National,1,0,3,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,2.0,0__2
LIN,Basic Materials,Chemical - Specialty,602,30,2,18890.0,35994.6,57187.0,64218.7,64921.87,64992.19,2.0,30__2
LINC,Consumer Discretionary,Schools,4,5,3,6707.5,7061.5,7141.15,7149.12,7149.91,7149.99,0.0,5__0
LINE,Finance,REIT and Equity Trust - Other,29,15,3,15580.0,28826.4,32132.64,32463.26,32496.33,32499.63,0.0,15__0
LION,Consumer Discretionary,Media Conglomerates,2,5,3,3347.0,3357.4,3359.74,3359.97,3360.0,3360.0,0.0,5__0
LITE,Computer and Technology,Communication - Components,899,30,2,33243.0,127295.7,400980.0,1201098.0,1281109.8,1289110.98,0.0,30__0
LITM,Oils-Energy,Alternative Energy - Other,33,15,3,8368.0,9686.8,9833.68,9848.37,9849.84,9849.98,0.0,15__0
LIVN,Medical,Medical - Instruments,17,10,3,8727.0,9725.4,9950.04,9972.5,9974.75,9974.98,0.0,10__0
LKQ,Auto-Tires-Trucks,Automotive - Replacement Parts,75,20,2,48375.0,190698.4,423025.84,446258.58,448581.86,448814.19,3.0,20__3
LLY,Medical,Large Cap Pharmaceuticals,85425,50,1,25981.2,70000.0,272592.0,821873.28,3074121.6,4638662.16,1.0,50__1
LLYVA,Utilities,Diversified Communication Services,4,5,3,12238.0,12847.6,12984.76,12998.48,12999.85,12999.98,0.0,5__0
LMAT,Medical,Medical - Products,2,5,3,45017.5,46703.5,47082.85,47120.79,47124.58,47124.96,1.0,5__1
LMB,Business Services,Building Products - Maintenance Service,17,10,3,8198.4,11873.28,12700.13,12782.81,12791.08,12791.91,0.0,10__0
LMND,Finance,Insurance - Multi line,3527,35,2,24150.0,59124.2,142350.09,177791.58,188779.16,189877.92,0.0,35__0
LMNR,Consumer Staples,Agriculture - Operations,10,10,3,6445.05,6809.01,6890.9,6899.09,6899.91,6899.99,0.0,10__0
LMT,Aerospace,Aerospace - Defense,7543,40,2,20159.0,47511.6,188796.84,768231.15,1880113.51,1991301.75,3.0,40__3
LNC,Finance,Insurance - Life Insurance,202,25,2,19237.5,39785.76,96981.63,108698.16,109869.82,109986.98,0.0,25__0
LNG,Oils-Energy,Oil and Gas - Exploration and Production - United States,2454,35,2,40000.0,205118.7,626928.66,857747.06,898357.71,902418.77,1.0,35__1
LNN,Industrial Products,Manufacturing - Farm Equipment,25,15,3,9950.0,12720.0,13152.0,13195.2,13199.52,13199.95,0.0,15__0
LNSR,Medical,Medical - Instruments,2,5,3,26680.0,27416.0,27581.6,27598.16,27599.82,27599.98,3.0,5__3
LNT,Utilities,Utility - Electric Power,12,10,3,88370.0,129994.0,139359.4,140295.94,140389.59,140398.96,2.0,10__2
LNTH,Medical,Medical - Products,453,25,2,33644.0,402300.0,913338.0,1083583.8,1100608.38,1102310.84,2.0,25__2
LNW,Consumer Discretionary,Gaming,29,15,3,13040.0,15584.0,16138.4,16193.84,16199.38,16199.94,0.0,15__0
LNZA,Business Services,Technology Services,3,5,3,12829.5,12969.9,13001.49,13004.65,13004.96,13005.0,0.0,5__0
LOAR,Aerospace,Aerospace - Defense Equipment,35,15,3,64493.0,141715.9,171739.09,174741.41,175041.64,175071.66,0.0,15__0
LODE,Basic Materials,Mining - Gold,53,15,3,9780.0,19893.6,24489.36,24948.94,24994.89,24999.49,0.0,15__0
LOGC,Retail-Wholesale,Internet - Commerce,12,10,3,112862.25,124172.45,126717.25,126971.72,126997.17,126999.72,2.0,10__2
LOGI,Computer and Technology,Computer - Peripheral Equipment,329,25,2,24552.0,96100.0,185227.2,222710.22,226458.52,226833.35,0.0,25__0
LOMA,Construction,Building Products - Home Builders,9,10,3,18318.0,23663.6,24866.36,24986.64,24998.66,24999.87,0.0,10__0
LOPE,Consumer Discretionary,Schools,14,10,3,33357.5,68431.5,76323.15,77112.31,77191.23,77199.12,0.0,10__0
LOVE,Retail-Wholesale,Retail - Home Furnishings,124,20,2,19201.7,27172.25,50008.2,52849.32,53133.43,53161.84,0.0,20__0
LOW,Retail-Wholesale,Retail - Home Furnishings,3192,35,2,20527.1,52388.1,236967.26,574382.5,696438.25,708643.82,0.0,35__0
LPG,Transportation,Transportation - Shipping,24,15,3,11917.0,16991.3,18169.13,18286.91,18298.69,18299.87,0.0,15__0
LPLA,Finance,Financial - Investment Bank,300,25,2,117459.0,287055.0,908446.92,995344.69,1004034.47,1004903.45,2.0,25__2
LPRO,Finance,Financial - Consumer Loans,3,5,3,6403.9,6529.58,6557.86,6560.69,6560.97,6561.0,0.0,5__0
LPSN,Computer and Technology,Internet - Services,26,15,3,7635.0,9015.0,9415.5,9455.55,9459.56,9459.96,0.0,15__0
LPTX,Medical,Medical - Biomedical and Genetics,3,5,3,4400.0,4480.0,4498.0,4499.8,4499.98,4500.0,0.0,5__0
LPX,Construction,Building Products - Wood,112,20,2,17674.8,31432.4,40072.12,40979.21,41069.92,41078.99,0.0,20__0
LQDA,Medical,Medical - Biomedical and Genetics,214,25,2,35336.0,83526.0,256343.4,281877.84,284431.28,284686.63,0.0,25__0
LQDT,Business Services,Auction and Valuation Services,24,15,3,17122.5,24843.5,26820.35,27018.04,27037.8,27039.78,0.0,15__0
LRCX,Computer and Technology,Electronics - Semiconductors,13470,40,2,24186.35,60140.6,156918.68,284378.85,331418.87,336380.69,3.0,40__3
LRMR,Medical,Medical - Drugs,6,10,3,8235.0,8847.0,8984.7,8998.47,8999.85,8999.98,0.0,10__0
LRN,Consumer Discretionary,Schools,664,30,2,23691.0,59468.5,270597.75,381434.78,392518.48,393626.85,2.0,30__2
LSCC,Computer and Technology,Electronics - Semiconductors,363,25,2,19036.8,35841.5,658226.09,961075.11,991360.01,994388.5,0.0,25__0
LSEA,Finance,Real Estate - Development,1,0,3,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,2.0,0__2
LSPD,Computer and Technology,Internet - Software,43,15,3,62950.0,165520.0,182152.0,183815.2,183981.52,183998.15,0.0,15__0
LSTR,Transportation,Transportation - Truck,28,15,3,38287.5,336846.4,432996.64,442611.66,443573.17,443669.32,1.0,15__1
LTBR,Oils-Energy,Alternative Energy - Other,609,30,2,17418.0,28063.6,53200.87,58366.99,58883.6,58935.26,2.0,30__2
LTH,Consumer Discretionary,Leisure and Recreation Services,58,20,2,15000.0,24675.0,36217.5,37371.75,37487.18,37498.72,0.0,20__0
LTRX,Computer and Technology,Computer - Networking,2,5,3,4919.25,4931.85,4934.68,4934.97,4935.0,4935.0,0.0,5__0
LU,Finance,Financial - Miscellaneous Services,27,15,3,20228.3,22263.4,22476.34,22497.63,22499.76,22499.98,0.0,15__0
LUCK,Consumer Discretionary,Leisure and Recreation Services,18,15,3,9129.5,10033.9,10237.39,10257.74,10259.77,10259.98,0.0,15__0
LULU,Consumer Discretionary,Textile - Apparel,25563,45,1,25548.6,66428.0,199238.0,850377.98,2143549.28,2244484.93,1.0,45__1
LUMN,Utilities,Diversified Communication Services,538,25,2,17262.85,53498.94,267780.0,296778.0,299677.8,299967.78,0.0,25__0
LUNR,Aerospace,Aerospace - Defense,7160,40,2,20160.25,44624.12,150758.28,359925.8,575992.58,597599.26,3.0,40__3
LUV,Transportation,Transportation - Airline,1825,35,2,39620.0,122194.56,398926.4,463108.2,469310.82,469931.08,1.0,35__1
LVS,Consumer Discretionary,Gaming,2236,35,2,24897.0,131315.8,342500.0,547668.93,599086.89,604228.69,0.0,35__0
LVWR,Auto-Tires-Trucks,Automotive - Domestic,11,10,3,9450.0,9570.0,9597.0,9599.7,9599.97,9600.0,0.0,10__0
LW,Consumer Staples,Food - Miscellaneous,1163,30,2,26576.0,124145.0,440280.0,1598940.0,1734894.0,1748489.4,0.0,30__0
LWLG,Basic Materials,Chemical - Plastic,2,5,3,3652.0,3658.4,3659.84,3659.98,3660.0,3660.0,0.0,5__0
LX,Finance,Financial - Consumer Loans,102,20,2,17196.9,30469.75,68350.43,72175.04,72557.5,72595.75,0.0,20__0
LXEO,Medical,Medical - Drugs,1,0,3,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,2.0,0__2
LXRX,Medical,Medical - Biomedical and Genetics,11,10,3,10685.0,12537.0,12953.7,12995.37,12999.54,12999.95,0.0,10__0
LXU,Basic Materials,Chemical - Diversified ,3,5,3,5901.0,5972.2,5988.22,5989.82,5989.98,5990.0,0.0,5__0
LYB,Basic Materials,Chemical - Diversified ,226,25,2,22780.0,58495.5,62301.88,62772.69,62819.77,62824.48,0.0,25__0
LYFT,Computer and Technology,Internet - Services,3175,35,2,21203.0,60098.6,178853.83,485427.25,489107.13,489475.11,0.0,35__0
LYV,Consumer Discretionary,Film and Television Production and Distribution,1267,30,2,27862.0,90218.8,886293.36,1504978.65,1579580.87,1587041.09,0.0,30__0
LZ,Industrial Products,Industrial Services,29,15,3,29788.0,49384.8,52746.48,53082.65,53116.26,53119.63,0.0,15__0
LZB,Consumer Discretionary,Furniture,2,5,3,12269.5,12593.9,12666.89,12674.19,12674.92,12674.99,0.0,5__0
M,Retail-Wholesale,Retail - Regional Department Stores,1069,30,2,25189.2,70085.6,346649.83,443055.98,452050.6,452950.06,2.0,30__2
MA,Business Services,Financial Transaction Services,5777,40,2,23185.2,66392.4,205293.02,422202.55,431470.25,432397.03,3.0,40__3
MAA,Finance,REIT and Equity Trust - Residential,17,10,3,12618.2,25463.64,28353.86,28642.89,28671.79,28674.68,0.0,10__0
MAC,Finance,REIT and Equity Trust - Retail,39,15,3,19950.0,46456.8,58645.68,59864.57,59986.46,59998.65,0.0,15__0
MAG,Basic Materials,Mining - Silver,17,10,3,8200.0,8840.0,8984.0,8998.4,8999.84,8999.98,0.0,10__0
MAGN,Construction,Engineering - R and D Services,6,10,3,125750.0,130750.0,131875.0,131987.5,131998.75,131999.88,2.0,10__2
MAIN,Finance,Financial - SBIC & Commercial Industry,85,20,2,16048.0,24298.2,50489.82,53108.98,53370.9,53397.09,0.0,20__0
MAMA,Consumer Staples,Food - Miscellaneous,7,10,3,8990.0,10358.0,10665.8,10696.58,10699.66,10699.97,0.0,10__0
MAN,Business Services,Staffing Firms,15,10,3,51512.5,114302.5,128430.25,129843.02,129984.3,129998.43,2.0,10__2
MANH,Computer and Technology,Computer - Software,241,25,2,25884.0,57088.0,507605.6,611784.56,622202.46,623244.25,0.0,25__0
MANU,Consumer Discretionary,Leisure and Recreation Services,2,5,3,6900.0,6980.0,6998.0,6999.8,6999.98,7000.0,0.0,5__0
MAPS,Business Services,Technology Services,1,0,3,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0,2.0,0__2
MAR,Consumer Discretionary,Hotels and Motels,1629,30,2,26952.0,111413.04,684887.72,882537.27,909053.73,911705.37,0.0,30__0
MARA,Finance,Financial - Miscellaneous Services,42231,45,1,22968.0,68846.7,409131.88,1013459.19,1170118.86,1237579.39,1.0,45__1
MAS,Construction,Building Products - Miscellaneous,81,20,2,38535.0,93182.4,126318.24,129631.82,129963.18,129996.32,0.0,20__0
MASI,Medical,Medical - Instruments,151,20,2,30360.0,159500.0,214950.0,221295.0,221929.5,221992.95,3.0,20__3
MASS,Medical,Medical - Instruments,4,5,3,4314.0,4414.8,4437.48,4439.75,4439.97,4440.0,0.0,5__0
MAT,Consumer Discretionary,Toys - Games - Hobbies,109,20,2,19473.0,42576.64,272310.53,297231.05,299723.11,299972.31,3.0,20__3
MATV,Basic Materials,Chemical - Specialty,13,10,3,156972.4,207394.48,218739.45,219873.94,219987.39,219998.74,2.0,10__2
MATW,Consumer Staples,Funeral Services,2,5,3,58912.5,61182.5,61693.25,61744.33,61749.43,61749.94,1.0,5__1
MATX,Transportation,Transportation - Services,72,20,2,189779.25,537686.19,543763.72,544371.47,544432.25,544438.32,1.0,20__1
MAX,Business Services,Technology Services,56,15,3,13610.0,17051.25,17905.13,17990.51,17999.05,17999.91,0.0,15__0
MAXN,Oils-Energy,Solar,39,15,3,7020.0,8812.0,9701.2,9790.12,9799.01,9799.9,0.0,15__0
MBC,Consumer Discretionary,Furniture,1,0,3,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2.0,0__2
MBI,Finance,Insurance - Multi line,4,5,3,14181.75,14836.35,14983.63,14998.36,14999.84,14999.98,3.0,5__3
MBIN,Finance,Banks - Northeast,1,0,3,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,0.0,0__0
MBLY,Auto-Tires-Trucks,Automotive - Original Equipment,2998,35,2,16403.75,39206.36,203467.01,515566.49,600520.65,609016.06,0.0,35__0
MBOT,Medical,Medical - Instruments,8,10,3,8118.0,8599.6,8707.96,8718.8,8719.88,8719.99,0.0,10__0
MBUU,Consumer Discretionary,Leisure and Recreation Products,6,10,3,29722.5,35824.5,37197.45,37334.75,37348.47,37349.85,0.0,10__0
MC,Finance,Financial - Investment Bank,30,15,3,58602.95,80282.52,87228.25,87922.83,87992.28,87999.23,0.0,15__0
MCD,Retail-Wholesale,Retail - Restaurants,10400,40,2,20865.75,54990.1,312244.4,651791.82,659208.84,659920.88,3.0,40__3
MCFT,Consumer Discretionary,Leisure and Recreation Products,3,5,3,52521.5,56776.3,57733.63,57829.36,57838.94,57839.89,1.0,5__1
MCHP,Computer and Technology,Semiconductor - Analog and Mixed,2179,35,2,27990.1,90264.0,348304.0,555351.0,595535.1,599553.51,0.0,35__0
MCK,Medical,Medical - Dental Supplies,3115,35,2,24927.0,82788.8,266415.36,437544.0,448754.4,449875.44,0.0,35__0
MCO,Finance,Financial - Miscellaneous Services,434,25,2,16273.25,40168.35,84563.55,98456.36,99845.64,99984.56,0.0,25__0
MCRB,Medical,Medical - Biomedical and Genetics,16,10,3,21595.0,29659.0,31473.4,31654.84,31672.98,31674.8,0.0,10__0
MCRI,Consumer Discretionary,Gaming,1,0,3,10143.0,10143.0,10143.0,10143.0,10143.0,10143.0,0.0,0__0
MCS,Consumer Discretionary,Leisure and Recreation Services,1,0,3,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2.0,0__2
MCW,Auto-Tires-Trucks,Automotive - Replacement Parts,3,5,3,8523.4,8861.48,8937.55,8945.15,8945.92,8945.99,0.0,5__0
MCY,Finance,Insurance - Property and Casualty,317,25,2,27219.0,132025.6,360396.9,403689.69,408018.97,408451.9,0.0,25__0
MDB,Computer and Technology,Internet - Software,23807,45,1,31095.2,83992.5,464268.0,2646108.7,3981009.63,3981630.96,2.0,45__2
MDGL,Medical,Medical - Drugs,705,30,2,32480.0,94363.2,191752.8,209525.28,211302.53,211480.25,2.0,30__2
MDLZ,Consumer Staples,Food - Miscellaneous,260,25,2,22385.55,50221.75,68892.0,71689.2,71968.92,71996.89,0.0,25__0
MDT,Medical,Medical - Products,1315,30,2,35605.6,170408.0,703145.0,926450.4,945845.04,947784.5,0.0,30__0
MDU,Utilities,Utility - Gas Distribution,20,15,3,15750.0,27150.0,29715.0,29971.5,29997.15,29999.71,0.0,15__0
MDXG,Medical,Medical - Biomedical and Genetics,2,5,3,6111.5,6222.3,6247.23,6249.72,6249.97,6250.0,0.0,5__0
MED,Consumer Staples,Food - Miscellaneous,15,10,3,9952.8,10790.56,10979.06,10997.91,10999.79,10999.98,0.0,10__0
MEDP,Medical,Medical Services,620,30,2,45296.5,140951.2,434522.4,529452.24,538945.22,539894.52,0.0,30__0
MEG,Business Services,Waste Removal Services,11,10,3,9645.0,10233.0,10365.3,10378.53,10379.85,10379.99,0.0,10__0
MEI,Computer and Technology,Electronics - Connectors,2,5,3,22511.75,23302.35,23480.24,23498.02,23499.8,23499.98,3.0,5__3
MELI,Retail-Wholesale,Internet - Commerce,21371,45,1,23730.0,65084.0,284315.5,782088.0,1103159.31,1176815.93,1.0,45__1
MEOH,Basic Materials,Chemical - Diversified ,4,5,3,14520.0,14904.0,14990.4,14999.04,14999.9,14999.99,3.0,5__3
MERC,Basic Materials,Paper and Related Products,3,5,3,43155.0,46591.0,47364.1,47441.41,47449.14,47449.91,1.0,5__1
MESO,Medical,Medical - Biomedical and Genetics,105,20,2,16240.0,29792.0,38064.0,38906.4,38990.64,38999.06,0.0,20__0
MET,Finance,Insurance - Multi line,214,25,2,25567.5,38056.06,61414.15,64641.41,64964.14,64996.41,0.0,25__0
META,Computer and Technology,Internet - Software,655793,60,1,28720.0,79200.0,315187.2,1175353.87,3735454.44,6383552.95,0.0,60__0
METC,Oils-Energy,Coal,43,15,3,29820.0,46664.8,51034.48,51471.45,51515.14,51519.51,0.0,15__0
MFC,Finance,Insurance - Life Insurance,17,10,3,11660.0,12972.0,13267.2,13296.72,13299.67,13299.97,0.0,10__0
MG,Computer and Technology,Electronics - Miscellaneous Products,7,10,3,10710.0,10710.0,10710.0,10710.0,10710.0,10710.0,0.0,10__0
MGA,Auto-Tires-Trucks,Automotive - Original Equipment,149,20,2,21608.0,127800.0,1586472.0,1811047.2,1833504.72,1835750.47,2.0,20__2
MGIC,Computer and Technology,Computer - Software,1,0,3,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,2.0,0__2
MGM,Consumer Discretionary,Gaming,1328,30,2,19336.5,51377.51,507518.58,590047.5,599004.75,599900.48,2.0,30__2
MGNI,Computer and Technology,Internet - Software,200,25,2,22515.8,75030.0,84728.4,86232.84,86383.28,86398.33,0.0,25__0
MGNX,Medical,Medical - Products,5,5,3,6728.0,6945.6,6994.56,6999.46,6999.95,6999.99,0.0,5__0
MGPI,Consumer Staples,Beverages - Alcohol,11,10,3,65407.5,99733.5,107456.85,108229.19,108306.42,108314.14,2.0,10__2
MGTX,Medical,Medical - Biomedical and Genetics,1,0,3,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,2.0,0__2
MGY,Oils-Energy,Oil and Gas - Exploration and Production - United States,4,5,3,18865.0,19213.0,19291.3,19299.13,19299.91,19299.99,3.0,5__3
MHK,Consumer Discretionary,Textile - Home Furnishing,158,20,2,21124.95,105335.5,202503.25,209250.32,209925.03,209992.5,0.0,20__0
MHO,Construction,Building Products - Home Builders,92,20,2,12226.8,75212.34,79328.63,79740.26,79781.43,79785.54,0.0,20__0
MIDD,Industrial Products,Manufacturing - General Industrial ,124,20,2,22500.0,49947.0,76056.22,79029.62,79326.96,79356.7,0.0,20__0
MIR,Business Services,Technology Services,193,25,2,21557.0,35704.8,39549.44,39990.94,40035.09,40039.51,0.0,25__0
MIRM,Medical,Medical - Biomedical and Genetics,14,10,3,46958.0,56879.6,59111.96,59335.2,59357.52,59359.75,0.0,10__0
MIST,Medical,Medical - Biomedical and Genetics,33,15,3,14080.0,18010.0,19306.0,19435.6,19448.56,19449.86,0.0,15__0
MITK,Computer and Technology,Computer - Optical Imaging,11,10,3,11182.5,14200.5,14879.55,14947.46,14954.25,14954.92,0.0,10__0
MKC,Consumer Staples,Food - Miscellaneous,117,20,2,22294.8,215732.0,302152.8,311465.28,312396.53,312489.65,3.0,20__3
MKL,Conglomerates,Diversified Operations,131,20,2,12435.5,37393.8,46539.3,47403.93,47490.39,47499.04,0.0,20__0
MKSI,Computer and Technology,Electronics - Miscellaneous Products,70,20,2,47514.75,187588.8,381638.88,401043.89,402984.39,403178.44,3.0,20__3
MKTW,Business Services,Technology Services,1,0,3,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,2.0,0__2
MKTX,Finance,Financial - Investment Bank,235,25,2,38700.8,204228.0,273411.53,275718.65,275949.37,275972.44,0.0,25__0
MLCO,Consumer Discretionary,Gaming,64,20,2,53970.0,148201.9,290445.19,304669.52,306091.95,306234.2,3.0,20__3
MLGO,Business Services,Technology Services,125,20,2,15200.0,17739.6,67800.6,74145.06,74779.51,74842.95,0.0,20__0
MLI,Industrial Products,Metal Products - Procurement and Fabrication,13,10,3,8415.0,9483.0,9723.3,9747.33,9749.73,9749.97,0.0,10__0
MLKN,Consumer Discretionary,Furniture,16,10,3,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0,0.0,10__0
MLM,Construction,Building Products - Concrete and Aggregates,88,20,2,24127.95,48631.1,77187.11,80042.71,80328.27,80356.83,0.0,20__0
MLR,Auto-Tires-Trucks,Automotive - Original Equipment,3,5,3,10661.0,11196.2,11316.62,11328.66,11329.87,11329.99,0.0,5__0
MLTX,Medical,Medical - Biomedical and Genetics,18,15,3,12043.75,21308.75,23393.38,23601.84,23622.68,23624.77,0.0,15__0
