trade_volume_bin_rank,security,sector,industry,min_dte,max_dte,qualifying_trades,trade_volume_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
2,MP,Basic Materials,Mining - Miscellaneous,1,30,1248,30,3002.0000000000005,3750.0,7870.0,4120.0,14050.0,13500.0,23519.5,109135.14,286760.8,411828.33,426166.83,427600.68
3,MPAA,Auto-Tires-Trucks,Automotive - Replacement Parts,14,24,6,10,3640.0,3820.0,6660.0,2840.0,10920.0,8000.0,8500.0,8900.0,8990.0,8999.0,8999.9,8999.99
2,MPC,Oils-Energy,Oil and Gas - Refining and Marketing,1,30,1149,30,3002.0000000000005,3660.0,7171.0,3511.0,12437.5,12294.4,18658.8,46083.2,119681.35,134254.49,134925.45,134992.54
2,MPLX,Oils-Energy,Oil and Gas - Production and Pipelines,3,30,84,20,3015.0,3812.0,10800.0,6988.0,21282.0,22995.9,31522.2,71597.5,196159.75,208615.97,209861.6,209986.16
2,MPW,Finance,REIT and Equity Trust - Other,1,30,969,30,3002.0,3636.0,7740.0,4104.0,13896.0,14995.2,26654.0,112524.24,313676.74,686025.87,723260.79,726984.28
2,MPWR,Computer and Technology,Semiconductor - Analog and Mixed,1,30,3896,35,3004.0,3840.0,9800.0,5960.0,18740.0,20435.0,31652.5,68620.0,193213.5,372677.4,379267.74,379926.77
2,MQ,Business Services,Financial Transaction Services,7,30,78,20,3045.0,4100.0,6652.5,2552.5,10481.25,13588.2,20547.5,180668.0,271866.8,280986.68,281898.67,281989.87
3,MRC,Industrial Products,Steel - Pipe and Tube,9,15,2,5,4920.0,6570.0,9870.0,3300.0,14820.0,10860.0,11190.0,11454.0,11513.4,11519.34,11519.93,11519.99
3,MRCY,Aerospace,Aerospace - Defense Equipment,14,30,16,10,3079.9999999999995,4135.0,22440.0,18305.0,49897.5,48840.0,59225.0,71765.0,74586.5,74868.65,74896.87,74899.69
3,MREO,Medical,Medical - Biomedical and Genetics,7,28,6,10,3136.0,3195.0,5355.0,2160.0,8595.0,6015.0,6202.5,6352.5,6386.25,6389.63,6389.96,6390.0
2,MRK,Medical,Large Cap Pharmaceuticals,1,30,5592,35,3002.0000000000005,3795.0,8100.0,4305.0,14557.5,15744.1,26400.0,97367.55,1418843.8,2524832.4,2744223.24,2766162.32
2,MRNA,Medical,Medical - Biomedical and Genetics,1,30,11920,40,3002.0,3750.0,8712.0,4962.0,16155.0,17011.4,29700.0,216695.12,1230212.76,2562383.49,3412262.47,3505027.75
3,MRP,Finance,Real Estate - Operations,8,30,5,5,3190.0,3780.0,23380.0,19600.0,52780.0,43552.0,50276.0,55655.2,56865.52,56986.55,56998.66,56999.87
3,MRSN,Medical,Medical - Biomedical and Genetics,11,29,4,5,3325.0,3955.0,9483.75,5528.75,17776.875,12838.5,13956.75,14851.35,15052.63,15072.76,15074.78,15074.98
3,MRTN,Transportation,Transportation - Truck,7,7,2,5,3660.0,3660.0,3660.0,0.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0
2,MRUS,Medical,Medical - Biomedical and Genetics,7,30,195,25,3010.0,3750.0,8050.0,4300.0,14500.0,17208.0,51075.0,199356.1,1548731.79,1729873.18,1747987.32,1749798.73
3,MRVI,Medical,Medical - Products,3,30,22,15,3079.9999999999995,3605.0,9840.0,6235.0,19192.5,15253.0,23379.5,38842.65,42440.26,42800.03,42836.0,42839.6
1,MRVL,Computer and Technology,Electronics - Semiconductors,1,30,29027,45,3002.0,3850.0,9100.0,5250.0,16975.0,17692.8,27224.7,74257.0,370064.88,1856000.0,2150222.66,2213022.27
3,MRX,Finance,Financial - Miscellaneous Services,3,25,12,10,3800.0,4702.5,7850.0,3147.5,12571.25,10700.0,13330.0,15706.0,16240.6,16294.06,16299.41,16299.94
2,MS,Finance,Financial - Investment Bank,1,30,5774,40,3002.0000000000005,3682.25,7932.75,4250.5,14308.5,15229.2,24500.0,65216.0,269521.5,782438.2,920643.82,934464.38
2,MSCI,Finance,Financial - Investment Management,2,30,607,30,3004.0,3650.0,6435.0,2785.0,10612.5,10826.4,17094.0,44844.16,141822.0,176182.2,179618.22,179961.82
1,MSFT,Computer and Technology,Computer - Software,1,30,237443,55,3002.0,3816.0,8700.0,4884.0,16026.0,16250.0,25080.0,63708.12,228000.0,930159.62,3522453.76,4826784.74
3,MSGE,Consumer Discretionary,Media Conglomerates,23,29,2,5,3240.0,3255.0,3285.0,30.0,3330.0,3294.0,3297.0,3299.4,3299.94,3299.99,3300.0,3300.0
3,MSGS,Consumer Discretionary,Leisure and Recreation Services,9,30,47,15,3060.0,4400.0,8190.0,3790.0,13875.0,9582.0,11710.0,18387.2,22229.12,22613.31,22651.73,22655.57
2,MSI,Computer and Technology,Wireless Equipment,1,30,235,25,3010.0,3750.0,8865.0,5115.0,16537.5,13300.0,19810.0,42705.14,92427.86,97631.79,98152.18,98204.22
2,MSM,Industrial Products,Industrial Services,7,30,139,20,3010.0,3940.0,9995.0,6055.0,19077.5,24700.0,68828.0,391079.0,608591.76,629641.18,631746.12,631956.61
1,MSTR,Computer and Technology,Computer - Software,1,30,925361,60,3001.0,3990.0,10330.0,6340.0,19840.0,20970.0,34983.0,109060.0,704040.96,5715776.32,22960021.55,48237773.41
2,MT,Basic Materials,Steel - Producers,1,30,420,25,3010.0,3641.25,8617.5,4976.25,16081.875,14820.0,25594.0,44729.25,79574.1,83759.91,84178.49,84220.35
2,MTB,Finance,Banks - Major Regional,2,30,138,20,3018.0,3905.0,7635.0,3730.0,13230.0,17280.0,27280.0,52114.38,122270.71,131891.07,132853.11,132949.31
2,MTCH,Computer and Technology,Internet - Software,1,30,1521,30,3007.0,3990.0,9988.0,5998.0,18985.0,17777.0,32571.0,131382.8,412760.0,1242682.54,1374951.45,1388178.35
2,MTD,Medical,Medical - Instruments,3,30,163,20,3032.0,3590.0,5860.0,2270.0,9265.0,9198.0,15975.0,117120.0,143564.4,145576.44,145777.64,145797.76
2,MTDR,Oils-Energy,Oil and Gas - Exploration and Production - United States,2,30,211,25,3024.0,3892.5,9689.5,5797.0,18385.0,15000.0,18275.0,41590.0,82650.0,89265.0,89926.5,89992.65
3,MTG,Finance,Insurance - Multi line,30,30,1,0,10980.0,10980.0,10980.0,0.0,10980.0,10980.0,10980.0,10980.0,10980.0,10980.0,10980.0,10980.0
3,MTH,Construction,Building Products - Home Builders,10,30,40,15,3010.0,3993.75,7630.0,3636.25,13084.375,9312.0,10633.0,37281.84,51161.78,52549.78,52688.58,52702.46
3,MTLS,Computer and Technology,Internet - Software,30,30,1,0,5130.0,5130.0,5130.0,0.0,5130.0,5130.0,5130.0,5130.0,5130.0,5130.0,5130.0,5130.0
2,MTN,Consumer Discretionary,Leisure and Recreation Services,4,30,652,30,3003.0,3703.75,7942.5,4238.75,14300.625,15000.0,25716.75,69738.9,320557.48,334923.75,336360.37,336504.04
2,MTSI,Computer and Technology,Semiconductor - Analog and Mixed,7,30,154,20,3045.0,3870.0,8998.75,5128.75,16691.875,19165.0,51387.0,242820.65,424296.59,448552.86,450978.49,451221.05
3,MTSR,Medical,Medical - Biomedical and Genetics,10,28,3,5,3800.0,5440.0,15440.0,10000.0,30440.0,20456.0,22128.0,23465.6,23766.56,23796.66,23799.67,23799.97
3,MTW,Industrial Products,Manufacturing - Construction and Mining,15,16,6,10,3150.0,3926.25,6421.25,2495.0,10163.75,8880.0,10080.0,11040.0,11256.0,11277.6,11279.76,11279.98
2,MTZ,Construction,Building Products - Heavy Construction,2,30,769,30,3010.0,3636.0,8525.0,4889.0,15858.5,18458.0,38298.0,141960.0,1583040.0,2426304.0,2510630.4,2519063.04
1,MU,Computer and Technology,Computer - Integrated Systems,1,30,85254,50,3002.0,3840.0,9150.0,5310.0,17115.0,17500.0,28400.0,82500.0,313735.0,1399804.9,4730803.66,7689503.57
3,MUR,Oils-Energy,Oil and Gas - Exploration and Production - United States,7,30,33,15,3060.0,4000.0,6100.0,2100.0,9250.0,10260.0,20400.0,57611.4,69305.64,70475.06,70592.01,70603.7
3,MURA,Medical,Medical - Drugs,14,25,5,5,3060.0,3860.0,18500.0,14640.0,40460.0,19580.0,19940.0,20228.0,20292.8,20299.28,20299.93,20299.99
2,MUSA,Retail-Wholesale,Retail - Convenience Stores,2,30,113,20,3086.9999999999995,4380.0,14000.0,9620.0,28430.0,39400.0,95040.0,130734.0,267771.6,283277.16,284827.72,284982.77
3,MUX,Basic Materials,Mining - Miscellaneous,4,29,25,15,3060.0,3940.0,8472.0,4532.0,15270.0,13200.0,14000.0,15900.0,16440.0,16494.0,16499.4,16499.94
2,MVIS,Computer and Technology,Lasers Systems and Components,1,30,81,20,3010.0,3600.0,6510.0,2910.0,10875.0,9320.0,10000.0,19140.8,24414.08,24941.41,24994.14,24999.41
2,MVST,Business Services,Technology Services,2,30,176,20,3029.9999999999995,3836.25,7237.5,3401.25,12339.375,10578.0,13362.5,22380.0,28866.0,29886.6,29988.66,29998.87
3,MWA,Industrial Products,Steel - Pipe and Tube,16,16,1,0,8400.0,8400.0,8400.0,0.0,8400.0,8400.0,8400.0,8400.0,8400.0,8400.0,8400.0,8400.0
2,MXL,Computer and Technology,Semiconductor - Analog and Mixed,4,30,88,20,3102.0000000000005,4117.5,13800.0,9682.5,28323.75,24000.0,32062.5,43952.03,66135.2,68353.52,68575.35,68597.54
3,MYGN,Medical,Medical - Biomedical and Genetics,15,30,21,15,3050.0,3350.0,7050.0,3700.0,12600.0,7800.0,21280.0,22256.0,22475.6,22497.56,22499.76,22499.98
3,MYO,Medical,Medical - Products,8,9,2,5,3500.0,3762.5,4287.5,525.0,5075.0,4445.0,4497.5,4539.5,4548.95,4549.9,4549.99,4550.0
3,MYRG,Utilities,Electric Construction,15,16,21,15,8470.0,9415.0,18760.0,9345.0,32777.5,20217.0,20217.0,69843.4,81009.34,82125.93,82237.59,82248.76
3,NA,Computer and Technology,Electronics - Semiconductors,15,15,1,0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
3,NAGE,Medical,Medical - Biomedical and Genetics,4,23,5,5,3079.9999999999995,3250.0,4725.0,1475.0,6937.5,4890.0,4945.0,4989.0,4998.9,4999.89,4999.99,5000.0
3,NAK,Basic Materials,Mining - Gold,10,29,14,10,3040.0,4670.0,7425.0,2755.0,11557.5,10005.3,13149.0,17173.8,18079.38,18169.94,18178.99,18179.9
3,NAMS,Medical,Medical - Drugs,1,30,25,15,3250.0,4100.0,50000.0,45900.0,118850.0,234000.0,378000.0,468400.0,487840.0,489784.0,489978.4,489997.84
3,NAT,Transportation,Transportation - Shipping,30,30,1,0,4490.000000000001,4490.0,4490.0,0.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0
3,NATL,Computer and Technology,Internet - Software,17,24,5,5,3125.0,3150.0,5561.0,2411.0,9177.5,8824.4,9912.2,10782.44,10978.24,10997.82,10999.78,10999.98
3,NAVI,Finance,Financial - Consumer Loans,24,24,1,0,7920.0,7920.0,7920.0,0.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0
3,NB,Basic Materials,Mining - Miscellaneous,10,30,7,10,3025.0000000000005,3783.0,5125.0,1342.0,7138.0,8218.0,10444.0,12224.8,12625.48,12665.55,12669.55,12669.96
2,NBIS,Computer and Technology,Internet - Software and Services,1,30,14488,40,3002.0000000000005,3960.0,9975.0,6015.0,18997.5,19650.0,32864.25,93273.3,247877.64,488966.16,803785.95,850778.6
2,NBIX,Medical,Medical - Drugs,1,30,334,25,3038.0,3896.25,8968.0,5071.75,16575.625,19194.5,27022.0,98038.32,286740.0,352674.0,359267.4,359926.74
2,NBR,Oils-Energy,Oil and Gas - Drilling,2,30,384,25,3010.0,4590.0,14000.0,9410.0,28115.0,28347.0,42000.0,130788.19,188204.19,200260.42,201466.04,201586.6
3,NBTB,Finance,Banks - Northeast,24,30,4,5,3359.9999999999995,3690.0,5100.0,1410.0,7215.0,5280.0,5340.0,5388.0,5398.8,5399.88,5399.99,5400.0
2,NCLH,Consumer Discretionary,Leisure and Recreation Services,1,30,1797,35,3002.0,3724.0,7847.0,4123.0,14031.5,14420.0,25614.8,101440.0,428060.0,459689.6,463568.96,463956.9
2,NCNO,Computer and Technology,Internet - Software,14,30,79,20,3036.0,3850.0,8230.0,4380.0,14800.0,25600.0,54988.2,160620.04,214450.8,219833.88,220372.19,220426.02
2,NDAQ,Finance,Securities and Exchanges,4,30,220,25,3010.0,3765.75,7367.75,3602.0,12770.75,11578.0,20325.65,41319.9,255016.19,284701.62,287670.16,287967.02
3,NDSN,Industrial Products,Manufacturing - General Industrial ,9,30,44,15,3060.0,3150.0,5302.5,2152.5,8531.25,8811.0,16299.5,128356.85,151462.69,153773.27,154004.33,154027.43
2,NE,Oils-Energy,Oil and Gas - Drilling,8,30,100,20,3040.0,3731.25,7171.25,3440.0,12331.25,10712.0,14355.0,25842.0,29584.2,29958.42,29995.84,29999.58
2,NEE,Utilities,Utility - Electric Power,1,30,2955,35,3002.0000000000005,3700.0,8525.5,4825.5,15763.75,15781.2,25359.0,90791.34,480985.32,1013505.8,1152550.58,1166455.06
3,NEGG,Retail-Wholesale,Internet - Commerce,2,3,2,5,3560.0,3817.5,4332.5,515.0,5105.0,4487.0,4538.5,4579.7,4588.97,4589.9,4589.99,4590.0
2,NEM,Basic Materials,Mining - Gold,1,30,4808,35,3002.0,3800.0,8425.0,4625.0,15362.5,15364.5,22587.7,72279.0,291081.76,660193.0,664519.3,664951.93
3,NEO,Medical,Medical - Biomedical and Genetics,11,30,19,15,3150.0,3397.5,6755.0,3357.5,11791.25,14211.0,22589.5,36517.9,39651.79,39965.18,39996.52,39999.65
3,NEOG,Medical,Medical - Products,8,29,6,10,3440.0,3487.5,3825.0,337.5,4331.25,4150.0,4275.0,4375.0,4397.5,4399.75,4399.98,4400.0
2,NEON,Computer and Technology,Computer - Software,2,30,83,20,3100.0,3690.0,6720.0,3030.0,11265.0,10500.0,14817.0,27937.04,28252.9,28284.49,28287.65,28287.96
2,NET,Computer and Technology,Internet - Software,1,30,8240,40,3003.0,3817.5,8280.0,4462.5,14973.75,16200.6,25047.55,73431.43,464736.46,1190480.85,1523048.09,1556304.81
3,NEU,Basic Materials,Chemical - Specialty,23,24,2,5,3120.0000000000005,3190.0,3330.0,140.0,3540.0,3372.0,3386.0,3397.2,3399.72,3399.97,3400.0,3400.0
3,NEXN,Business Services,Advertising and Marketing,4,4,1,0,3750.0,3750.0,3750.0,0.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0
2,NEXT,Oils-Energy,Oil and Gas - Production Pipeline - MLB,3,30,131,20,3050.0,4016.0,10000.0,5984.0,18976.0,19960.0,37032.0,157792.5,273700.05,288806.5,290317.15,290468.22
2,NFE,Oils-Energy,Oil and Gas - Integrated - International,2,30,640,30,3010.0,3750.0,7500.0,3750.0,13125.0,14017.5,19181.5,125703.5,322200.0,437220.0,448722.0,449872.2
1,NFLX,Consumer Discretionary,Broadcast Radio and Television,1,30,301488,55,3001.0,3810.0,9026.25,5216.25,16850.625,17150.0,26891.5,68707.34,240471.82,732213.38,1857119.31,2931433.99
3,NG,Basic Materials,Mining - Gold,18,30,7,10,4000.0,4250.0,6267.5,2017.5,9293.75,9933.0,12466.5,14493.3,14949.33,14994.93,14999.49,14999.95
3,NGD,Basic Materials,Mining - Gold,14,28,27,15,3264.0,3840.0,8325.0,4485.0,15052.5,19550.0,25259.5,35393.9,38139.89,38414.49,38441.95,38444.69
3,NGG,Utilities,Utility - Electric Power,13,30,17,10,3325.0,3600.0,5450.0,1850.0,8225.0,8835.0,12928.0,13257.6,13331.76,13339.18,13339.92,13339.99
3,NGL,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,23,28,2,5,3750.0,4312.5,5437.5,1125.0,7125.0,5775.0,5887.5,5977.5,5997.75,5999.78,5999.98,6000.0
2,NGNE,Medical,Medical - Biomedical and Genetics,4,30,97,20,3025.0,3600.0,6290.0,2690.0,10325.0,24850.0,31404.0,55321.6,95532.16,99553.22,99955.32,99995.53
3,NGS,Oils-Energy,Oil and Gas - Mechanical and and Equipment,4,4,1,0,4235.0,4235.0,4235.0,0.0,4235.0,4235.0,4235.0,4235.0,4235.0,4235.0,4235.0,4235.0
3,NGVC,Retail-Wholesale,Food - Natural Foods Products,8,29,9,10,3275.0,3375.0,6840.0,3465.0,12037.5,9800.0,11400.0,12680.0,12968.0,12996.8,12999.68,12999.97
3,NGVT,Basic Materials,Chemical - Specialty,3,3,1,0,5250.0,5250.0,5250.0,0.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0
3,NI,Utilities,Utility - Electric Power,9,27,4,5,3200.0,3590.0,7548.75,3958.75,13486.875,12154.5,13689.75,14917.95,15194.3,15221.93,15224.69,15224.97
2,NICE,Computer and Technology,Internet - Software,1,30,765,30,3008.0,3990.0,11100.0,7110.0,21765.0,23513.4,42271.6,91930.0,1243070.0,1368557.0,1381105.7,1382360.57
3,NINE,Oils-Energy,Oil and Gas - Field Services,14,30,10,10,3050.0,3376.25,5860.0,2483.75,9585.625,6711.0,7075.5,7367.1,7432.71,7439.27,7439.93,7439.99
2,NIO,Auto-Tires-Trucks,Automotive - Foreign,1,30,5558,35,3002.0,3627.25,7216.0,3588.75,12599.125,11500.0,15060.45,31949.68,255505.0,442467.64,445245.36,445523.14
3,NIU,Auto-Tires-Trucks,Automotive - Original Equipment,11,17,2,5,4000.0,4350.0,5050.0,700.0,6100.0,5260.0,5330.0,5386.0,5398.6,5399.86,5399.99,5400.0
1,NKE,Consumer Discretionary,Shoes and Retail Apparel ,1,30,23297,45,3002.0,3800.0,8550.0,4750.0,15675.0,16468.8,26800.0,77921.04,446822.53,1587882.34,1747063.48,1749637.95
3,NKTR,Medical,Medical - Drugs,4,22,5,5,3500.0,5600.0,6039.0,439.0,6697.5,6615.6,6807.8,6961.56,6996.16,6999.62,6999.96,7000.0
3,NKTX,Medical,Medical - Biomedical and Genetics,24,24,1,0,3140.0,3140.0,3140.0,0.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0
3,NLOP,Finance,REIT and Equity Trust - Other,28,28,1,0,3685.0,3685.0,3685.0,0.0,3685.0,3685.0,3685.0,3685.0,3685.0,3685.0,3685.0,3685.0
2,NLY,Finance,REIT and Equity Trust,1,30,253,25,3008.0,3570.0,6080.0,2510.0,9845.0,8361.8,11536.8,16733.52,28349.24,31184.92,31468.49,31496.85
2,NMAX,Consumer Discretionary,Broadcast Radio and Television,1,30,475,25,3008.0,3680.0,8110.0,4430.0,14755.0,12822.0,18931.5,55027.2,147519.9,149076.99,149232.7,149248.27
2,NMM,Transportation,Transportation - Shipping,7,30,168,20,3045.0,3855.75,8451.25,4595.5,15344.5,11000.0,11958.0,29850.6,34791.25,34979.13,34997.91,34999.79
2,NMRA,Medical,Medical - Biomedical and Genetics,4,30,973,30,3010.0,4000.0,9680.0,5680.0,18200.0,20940.0,37001.0,146880.0,724311.0,882431.1,898243.11,899824.31
2,NN,Business Services,Technology Services,2,30,148,20,3015.0,3750.0,6500.0,2750.0,10625.0,10306.5,15356.25,27106.0,46648.4,49664.84,49966.48,49996.65
3,NNBR,Industrial Products,Metal Products - Procurement and Fabrication,3,3,1,0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
3,NNDM,Computer and Technology,Nanotechnology,23,23,3,5,3080.0,3080.0,3270.0,190.0,3555.0,3384.0,3422.0,3452.4,3459.24,3459.92,3459.99,3460.0
2,NNE,Oils-Energy,Alternative Energy - Other,1,30,2735,35,3010.0,3750.0,8776.0,5026.0,16315.0,18180.0,33012.0,102890.4,270268.28,434748.64,466834.86,470043.49
2,NNOX,Business Services,Technology Services,2,30,84,20,3100.0,3500.0,4950.0,1450.0,7125.0,6210.0,6490.25,10034.0,10183.4,10198.34,10199.83,10199.98
3,NNVC,Medical,Medical - Drugs,30,30,1,0,4140.0,4140.0,4140.0,0.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0
3,NOA,Oils-Energy,Oil and Gas - Mechanical and and Equipment,16,16,1,0,7000.0,7000.0,7000.0,0.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0
3,NOAH,Finance,Financial - Investment Management,8,10,2,5,3050.0,3350.0,3950.0,600.0,4850.0,4130.0,4190.0,4238.0,4248.8,4249.88,4249.99,4250.0
2,NOC,Aerospace,Aerospace - Defense,1,30,1150,30,3010.0,3742.5,7150.0,3407.5,12261.25,12600.0,18830.25,74923.3,188602.0,226163.87,230552.39,230991.24
3,NOG,Oils-Energy,Oil and Gas - Exploration and Production - United States,3,30,49,15,3025.0000000000005,3640.0,6000.0,2360.0,9540.0,8630.0,10600.0,14340.0,16284.0,16478.4,16497.84,16499.78
2,NOK,Computer and Technology,Wireless Equipment,2,30,58,20,3060.0,3636.0,6496.75,2860.75,10787.875,8848.2,10504.5,34594.92,55137.49,57191.75,57397.17,57417.72
3,NOTE,Business Services,Technology Services,10,30,6,10,3660.0,4140.0,5247.5,1107.5,6908.75,8665.0,10332.5,11666.5,11966.65,11996.67,11999.67,11999.97
3,NOTV,Medical,Medical - Drugs,17,30,3,5,3444.0,3444.5,16642.5,13198.0,36439.5,24561.0,27200.5,29312.1,29787.21,29834.72,29839.47,29839.95
3,NOV,Oils-Energy,Oil and Gas - Mechanical and and Equipment,9,25,12,10,3150.0,3616.25,10062.5,6446.25,19731.875,57605.0,73392.4,84336.08,86798.41,87044.64,87069.26,87071.73
3,NOVT,Computer and Technology,Electronics - Miscellaneous Components,11,30,13,10,3430.0000000000005,5000.0,20000.0,15000.0,42500.0,24400.0,47454.0,74998.8,81196.38,81816.14,81878.11,81884.31
1,NOW,Computer and Technology,Computers - IT Services,1,30,28202,45,3001.0,3800.0,9075.0,5275.0,16987.5,17504.9,27439.15,70278.7,237615.98,587810.32,1230672.59,1401067.26
3,NPCE,Medical,Medical - Instruments,13,22,2,5,3150.0,3362.5,3787.5,425.0,4425.0,3915.0,3957.5,3991.5,3999.15,3999.92,3999.99,4000.0
2,NPO,Business Services,Technology Services,8,30,68,20,3010.0,3870.0,7800.0,3930.0,13695.0,20745.5,47375.0,97950.0,167295.0,174229.5,174922.95,174992.29
3,NPWR,Oils-Energy,Alternative Energy - Other,10,25,26,15,3100.0,3500.0,6300.0,2800.0,10500.0,10897.5,12210.0,12963.75,13108.88,13123.39,13124.84,13124.98
3,NRDS,Finance,Financial - Miscellaneous Services,2,28,17,10,3420.0000000000005,3675.0,5220.0,1545.0,7537.5,5760.0,6879.2,8732.64,9149.66,9191.37,9195.54,9195.95
3,NRDY,Consumer Discretionary,Schools,17,17,1,0,4890.000000000001,4890.0,4890.0,0.0,4890.0,4890.0,4890.0,4890.0,4890.0,4890.0,4890.0,4890.0
2,NRG,Utilities,Utility - Electric Power,1,30,1299,30,3009.0,3800.0,9490.0,5690.0,18025.0,17840.0,30110.4,79808.0,217848.0,252964.75,256718.87,257094.29
3,NRIX,Medical,Medical - Biomedical and Genetics,11,30,9,10,3750.0,4950.0,7200.0,2250.0,10575.0,10780.0,12590.0,14038.0,14363.8,14396.38,14399.64,14399.96
3,NRP,Oils-Energy,Coal,7,30,12,10,3800.0,7755.0,18000.0,10245.0,33367.5,29700.0,34428.0,38757.6,39731.76,39829.18,39838.92,39839.89
3,NRXP,Medical,Medical - Drugs,7,10,2,5,3250.0,5317.5,9452.5,4135.0,15655.0,10693.0,11106.5,11437.3,11511.73,11519.17,11519.92,11519.99
3,NSA,Finance,REIT and Equity Trust - Other,23,23,3,5,3750.0,3875.0,7000.0,3125.0,11687.5,8800.0,9400.0,9880.0,9988.0,9998.8,9999.88,9999.99
2,NSC,Transportation,Transportation - Rail,1,30,267,25,3050.0,3685.0,8000.0,4315.0,14472.5,19228.0,38955.0,173622.4,341362.4,361376.24,363377.62,363577.76
3,NSIT,Retail-Wholesale,Retail - Mail Order,16,23,2,5,5460.0,5595.0,5865.0,270.0,6270.0,5946.0,5973.0,5994.6,5999.46,5999.95,5999.99,6000.0
3,NSP,Business Services,Staffing Firms,9,30,20,15,3315.0,4636.25,10260.0,5623.75,18695.625,68750.0,82625.0,122525.0,131502.5,132400.25,132490.03,132499.0
3,NSSC,Industrial Products,Security and Safety Services,14,30,40,15,3060.0,3818.75,7428.0,3609.25,12841.875,10050.0,10985.5,43422.0,61042.2,62804.22,62980.42,62998.04
2,NTAP,Computer and Technology,Computer- Storage Devices,1,30,990,30,3020.0,3780.0,8100.0,4320.0,14580.0,13800.0,22149.4,52323.95,140292.9,277279.29,290977.93,292347.79
2,NTES,Computer and Technology,Internet - Software and Services,1,30,975,30,3006.0,3700.0,8400.0,4700.0,15450.0,16398.0,24650.0,75260.0,181209.0,221970.9,226047.09,226454.71
2,NTGR,Computer and Technology,Computer - Networking,7,30,66,20,3007.0,3329.5,9000.0,5670.5,17505.75,35780.0,47654.0,71095.0,79109.5,79910.95,79991.1,79999.11
2,NTLA,Medical,Medical - Biomedical and Genetics,3,30,152,20,3060.0,3716.25,7620.0,3903.75,13475.625,12965.0,19000.0,38481.37,58594.49,60939.45,61173.94,61197.39
2,NTNX,Computer and Technology,Computers - IT Services,3,30,722,30,3008.0,3680.25,8068.75,4388.5,14651.5,16783.8,28959.0,169274.0,846821.93,1538335.19,1607486.52,1614401.65
2,NTR,Basic Materials,Fertilizers,1,30,352,25,3015.0,3573.75,6720.0,3146.25,11439.375,10504.5,17898.0,114900.0,409939.04,411505.9,411662.59,411678.26
2,NTRA,Medical,Medical Services,1,30,2603,35,3003.0,4180.0,9936.5,5756.5,18571.25,15660.0,21440.0,75828.1,284918.84,818881.48,932838.15,944233.81
2,NTRS,Finance,Banks - Major Regional,2,30,257,25,3045.0000000000005,3625.0,7500.0,3875.0,13312.5,13740.0,19688.0,49457.52,105395.0,120227.0,121710.2,121858.52
2,NU,Finance,Banks - Foreign,1,30,2023,35,3002.0,3750.0,7732.5,3982.5,13706.25,14905.6,27947.6,122020.0,347414.51,422826.75,437157.68,438590.77
2,NUE,Basic Materials,Steel - Producers,1,30,2945,35,3003.0,3750.0,8280.0,4530.0,15075.0,16498.8,30752.0,124070.5,473958.4,602871.94,623687.19,625768.72
3,NUVB,Medical,Medical - Biomedical and Genetics,23,23,1,0,3500.0,3500.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
2,NUVL,Medical,Medical - Biomedical and Genetics,1,30,107,20,3100.0,3750.0,7095.0,3345.0,12112.5,10448.0,14675.0,30870.0,36864.0,37436.4,37493.64,37499.36
2,NVAX,Medical,Medical - Biomedical and Genetics,1,30,892,30,3007.0,3639.0,7012.5,3373.5,12072.75,13450.8,21935.65,153170.0,482562.54,501856.25,503785.63,503978.56
2,NVCR,Medical,Medical - Biomedical and Genetics,1,30,188,25,3040.0,3600.0,6279.0,2679.0,10297.5,9849.5,13756.25,30120.0,147828.3,167872.83,169877.28,170077.73
3,NVCT,Medical,Medical - Biomedical and Genetics,3,30,7,10,3500.0,3975.0,5750.0,1775.0,8412.5,6200.0,6350.0,6470.0,6497.0,6499.7,6499.97,6500.0
1,NVDA,Computer and Technology,Semiconductor - General,1,30,1759525,60,3002.0,3930.0,9983.0,6053.0,19062.5,19800.0,31500.0,86713.8,396000.0,2248044.08,8150435.66,21972404.63
