security,sector,industry,num_trades,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank
TBLA,Computer and Technology,Computers - IT Services,1,4482.0,4482.0,4482.0,4482.0,4482.0,4482.0,4482.0,0,2.0,0__2,14
TBPH,Medical,Medical - Drugs,4,14491.0,15995.5,17199.1,17469.91,17496.99,17499.7,17499.97,5,3.0,5__3,13
TCBI,Finance,Banks - Southwest,7,4833.6,4876.8,4911.36,4919.14,4919.91,4919.99,4920.0,10,0.0,10__0,12
TCMD,Medical,Medical - Instruments,1,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,0,2.0,0__2,14
TCOM,Consumer Discretionary,Leisure and Recreation Services,783,11060.8,15934.0,35408.42,116897.4,169189.74,174418.97,174941.9,30,2.0,30__2,8
TCX,Computer and Technology,Internet - Content,3,32924.0,36352.0,39094.4,39711.44,39773.14,39779.31,39779.93,5,3.0,5__3,13
TD,Finance,Banks - Foreign,99,10093.0,14908.5,23272.2,46301.22,48604.12,48834.41,48857.44,20,0.0,20__0,10
TDC,Computer and Technology,Computer- Storage Devices,141,7030.0,9821.0,17272.0,97050.8,108615.08,109771.51,109887.15,20,0.0,20__0,10
TDG,Aerospace,Aerospace - Defense Equipment,1527,19092.8,24705.9,57180.2,223981.04,245000.0,245000.0,245000.0,30,2.0,30__2,8
TDOC,Medical,Medical Services,743,9942.6,13008.0,30515.0,55134.16,55481.42,55516.14,55519.61,30,2.0,30__2,8
TDS,Utilities,Wireline - National,62,30229.5,65522.7,458100.0,891810.0,935181.0,939518.1,939951.81,20,1.0,20__1,10
TDUP,Consumer Staples,Consumer Products - Staples,38,12830.0,28761.75,81348.75,86884.88,87438.49,87493.85,87499.38,15,0.0,15__0,11
TDW,Oils-Energy,Oil and Gas - Integrated - United States,204,17184.0,24438.7,82729.08,295949.79,338348.98,342588.9,343012.89,25,0.0,25__0,9
TDY,Aerospace,Aerospace - Defense Equipment,37,14934.4,22600.0,44577.6,52463.76,53252.38,53331.24,53339.12,15,0.0,15__0,11
TEAM,Computer and Technology,Internet - Software,6986,15617.0,23760.0,60160.0,268896.6,1311585.0,1556758.5,1581275.85,40,0.0,40__0,6
TECH,Medical,Medical - Biomedical and Genetics,27,10104.0,16128.0,30765.0,34801.5,35205.15,35245.52,35249.55,15,0.0,15__0,11
TECK,Basic Materials,Mining - Miscellaneous,1222,21249.3,61467.75,120606.85,173273.85,315777.19,333527.72,335302.77,30,0.0,30__0,8
TECX,Medical,Medical - Biomedical and Genetics,8,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,11175.0,10,0.0,10__0,12
TEL,Computer and Technology,Electronics - Miscellaneous Components,179,8904.0,12028.5,30712.0,56237.77,60969.28,61442.43,61489.74,25,0.0,25__0,9
TEM,Medical,Medical Info Systems,16724,16148.8,24488.0,60244.7,209056.85,446969.1,644674.49,658170.45,40,0.0,40__0,6
TEN,Transportation,Transportation - Shipping,33,23791.0,23920.0,43354.4,51585.44,52408.54,52490.85,52499.09,15,0.0,15__0,11
TENB,Computer and Technology,Internet - Software,26,26880.0,57885.0,123795.0,141979.5,143797.95,143979.8,143997.98,15,0.0,15__0,11
TER,Computer and Technology,Electronics - Miscellaneous Products,880,15963.0,27475.2,78012.0,609024.48,1126975.85,1178770.98,1183950.5,30,0.0,30__0,8
TERN,Medical,Medical - Biomedical and Genetics,136,10250.0,16068.0,26570.25,29588.25,29958.83,29995.88,29999.59,20,0.0,20__0,10
TEVA,Medical,Medical - Generic Drugs,1087,18322.0,45345.4,174140.0,1625820.0,1766961.42,1776496.54,1777450.05,30,1.0,30__1,8
TEX,Industrial Products,Manufacturing - Construction and Mining,27,40755.8,58347.0,152188.0,181718.8,184671.88,184967.19,184996.72,15,0.0,15__0,11
TFC,Finance,Banks - Major Regional,873,18384.2,32322.0,83334.24,299541.12,677846.11,715676.61,719459.66,30,0.0,30__0,8
TFII,Transportation,Transportation - Services,29,8799.6,10525.2,32115.6,39418.56,40148.86,40221.89,40229.19,15,0.0,15__0,11
TFIN,Finance,Financial - Miscellaneous Services,5,36200.0,46100.0,54020.0,55802.0,55980.2,55998.02,55999.8,5,1.0,5__1,13
TFX,Medical,Medical - Instruments,22,18180.0,18320.0,37422.2,41992.22,42449.22,42494.92,42499.49,15,0.0,15__0,11
TGI,Aerospace,Aerospace - Defense Equipment,11,6450.0,7215.0,7827.0,7964.7,7978.47,7979.85,7979.98,10,0.0,10__0,12
TGLS,Retail-Wholesale,Building Products - Retail,13,32280.0,46404.0,59968.8,63020.88,63326.09,63356.61,63359.66,10,0.0,10__0,12
TGNA,Consumer Discretionary,Broadcast Radio and Television,6,5941.0,6826.5,7534.9,7694.29,7710.23,7711.82,7711.98,10,0.0,10__0,12
TGS,Oils-Energy,Oil and Gas - Production and Pipelines,4,81000.0,85500.0,89100.0,89910.0,89991.0,89999.1,89999.91,5,1.0,5__1,13
TGT,Retail-Wholesale,Retail - Discount Stores,18786,14630.0,22000.0,58828.8,329510.67,724406.39,1146481.46,1216423.65,45,1.0,45__1,5
TGTX,Medical,Medical - Biomedical and Genetics,1732,13123.5,17500.0,31845.0,78874.1,186824.5,203182.45,204818.24,30,2.0,30__2,8
TH,Consumer Discretionary,Leisure and Recreation Services,24,12450.0,14762.0,20675.5,22155.55,22303.56,22318.36,22319.84,15,0.0,15__0,11
THC,Medical,Medical - Hospital,1686,14450.0,26277.5,59872.5,171157.5,272111.5,290461.15,292296.12,30,2.0,30__2,8
THFF,Finance,Banks - Midwest,1,3304.0,3304.0,3304.0,3304.0,3304.0,3304.0,3304.0,0,2.0,0__2,14
THO,Construction,Building Products - Mobile Homes and RV Builders,291,16500.0,28360.0,176680.0,440210.8,462521.08,464752.11,464975.21,25,0.0,25__0,9
THR,Computer and Technology,Instruments - Control,1,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,0,2.0,0__2,14
THRM,Auto-Tires-Trucks,Automotive - Original Equipment,1,3080.0,3080.0,3080.0,3080.0,3080.0,3080.0,3080.0,0,2.0,0__2,14
THRY,Computer and Technology,Internet - Software,5,10752.0,10986.0,11173.2,11215.32,11219.53,11219.95,11220.0,5,0.0,5__0,13
THS,Consumer Staples,Food - Miscellaneous,20,45500.0,68750.0,353750.0,417875.0,424287.5,424928.75,424992.87,15,1.0,15__1,11
THTX,Medical,Medical - Biomedical and Genetics,4,5347.5,5523.75,5664.75,5696.48,5699.65,5699.96,5700.0,5,0.0,5__0,13
TIGO,Computer and Technology,Wireless Non-US ,4,6169.0,6419.5,6619.9,6664.99,6669.5,6669.95,6669.99,5,0.0,5__0,13
TIGR,Finance,Financial - Investment Bank,4794,16998.5,26956.15,69569.25,112291.14,148995.0,167208.3,169029.63,35,0.0,35__0,7
TILE,Consumer Discretionary,Textile - Home Furnishing,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
TIPT,Finance,Insurance - Brokerage,40,21410.4,27039.75,30517.25,30771.73,30797.17,30799.72,30799.97,15,0.0,15__0,11
TITN,Retail-Wholesale,Automotive - Retail and Whole Sales,12,15000.0,17659.5,20259.9,20844.99,20903.5,20909.35,20909.93,10,0.0,10__0,12
TIXT,Computer and Technology,Internet - Software,1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0.0,0__0,14
TJX,Retail-Wholesale,Retail - Discount Stores,1895,20691.0,28644.0,84234.0,209804.2,648670.03,735187.0,743838.7,35,2.0,35__2,7
TKC,Computer and Technology,Wireless Non-US ,1,8466.0,8466.0,8466.0,8466.0,8466.0,8466.0,8466.0,0,0.0,0__0,14
TKO,Consumer Discretionary,Film and Television Production and Distribution,2011,14400.0,30262.0,206084.0,962139.92,1592321.08,1689232.11,1698923.21,35,1.0,35__1,7
TKR,Computer and Technology,Electronics - Miscellaneous Products,40,7935.0,15808.5,120328.8,147032.88,149703.29,149970.33,149997.03,15,0.0,15__0,11
TLN,Oils-Energy,Alternative Energy - Other,4032,22800.0,34844.5,169367.6,661769.61,900918.54,945091.85,949509.19,35,2.0,35__2,7
TLRY,Medical,Medical - Products,271,8500.0,10985.5,21659.1,24762.27,25515.33,25590.63,25598.16,25,0.0,25__0,9
TLS,Computer and Technology,Computers - IT Services,1,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,0,2.0,0__2,14
TM,Auto-Tires-Trucks,Automotive - Foreign,372,11078.0,18825.0,42949.0,185315.83,227122.78,231303.48,231721.55,25,0.0,25__0,9
TMC,Basic Materials,Mining - Miscellaneous,252,13074.6,20365.2,52924.5,63534.14,63953.41,63995.34,63999.53,25,0.0,25__0,9
TMDX,Medical,Medical - Instruments,2652,14250.0,22654.0,79820.1,498334.5,824094.0,838409.4,839840.94,35,0.0,35__0,7
TME,Consumer Discretionary,Media Conglomerates,181,16835.0,30150.0,104980.0,159740.0,159740.0,159740.0,159740.0,25,0.0,25__0,9
TMHC,Construction,Building Products - Home Builders,10,6306.0,7953.0,9270.6,9567.06,9596.71,9599.67,9599.97,10,0.0,10__0,12
TMO,Medical,Medical - Instruments,3837,14248.0,22142.8,70400.0,327306.61,742691.91,866269.19,878626.92,35,0.0,35__0,7
TMP,Finance,Banks - Northeast,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14
TMUS,Computer and Technology,Wireless National,3923,14424.0,22640.4,66912.0,236781.47,1326636.53,1834001.15,1884737.62,35,1.0,35__1,7
TNDM,Medical,Medical - Instruments,82,27875.0,61766.25,276850.0,360685.0,369068.5,369906.85,369990.68,20,1.0,20__1,10
TNET,Business Services,Outsourcing,45,12288.0,12600.0,43320.0,52032.0,52903.2,52990.32,52999.03,15,0.0,15__0,11
TNGX,Medical,Medical - Biomedical and Genetics,7,10200.0,14100.0,17220.0,17922.0,17992.2,17999.22,17999.92,10,0.0,10__0,12
TNK,Transportation,Transportation - Shipping,103,14801.0,20900.0,53284.56,74186.64,76268.66,76476.87,76497.69,20,0.0,20__0,10
TNL,Consumer Discretionary,Leisure and Recreation Services,26,25687.5,33975.0,34068.75,34096.88,34099.69,34099.97,34100.0,15,0.0,15__0,11
TNYA,Medical,Medical - Biomedical and Genetics,9,8269.0,10247.0,11829.4,12185.44,12221.04,12224.6,12224.96,10,0.0,10__0,12
TOL,Construction,Building Products - Home Builders,1356,13737.5,21165.0,49715.0,191119.57,225120.93,228333.09,228654.31,30,2.0,30__2,8
TOST,Computer and Technology,Internet - Software,1859,15000.0,23004.0,48340.0,91366.4,173037.8,182903.78,183890.38,35,0.0,35__0,7
TPB,Consumer Staples,Tobacco,36,31100.0,41260.0,77912.75,90208.78,91438.38,91561.34,91573.63,15,0.0,15__0,11
TPC,Construction,Building Products - Heavy Construction,28,8800.0,10260.5,11605.86,11917.39,11948.54,11951.65,11951.97,15,0.0,15__0,11
TPG,Finance,Financial - Investment Management,35,23010.0,28707.0,36489.8,38640.98,38856.1,38877.61,38879.76,15,0.0,15__0,11
TPH,Construction,Building Products - Home Builders,2,4064.0,4112.0,4150.4,4159.04,4159.9,4159.99,4160.0,5,0.0,5__0,13
TPIC,Industrial Products,Industrial Services,3,29008.0,32004.0,34400.8,34940.08,34994.01,34999.4,34999.94,5,3.0,5__3,13
TPL,Oils-Energy,Alternative Energy - Other,1326,14000.0,21575.0,52365.0,110835.0,124380.88,124983.09,125043.31,30,2.0,30__2,8
TPR,Retail-Wholesale,Retail - Apparel and Shoes,1179,19164.0,67144.0,356940.0,1341689.2,1601582.2,1621668.22,1623676.82,30,1.0,30__1,8
TPST,Medical,Medical - Drugs,2,7213.0,7431.5,7606.3,7645.63,7649.56,7649.96,7650.0,5,0.0,5__0,13
TR,Consumer Staples,Food - Confectionery,1,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,0,2.0,0__2,14
TRAW,Medical,Medical - Drugs,24,14800.0,23480.0,35888.0,38868.8,39166.88,39196.69,39199.67,15,0.0,15__0,11
TRDA,Medical,Medical - Biomedical and Genetics,7,5362.4,5739.2,6040.64,6108.46,6115.25,6115.92,6115.99,10,0.0,10__0,12
TREE,Finance,Financial - Mortgage & Related Services,140,19413.6,30264.0,55807.5,73121.64,75028.16,75218.82,75237.88,20,0.0,20__0,10
TREX,Construction,Building Products - Wood,199,8656.0,15130.0,32262.66,86710.83,98671.08,99867.11,99986.71,25,0.0,25__0,9
TRGP,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,382,18043.7,27472.5,136170.53,491903.22,604511.92,615772.79,616898.88,25,0.0,25__0,9
TRI,Business Services,Business - Services,17,20620.8,27241.6,35848.32,37784.83,37978.48,37997.85,37999.78,10,0.0,10__0,12
TRIB,Medical,Medical - Products,1,3255.0,3255.0,3255.0,3255.0,3255.0,3255.0,3255.0,0,2.0,0__2,14
TRIP,Retail-Wholesale,Internet - Commerce,176,14038.0,21491.25,46027.5,156226.87,164460.19,165283.52,165365.85,20,0.0,20__0,10
TRMB,Industrial Products,Manufacturing - General Industrial ,190,11758.5,54379.4,208723.2,332602.14,356882.21,359310.22,359553.02,25,0.0,25__0,9
TRMD,Transportation,Transportation - Shipping,65,21046.0,31018.0,62257.32,75469.03,76790.2,76922.32,76935.53,20,0.0,20__0,10
TRMK,Finance,Banks - Southeast,1,6510.0,6510.0,6510.0,6510.0,6510.0,6510.0,6510.0,0,2.0,0__2,14
TRML,Medical,Medical - Drugs,1,7560.0,7560.0,7560.0,7560.0,7560.0,7560.0,7560.0,0,2.0,0__2,14
TRN,Transportation,Transportation - Equipment and Leasing,1,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,0,0.0,0__0,14
TRNS,Computer and Technology,Instruments - Control,1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0.0,0__0,14
TROW,Finance,Financial - Investment Management,278,24576.0,71560.0,351791.25,639779.6,700907.96,707020.8,707632.08,25,2.0,25__2,9
TROX,Basic Materials,Chemical - Diversified ,4,22032.0,22416.0,22723.2,22792.32,22799.23,22799.92,22799.99,5,3.0,5__3,13
TRP,Oils-Energy,Alternative Energy - Other,18,26405.4,38031.4,49425.48,51989.15,52245.51,52271.15,52273.72,15,0.0,15__0,11
TRS,Industrial Products,Metal Products - Procurement and Fabrication,5,5052.0,5376.0,5635.2,5693.52,5699.35,5699.94,5699.99,5,0.0,5__0,13
TRU,Business Services,Business - Information Services,401,12180.0,21420.0,87500.0,310500.0,348300.0,352080.0,352458.0,25,0.0,25__0,9
TRUE,Computer and Technology,Internet - Services,1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,2.0,0__2,14
TRUP,Finance,Insurance - Accident and Health,137,13884.0,30624.0,80260.0,206368.0,223136.8,224813.68,224981.37,20,0.0,20__0,10
TRV,Finance,Insurance - Property and Casualty,310,11540.5,17154.0,53968.9,144482.0,172848.2,175684.82,175968.48,25,0.0,25__0,9
TRVG,Computer and Technology,Internet - Services,1,3990.0,3990.0,3990.0,3990.0,3990.0,3990.0,3990.0,0,2.0,0__2,14
TRVI,Medical,Medical - Biomedical and Genetics,56,15525.0,23509.25,60400.0,96040.0,99604.0,99960.4,99996.04,15,0.0,15__0,11
TS,Industrial Products,Steel - Pipe and Tube,17,13751.8,18842.0,32736.4,35862.64,36175.26,36206.53,36209.65,10,0.0,10__0,12
TSAT,Computer and Technology,Satellite and Communication,21,8000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,15,0.0,15__0,11
TSCO,Retail-Wholesale,Retail - Miscellaneous,495,12432.6,22008.0,73719.34,255102.0,262660.2,263416.02,263491.6,25,0.0,25__0,9
TSEM,Computer and Technology,Electronics - Semiconductors,269,20532.0,37341.0,150648.0,428978.45,481647.84,486914.78,487441.48,25,0.0,25__0,9
TSHA,Medical,Medical - Generic Drugs,1,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,0,2.0,0__2,14
TSLA,Computer and Technology,Internet - Software and Services,3525086,18910.0,30100.0,80845.75,302083.27,1562199.18,7394626.25,22176630.43,65,0.0,65__0,1
TSM,Computer and Technology,Semiconductor - Circuit Foundry,90358,18525.0,29947.25,91585.75,429286.0,1220862.94,2109278.62,2136927.86,50,4.0,50__4,4
TSN,Consumer Staples,Food - Meat Products,259,13107.0,17500.0,27787.2,33387.5,34838.75,34983.88,34998.39,25,0.0,25__0,9
TSQ,Consumer Discretionary,Broadcast Radio and Television,2,8475.0,8612.5,8722.5,8747.25,8749.73,8749.97,8750.0,5,0.0,5__0,13
TSSI,Construction,Engineering - R and D Services,172,12000.0,17538.0,25919.3,26791.07,26930.51,26944.45,26945.85,20,0.0,20__0,10
TT,Construction,Building Products - Air Conditioner and Heating,601,11520.0,22500.0,145555.0,323000.0,397250.0,404675.0,405417.5,30,2.0,30__2,8
TTAN,Computer and Technology,Internet - Software,1203,11184.0,15810.9,55625.6,294278.8,406934.8,415804.48,416691.45,30,2.0,30__2,8
TTC,Consumer Discretionary,Tools - Handheld,54,16911.0,23494.5,46901.0,65170.1,66997.01,67179.7,67197.97,15,0.0,15__0,11
TTD,Computer and Technology,Internet - Services,12573,15967.4,24600.0,66099.6,222508.08,604365.79,970733.15,1012668.52,40,0.0,40__0,6
TTE,Oils-Energy,Oil and Gas - Refining and Marketing,164,45850.0,72887.85,134184.8,219590.7,232788.57,234108.36,234240.34,20,1.0,20__1,10
TTEC,Business Services,Technology Services,4,8106.0,8545.5,8897.1,8976.21,8984.12,8984.91,8984.99,5,0.0,5__0,13
TTEK,Industrial Products,Pollution Control,29,9415.0,15649.0,51699.0,63435.9,64609.59,64726.96,64738.7,15,0.0,15__0,11
TTMI,Computer and Technology,Electronics - Miscellaneous Components,1,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,0,2.0,0__2,14
TTWO,Consumer Discretionary,Gaming,3767,15270.0,25071.0,110000.0,291889.78,543631.89,585731.29,589941.23,35,0.0,35__0,7
TU,Utilities,Diversified Communication Services,1,6520.0,6520.0,6520.0,6520.0,6520.0,6520.0,6520.0,0,2.0,0__2,14
TUYA,Computer and Technology,Internet - Software,45,40734.0,54422.0,69036.8,69840.68,69921.07,69929.11,69929.91,15,0.0,15__0,11
TVTX,Medical,Medical - Biomedical and Genetics,51,9900.0,16200.0,32362.5,43736.25,44873.62,44987.36,44998.74,15,0.0,15__0,11
TW,Finance,Financial - Investment Bank,321,15675.0,24975.0,181240.0,337656.0,372345.6,375814.56,376161.46,25,0.0,25__0,9
TWI,Industrial Products,Manufacturing - Farm Equipment,1,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,0,2.0,0__2,14
TWIN,Industrial Products,Manufacturing - General Industrial ,1,6125.0,6125.0,6125.0,6125.0,6125.0,6125.0,6125.0,0,2.0,0__2,14
TWLO,Computer and Technology,Internet - Software,5729,16425.8,26258.4,73990.2,237490.24,331904.37,367315.44,370856.54,40,0.0,40__0,6
TWO,Finance,REIT and Equity Trust,20,14485.5,28000.4,63726.48,71764.85,72568.68,72649.07,72657.11,15,0.0,15__0,11
TWST,Medical,Medical - Biomedical and Genetics,56,12125.0,20686.25,193500.0,356850.0,373185.0,374818.5,374981.85,15,0.0,15__0,11
TX,Basic Materials,Steel - Producers,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
TXG,Medical,Medical Info Systems,19,16148.0,19217.0,37051.4,41064.14,41465.41,41505.54,41509.55,15,0.0,15__0,11
TXN,Computer and Technology,Semiconductor - General,7527,13978.2,21151.5,55950.4,381399.0,1095379.6,1144330.96,1149226.1,40,0.0,40__0,6
TXNM,Oils-Energy,Alternative Energy - Other,6,62500.0,62500.0,62500.0,62500.0,62500.0,62500.0,62500.0,10,0.0,10__0,12
TXO,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,1,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,0,2.0,0__2,14
TXRH,Retail-Wholesale,Retail - Restaurants,569,13288.0,21156.0,142733.04,665777.98,915198.6,940140.66,942634.87,30,0.0,30__0,8
TXT,Aerospace,Aerospace - Defense,53,10489.0,19640.0,62868.88,84551.79,86720.08,86936.91,86958.59,15,0.0,15__0,11
TYL,Computer and Technology,Internet - Software and Services,87,11820.0,19400.0,40187.0,78538.7,82373.87,82757.39,82795.74,20,0.0,20__0,10
TYRA,Medical,Medical - Biomedical and Genetics,10,177100.0,236050.0,283210.0,293821.0,294882.1,294988.21,294998.82,10,3.0,10__3,12
TZOO,Retail-Wholesale,Internet - Commerce,4,5509.0,5654.5,5770.9,5797.09,5799.71,5799.97,5800.0,5,0.0,5__0,13
U,Computer and Technology,Internet - Software,9676,13991.5,21930.0,62126.25,216000.0,469528.4,1475000.84,1575548.08,40,0.0,40__0,6
UA,Consumer Discretionary,Textile - Apparel,3,8640.0,8670.0,8694.0,8699.4,8699.94,8699.99,8700.0,5,0.0,5__0,13
UAA,Consumer Discretionary,Textile - Apparel,59,31120.0,51095.2,210721.0,255117.1,259556.71,260000.67,260045.07,20,1.0,20__1,10
UAL,Transportation,Transportation - Airline,13954,16738.0,26339.6,81906.45,582919.0,1434420.3,2236887.65,2319887.76,40,2.0,40__2,6
UAMY,Basic Materials,Mining - Non Ferrous,22,11564.5,24522.75,30256.0,31465.6,31586.56,31598.66,31599.87,15,0.0,15__0,11
UAN,Basic Materials,Fertilizers,47,8961.0,12818.4,22647.6,25520.76,25808.08,25836.81,25839.68,15,0.0,15__0,11
UBER,Computer and Technology,Internet - Services,30952,16240.9,25748.1,73534.11,342178.2,905099.45,1268278.23,1313251.02,45,1.0,45__1,5
UBFO,Finance,Banks - West,1,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,0,0.0,0__0,14
UBS,Finance,Banks - Foreign,188,11880.0,34488.25,119173.5,467896.06,534331.31,540974.83,541639.18,25,0.0,25__0,9
UCTT,Computer and Technology,Electronics - Manufacturing Machinery,15,5660.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,10,0.0,10__0,12
UDMY,Computer and Technology,Internet - Software,27,44416.0,58512.0,88308.0,96310.8,97111.08,97191.11,97199.11,15,0.0,15__0,11
UDR,Finance,REIT and Equity Trust - Residential,2,4956.0,4978.0,4995.6,4999.56,4999.96,5000.0,5000.0,5,0.0,5__0,13
UEC,Basic Materials,Mining - Miscellaneous,195,30000.0,70600.0,141454.0,237252.0,244585.2,245318.52,245391.85,25,2.0,25__2,9
UFPI,Construction,Building Products - Wood,4,16044.0,17772.0,19154.4,19465.44,19496.54,19499.65,19499.97,5,3.0,5__3,13
UFPT,Industrial Products,Containers - Paper and Packaging,24,18900.0,23294.5,36336.1,39633.61,39963.36,39996.34,39999.63,15,0.0,15__0,11
UGI,Utilities,Utility - Gas Distribution,14,9587.1,9813.0,9906.6,9927.66,9929.77,9929.98,9930.0,10,0.0,10__0,12
UHAL,Transportation,Transportation - Services,2,10868.0,11244.0,11544.8,11612.48,11619.25,11619.92,11619.99,5,0.0,5__0,13
UHS,Medical,Medical - Hospital,546,20854.0,42045.0,862950.0,1220755.9,1534175.59,1565517.56,1568651.76,25,2.0,25__2,9
UIS,Computer and Technology,Computers - IT Services,4,4200.0,4350.0,4470.0,4497.0,4499.7,4499.97,4500.0,5,0.0,5__0,13
UL,Consumer Staples,Consumer Products - Staples,65,25872.0,29736.0,41750.6,42735.56,42834.06,42843.91,42844.89,20,0.0,20__0,10
ULCC,Transportation,Transportation - Airline,42,12278.4,22173.0,113346.1,162345.61,167245.56,167735.56,167784.56,15,0.0,15__0,11
ULS,Business Services,Business - Services,17,53000.0,58021.6,74090.72,77706.27,78067.83,78103.98,78107.6,10,0.0,10__0,12
ULTA,Retail-Wholesale,Retail - Miscellaneous,9105,14206.0,22794.0,51244.8,205000.0,466342.93,519134.29,524413.43,40,0.0,40__0,6
UMAC,Business Services,Technology Services,79,12651.2,15981.6,38715.42,82914.04,87333.9,87775.89,87820.09,20,0.0,20__0,10
UMBF,Finance,Banks - Midwest,1,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0,0,2.0,0__2,14
UMC,Computer and Technology,Electronics - Semiconductors,23,34552.0,44031.5,107400.0,123240.0,124824.0,124982.4,124998.24,15,0.0,15__0,11
UNF,Industrial Products,Uniform and Related,17,65400.0,67200.0,71040.0,71904.0,71990.4,71999.04,71999.9,10,0.0,10__0,12
UNFI,Consumer Staples,Food - Miscellaneous,146,17423.0,21681.5,34360.5,51623.13,54181.71,54437.57,54463.16,20,0.0,20__0,10
UNH,Medical,Medical - HMOs,82845,16195.0,25900.0,69417.0,227750.22,561302.8,1454860.5,1578101.55,50,3.0,50__3,4
UNIT,Finance,REIT and Equity Trust - Other,12,9079.2,10022.25,10728.45,10887.35,10903.23,10904.82,10904.98,10,0.0,10__0,12
UNM,Finance,Insurance - Accident and Health,58,35160.5,46009.95,150890.3,205889.03,211388.9,211938.89,211993.89,20,1.0,20__1,10
UNP,Transportation,Transportation - Rail,1311,12730.0,18175.0,60105.6,377895.0,574206.0,594720.6,596772.06,30,2.0,30__2,8
UPBD,Finance,Financial - Leasing Companies,3,4503.6,4507.8,4511.16,4511.92,4511.99,4512.0,4512.0,5,0.0,5__0,13
UPS,Transportation,Transportation - Air Freight and Cargo,6987,13153.2,20583.0,60084.84,255500.0,568569.33,847203.63,875067.06,40,0.0,40__0,6
UPST,Finance,Financial - Miscellaneous Services,27417,17286.4,28200.0,83500.8,315344.0,994760.93,2313554.25,2688355.42,45,0.0,45__0,5
UPWK,Computer and Technology,Internet - Services,227,14826.4,22118.0,55194.88,622140.0,746214.0,758621.4,759862.14,25,0.0,25__0,9
UPXI,Business Services,Technology Services,23,20400.0,38950.0,41000.0,41000.0,41000.0,41000.0,41000.0,15,0.0,15__0,11
