security,sector,industry,num_trades,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank
LILA,Computer and Technology,Wireless National,1,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,4760.0,0,2.0,0__2,14
LIN,Basic Materials,Chemical - Specialty,602,14329.0,18890.0,35994.6,57187.0,64218.7,64921.87,64992.19,30,2.0,30__2,8
LINC,Consumer Discretionary,Schools,4,6265.0,6707.5,7061.5,7141.15,7149.12,7149.91,7149.99,5,0.0,5__0,13
LINE,Finance,REIT and Equity Trust - Other,29,8928.0,15580.0,28826.4,32132.64,32463.26,32496.33,32499.63,15,0.0,15__0,11
LION,Consumer Discretionary,Media Conglomerates,2,3334.0,3347.0,3357.4,3359.74,3359.97,3360.0,3360.0,5,0.0,5__0,13
LITE,Computer and Technology,Communication - Components,899,19040.0,33243.0,127295.7,400980.0,1201098.0,1281109.8,1289110.98,30,0.0,30__0,8
LITM,Oils-Energy,Alternative Energy - Other,33,7198.0,8368.0,9686.8,9833.68,9848.37,9849.84,9849.98,15,0.0,15__0,11
LIVN,Medical,Medical - Instruments,17,8415.0,8727.0,9725.4,9950.04,9972.5,9974.75,9974.98,10,0.0,10__0,12
LKQ,Auto-Tires-Trucks,Automotive - Replacement Parts,75,22066.4,48375.0,190698.4,423025.84,446258.58,448581.86,448814.19,20,1.0,20__1,10
LLY,Medical,Large Cap Pharmaceuticals,85425,16830.0,25981.2,70000.0,272592.0,821873.28,3074121.6,4638662.16,50,1.0,50__1,4
LLYVA,Utilities,Diversified Communication Services,4,11476.0,12238.0,12847.6,12984.76,12998.48,12999.85,12999.98,5,0.0,5__0,13
LMAT,Medical,Medical - Products,2,42910.0,45017.5,46703.5,47082.85,47120.79,47124.58,47124.96,5,1.0,5__1,13
LMB,Business Services,Building Products - Maintenance Service,17,6907.2,8198.4,11873.28,12700.13,12782.81,12791.08,12791.91,10,0.0,10__0,12
LMND,Finance,Insurance - Multi line,3527,16670.0,24150.0,59124.2,142350.09,177791.58,188779.16,189877.92,35,0.0,35__0,7
LMNR,Consumer Staples,Agriculture - Operations,10,5990.1,6445.05,6809.01,6890.9,6899.09,6899.91,6899.99,10,0.0,10__0,12
LMT,Aerospace,Aerospace - Defense,7543,13100.0,20159.0,47511.6,188796.84,768231.15,1880113.51,1991301.75,40,0.0,40__0,6
LNC,Finance,Insurance - Life Insurance,202,12960.0,19237.5,39785.76,96981.63,108698.16,109869.82,109986.98,25,0.0,25__0,9
LNG,Oils-Energy,Oil and Gas - Exploration and Production - United States,2454,22368.0,40000.0,205118.7,626928.66,857747.06,898357.71,902418.77,35,2.0,35__2,7
LNN,Industrial Products,Manufacturing - Farm Equipment,25,4884.0,9950.0,12720.0,13152.0,13195.2,13199.52,13199.95,15,0.0,15__0,11
LNSR,Medical,Medical - Instruments,2,25760.0,26680.0,27416.0,27581.6,27598.16,27599.82,27599.98,5,3.0,5__3,13
LNT,Utilities,Utility - Electric Power,12,44925.0,88370.0,129994.0,139359.4,140295.94,140389.59,140398.96,10,3.0,10__3,12
LNTH,Medical,Medical - Products,453,15276.6,33644.0,402300.0,913338.0,1083583.8,1100608.38,1102310.84,25,2.0,25__2,9
LNW,Consumer Discretionary,Gaming,29,10320.0,13040.0,15584.0,16138.4,16193.84,16199.38,16199.94,15,0.0,15__0,11
LNZA,Business Services,Technology Services,3,12654.0,12829.5,12969.9,13001.49,13004.65,13004.96,13005.0,5,0.0,5__0,13
LOAR,Aerospace,Aerospace - Defense Equipment,35,14529.0,64493.0,141715.9,171739.09,174741.41,175041.64,175071.66,15,0.0,15__0,11
LODE,Basic Materials,Mining - Gold,53,8560.0,9780.0,19893.6,24489.36,24948.94,24994.89,24999.49,15,0.0,15__0,11
LOGC,Retail-Wholesale,Internet - Commerce,12,91840.5,112862.25,124172.45,126717.25,126971.72,126997.17,126999.72,10,3.0,10__3,12
LOGI,Computer and Technology,Computer - Peripheral Equipment,329,15990.0,24552.0,96100.0,185227.2,222710.22,226458.52,226833.35,25,0.0,25__0,9
LOMA,Construction,Building Products - Home Builders,9,11636.0,18318.0,23663.6,24866.36,24986.64,24998.66,24999.87,10,0.0,10__0,12
LOPE,Consumer Discretionary,Schools,14,8745.0,33357.5,68431.5,76323.15,77112.31,77191.23,77199.12,10,0.0,10__0,12
LOVE,Retail-Wholesale,Retail - Home Furnishings,124,13922.5,19201.7,27172.25,50008.2,52849.32,53133.43,53161.84,20,0.0,20__0,10
LOW,Retail-Wholesale,Retail - Home Furnishings,3192,12797.5,20527.1,52388.1,236967.26,574382.5,696438.25,708643.82,35,0.0,35__0,7
LPG,Transportation,Transportation - Shipping,24,7930.0,11917.0,16991.3,18169.13,18286.91,18298.69,18299.87,15,0.0,15__0,11
LPLA,Finance,Financial - Investment Bank,300,36730.0,117459.0,287055.0,908446.92,995344.69,1004034.47,1004903.45,25,2.0,25__2,9
LPRO,Finance,Financial - Consumer Loans,3,6246.8,6403.9,6529.58,6557.86,6560.69,6560.97,6561.0,5,0.0,5__0,13
LPSN,Computer and Technology,Internet - Services,26,6753.0,7635.0,9015.0,9415.5,9455.55,9459.56,9459.96,15,0.0,15__0,11
LPTX,Medical,Medical - Biomedical and Genetics,3,4300.0,4400.0,4480.0,4498.0,4499.8,4499.98,4500.0,5,0.0,5__0,13
LPX,Construction,Building Products - Wood,112,12692.6,17674.8,31432.4,40072.12,40979.21,41069.92,41078.99,20,0.0,20__0,10
LQDA,Medical,Medical - Biomedical and Genetics,214,16321.5,35336.0,83526.0,256343.4,281877.84,284431.28,284686.63,25,0.0,25__0,9
LQDT,Business Services,Auction and Valuation Services,24,14992.0,17122.5,24843.5,26820.35,27018.04,27037.8,27039.78,15,0.0,15__0,11
LRCX,Computer and Technology,Electronics - Semiconductors,13470,15000.0,24186.35,60140.6,156918.68,284378.85,331418.87,336380.69,40,0.0,40__0,6
LRMR,Medical,Medical - Drugs,6,7470.0,8235.0,8847.0,8984.7,8998.47,8999.85,8999.98,10,0.0,10__0,12
LRN,Consumer Discretionary,Schools,664,15458.0,23691.0,59468.5,270597.75,381434.78,392518.48,393626.85,30,2.0,30__2,8
LSCC,Computer and Technology,Electronics - Semiconductors,363,14076.0,19036.8,35841.5,658226.09,961075.11,991360.01,994388.5,25,0.0,25__0,9
LSEA,Finance,Real Estate - Development,1,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,0,2.0,0__2,14
LSPD,Computer and Technology,Internet - Software,43,15784.0,62950.0,165520.0,182152.0,183815.2,183981.52,183998.15,15,0.0,15__0,11
LSTR,Transportation,Transportation - Truck,28,11500.0,38287.5,336846.4,432996.64,442611.66,443573.17,443669.32,15,0.0,15__0,11
LTBR,Oils-Energy,Alternative Energy - Other,609,12500.0,17418.0,28063.6,53200.87,58366.99,58883.6,58935.26,30,2.0,30__2,8
LTH,Consumer Discretionary,Leisure and Recreation Services,58,12675.0,15000.0,24675.0,36217.5,37371.75,37487.18,37498.72,20,0.0,20__0,10
LTRX,Computer and Technology,Computer - Networking,2,4903.5,4919.25,4931.85,4934.68,4934.97,4935.0,4935.0,5,0.0,5__0,13
LU,Finance,Financial - Miscellaneous Services,27,16414.4,20228.3,22263.4,22476.34,22497.63,22499.76,22499.98,15,0.0,15__0,11
LUCK,Consumer Discretionary,Leisure and Recreation Services,18,7736.5,9129.5,10033.9,10237.39,10257.74,10259.77,10259.98,15,0.0,15__0,11
LULU,Consumer Discretionary,Textile - Apparel,25563,16701.6,25548.6,66428.0,199238.0,850377.98,2143549.28,2244484.93,45,1.0,45__1,5
LUMN,Utilities,Diversified Communication Services,538,11907.6,17262.85,53498.94,267780.0,296778.0,299677.8,299967.78,25,0.0,25__0,9
LUNR,Aerospace,Aerospace - Defense,7160,14000.0,20160.25,44624.12,150758.28,359925.8,575992.58,597599.26,40,0.0,40__0,6
LUV,Transportation,Transportation - Airline,1825,21780.0,39620.0,122194.56,398926.4,463108.2,469310.82,469931.08,35,2.0,35__2,7
LVS,Consumer Discretionary,Gaming,2236,15580.5,24897.0,131315.8,342500.0,547668.93,599086.89,604228.69,35,2.0,35__2,7
LVWR,Auto-Tires-Trucks,Automotive - Domestic,11,9300.0,9450.0,9570.0,9597.0,9599.7,9599.97,9600.0,10,0.0,10__0,12
LW,Consumer Staples,Food - Miscellaneous,1163,15186.0,26576.0,124145.0,440280.0,1598940.0,1734894.0,1748489.4,30,1.0,30__1,8
LWLG,Basic Materials,Chemical - Plastic,2,3644.0,3652.0,3658.4,3659.84,3659.98,3660.0,3660.0,5,0.0,5__0,13
LX,Finance,Financial - Consumer Loans,102,11408.6,17196.9,30469.75,68350.43,72175.04,72557.5,72595.75,20,0.0,20__0,10
LXEO,Medical,Medical - Drugs,1,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,0,2.0,0__2,14
LXRX,Medical,Medical - Biomedical and Genetics,11,8370.0,10685.0,12537.0,12953.7,12995.37,12999.54,12999.95,10,0.0,10__0,12
LXU,Basic Materials,Chemical - Diversified ,3,5812.0,5901.0,5972.2,5988.22,5989.82,5989.98,5990.0,5,0.0,5__0,13
LYB,Basic Materials,Chemical - Diversified ,226,11597.5,22780.0,58495.5,62301.88,62772.69,62819.77,62824.48,25,0.0,25__0,9
LYFT,Computer and Technology,Internet - Services,3175,15325.2,21203.0,60098.6,178853.83,485427.25,489107.13,489475.11,35,0.0,35__0,7
LYV,Consumer Discretionary,Film and Television Production and Distribution,1267,16181.4,27862.0,90218.8,886293.36,1504978.65,1579580.87,1587041.09,30,1.0,30__1,8
LZ,Industrial Products,Industrial Services,29,14320.0,29788.0,49384.8,52746.48,53082.65,53116.26,53119.63,15,0.0,15__0,11
LZB,Consumer Discretionary,Furniture,2,11864.0,12269.5,12593.9,12666.89,12674.19,12674.92,12674.99,5,0.0,5__0,13
M,Retail-Wholesale,Retail - Regional Department Stores,1069,13390.4,25189.2,70085.6,346649.83,443055.98,452050.6,452950.06,30,2.0,30__2,8
MA,Business Services,Financial Transaction Services,5777,14367.0,23185.2,66392.4,205293.02,422202.55,431470.25,432397.03,40,0.0,40__0,6
MAA,Finance,REIT and Equity Trust - Residential,17,7185.6,12618.2,25463.64,28353.86,28642.89,28671.79,28674.68,10,0.0,10__0,12
MAC,Finance,REIT and Equity Trust - Retail,39,13846.0,19950.0,46456.8,58645.68,59864.57,59986.46,59998.65,15,0.0,15__0,11
MAG,Basic Materials,Mining - Silver,17,7700.0,8200.0,8840.0,8984.0,8998.4,8999.84,8999.98,10,0.0,10__0,12
MAGN,Construction,Engineering - R and D Services,6,119500.0,125750.0,130750.0,131875.0,131987.5,131998.75,131999.88,10,3.0,10__3,12
MAIN,Finance,Financial - SBIC & Commercial Industry,85,9348.0,16048.0,24298.2,50489.82,53108.98,53370.9,53397.09,20,0.0,20__0,10
MAMA,Consumer Staples,Food - Miscellaneous,7,7280.0,8990.0,10358.0,10665.8,10696.58,10699.66,10699.97,10,0.0,10__0,12
MAN,Business Services,Staffing Firms,15,15015.0,51512.5,114302.5,128430.25,129843.02,129984.3,129998.43,10,3.0,10__3,12
MANH,Computer and Technology,Computer - Software,241,14690.0,25884.0,57088.0,507605.6,611784.56,622202.46,623244.25,25,0.0,25__0,9
MANU,Consumer Discretionary,Leisure and Recreation Services,2,6800.0,6900.0,6980.0,6998.0,6999.8,6999.98,7000.0,5,0.0,5__0,13
MAPS,Business Services,Technology Services,1,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0,0,2.0,0__2,14
MAR,Consumer Discretionary,Hotels and Motels,1629,15540.0,26952.0,111413.04,684887.72,882537.27,909053.73,911705.37,30,0.0,30__0,8
MARA,Finance,Financial - Miscellaneous Services,42231,14880.0,22968.0,68846.7,409131.88,1013459.19,1170118.86,1237579.39,45,1.0,45__1,5
MAS,Construction,Building Products - Miscellaneous,81,18600.0,38535.0,93182.4,126318.24,129631.82,129963.18,129996.32,20,0.0,20__0,10
MASI,Medical,Medical - Instruments,151,18950.0,30360.0,159500.0,214950.0,221295.0,221929.5,221992.95,20,0.0,20__0,10
MASS,Medical,Medical - Instruments,4,4188.0,4314.0,4414.8,4437.48,4439.75,4439.97,4440.0,5,0.0,5__0,13
MAT,Consumer Discretionary,Toys - Games - Hobbies,109,12863.0,19473.0,42576.64,272310.53,297231.05,299723.11,299972.31,20,0.0,20__0,10
MATV,Basic Materials,Chemical - Specialty,13,112954.8,156972.4,207394.48,218739.45,219873.94,219987.39,219998.74,10,3.0,10__3,12
MATW,Consumer Staples,Funeral Services,2,56075.0,58912.5,61182.5,61693.25,61744.33,61749.43,61749.94,5,1.0,5__1,13
MATX,Transportation,Transportation - Services,72,43905.0,189779.25,537686.19,543763.72,544371.47,544432.25,544438.32,20,2.0,20__2,10
MAX,Business Services,Technology Services,56,11775.0,13610.0,17051.25,17905.13,17990.51,17999.05,17999.91,15,0.0,15__0,11
MAXN,Oils-Energy,Solar,39,7000.0,7020.0,8812.0,9701.2,9790.12,9799.01,9799.9,15,0.0,15__0,11
MBC,Consumer Discretionary,Furniture,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14
MBI,Finance,Insurance - Multi line,4,13363.5,14181.75,14836.35,14983.63,14998.36,14999.84,14999.98,5,3.0,5__3,13
MBIN,Finance,Banks - Northeast,1,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,0,0.0,0__0,14
MBLY,Auto-Tires-Trucks,Automotive - Original Equipment,2998,11615.5,16403.75,39206.36,203467.01,515566.49,600520.65,609016.06,35,0.0,35__0,7
MBOT,Medical,Medical - Instruments,8,7516.0,8118.0,8599.6,8707.96,8718.8,8719.88,8719.99,10,0.0,10__0,12
MBUU,Consumer Discretionary,Leisure and Recreation Products,6,22095.0,29722.5,35824.5,37197.45,37334.75,37348.47,37349.85,10,0.0,10__0,12
MC,Finance,Financial - Investment Bank,30,48719.9,58602.95,80282.52,87228.25,87922.83,87992.28,87999.23,15,0.0,15__0,11
MCD,Retail-Wholesale,Retail - Restaurants,10400,13750.0,20865.75,54990.1,312244.4,651791.82,659208.84,659920.88,40,0.0,40__0,6
MCFT,Consumer Discretionary,Leisure and Recreation Products,3,47203.0,52521.5,56776.3,57733.63,57829.36,57838.94,57839.89,5,1.0,5__1,13
MCHP,Computer and Technology,Semiconductor - Analog and Mixed,2179,17280.0,27990.1,90264.0,348304.0,555351.0,595535.1,599553.51,35,2.0,35__2,7
MCK,Medical,Medical - Dental Supplies,3115,15090.0,24927.0,82788.8,266415.36,437544.0,448754.4,449875.44,35,0.0,35__0,7
MCO,Finance,Financial - Miscellaneous Services,434,11646.0,16273.25,40168.35,84563.55,98456.36,99845.64,99984.56,25,0.0,25__0,9
MCRB,Medical,Medical - Biomedical and Genetics,16,13167.5,21595.0,29659.0,31473.4,31654.84,31672.98,31674.8,10,0.0,10__0,12
MCRI,Consumer Discretionary,Gaming,1,10143.0,10143.0,10143.0,10143.0,10143.0,10143.0,10143.0,0,0.0,0__0,14
MCS,Consumer Discretionary,Leisure and Recreation Services,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
MCW,Auto-Tires-Trucks,Automotive - Replacement Parts,3,8100.8,8523.4,8861.48,8937.55,8945.15,8945.92,8945.99,5,0.0,5__0,13
MCY,Finance,Insurance - Property and Casualty,317,14464.0,27219.0,132025.6,360396.9,403689.69,408018.97,408451.9,25,0.0,25__0,9
MDB,Computer and Technology,Internet - Software,23807,18936.0,31095.2,83992.5,464268.0,2646108.7,3981009.63,3981630.96,45,3.0,45__3,5
MDGL,Medical,Medical - Drugs,705,21436.0,32480.0,94363.2,191752.8,209525.28,211302.53,211480.25,30,0.0,30__0,8
MDLZ,Consumer Staples,Food - Miscellaneous,260,17070.0,22385.55,50221.75,68892.0,71689.2,71968.92,71996.89,25,0.0,25__0,9
MDT,Medical,Medical - Products,1315,20178.0,35605.6,170408.0,703145.0,926450.4,945845.04,947784.5,30,0.0,30__0,8
MDU,Utilities,Utility - Gas Distribution,20,12570.0,15750.0,27150.0,29715.0,29971.5,29997.15,29999.71,15,0.0,15__0,11
MDXG,Medical,Medical - Biomedical and Genetics,2,5973.0,6111.5,6222.3,6247.23,6249.72,6249.97,6250.0,5,0.0,5__0,13
MED,Consumer Staples,Food - Miscellaneous,15,9202.4,9952.8,10790.56,10979.06,10997.91,10999.79,10999.98,10,0.0,10__0,12
MEDP,Medical,Medical Services,620,27104.0,45296.5,140951.2,434522.4,529452.24,538945.22,539894.52,30,0.0,30__0,8
MEG,Business Services,Waste Removal Services,11,8910.0,9645.0,10233.0,10365.3,10378.53,10379.85,10379.99,10,0.0,10__0,12
MEI,Computer and Technology,Electronics - Connectors,2,21523.5,22511.75,23302.35,23480.24,23498.02,23499.8,23499.98,5,3.0,5__3,13
MELI,Retail-Wholesale,Internet - Commerce,21371,14700.0,23730.0,65084.0,284315.5,782088.0,1103159.31,1176815.93,45,1.0,45__1,5
MEOH,Basic Materials,Chemical - Diversified ,4,14040.0,14520.0,14904.0,14990.4,14999.04,14999.9,14999.99,5,3.0,5__3,13
MERC,Basic Materials,Paper and Related Products,3,38860.0,43155.0,46591.0,47364.1,47441.41,47449.14,47449.91,5,1.0,5__1,13
MESO,Medical,Medical - Biomedical and Genetics,105,13560.0,16240.0,29792.0,38064.0,38906.4,38990.64,38999.06,20,0.0,20__0,10
MET,Finance,Insurance - Multi line,214,15540.0,25567.5,38056.06,61414.15,64641.41,64964.14,64996.41,25,0.0,25__0,9
META,Computer and Technology,Internet - Software,655793,18074.8,28720.0,79200.0,315187.2,1175353.87,3735454.44,6383552.95,60,0.0,60__0,2
METC,Oils-Energy,Coal,43,27715.0,29820.0,46664.8,51034.48,51471.45,51515.14,51519.51,15,0.0,15__0,11
MFC,Finance,Insurance - Life Insurance,17,11205.0,11660.0,12972.0,13267.2,13296.72,13299.67,13299.97,10,0.0,10__0,12
MG,Computer and Technology,Electronics - Miscellaneous Products,7,10710.0,10710.0,10710.0,10710.0,10710.0,10710.0,10710.0,10,0.0,10__0,12
MGA,Auto-Tires-Trucks,Automotive - Original Equipment,149,11908.0,21608.0,127800.0,1586472.0,1811047.2,1833504.72,1835750.47,20,3.0,20__3,10
MGIC,Computer and Technology,Computer - Software,1,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,0,2.0,0__2,14
MGM,Consumer Discretionary,Gaming,1328,12600.0,19336.5,51377.51,507518.58,590047.5,599004.75,599900.48,30,2.0,30__2,8
MGNI,Computer and Technology,Internet - Software,200,15000.0,22515.8,75030.0,84728.4,86232.84,86383.28,86398.33,25,0.0,25__0,9
MGNX,Medical,Medical - Products,5,6456.0,6728.0,6945.6,6994.56,6999.46,6999.95,6999.99,5,0.0,5__0,13
MGPI,Consumer Staples,Beverages - Alcohol,11,22500.0,65407.5,99733.5,107456.85,108229.19,108306.42,108314.14,10,3.0,10__3,12
MGTX,Medical,Medical - Biomedical and Genetics,1,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,0,2.0,0__2,14
MGY,Oils-Energy,Oil and Gas - Exploration and Production - United States,4,18430.0,18865.0,19213.0,19291.3,19299.13,19299.91,19299.99,5,3.0,5__3,13
MHK,Consumer Discretionary,Textile - Home Furnishing,158,10993.5,21124.95,105335.5,202503.25,209250.32,209925.03,209992.5,20,0.0,20__0,10
MHO,Construction,Building Products - Home Builders,92,5480.0,12226.8,75212.34,79328.63,79740.26,79781.43,79785.54,20,0.0,20__0,10
MIDD,Industrial Products,Manufacturing - General Industrial ,124,17500.0,22500.0,49947.0,76056.22,79029.62,79326.96,79356.7,20,0.0,20__0,10
MIR,Business Services,Technology Services,193,13694.0,21557.0,35704.8,39549.44,39990.94,40035.09,40039.51,25,0.0,25__0,9
MIRM,Medical,Medical - Biomedical and Genetics,14,34526.0,46958.0,56879.6,59111.96,59335.2,59357.52,59359.75,10,0.0,10__0,12
MIST,Medical,Medical - Biomedical and Genetics,33,12920.0,14080.0,18010.0,19306.0,19435.6,19448.56,19449.86,15,0.0,15__0,11
MITK,Computer and Technology,Computer - Optical Imaging,11,7410.0,11182.5,14200.5,14879.55,14947.46,14954.25,14954.92,10,0.0,10__0,12
MKC,Consumer Staples,Food - Miscellaneous,117,12031.2,22294.8,215732.0,302152.8,311465.28,312396.53,312489.65,20,1.0,20__1,10
MKL,Conglomerates,Diversified Operations,131,9000.0,12435.5,37393.8,46539.3,47403.93,47490.39,47499.04,20,0.0,20__0,10
MKSI,Computer and Technology,Electronics - Miscellaneous Products,70,27185.5,47514.75,187588.8,381638.88,401043.89,402984.39,403178.44,20,1.0,20__1,10
MKTW,Business Services,Technology Services,1,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,0,2.0,0__2,14
MKTX,Finance,Financial - Investment Bank,235,12216.0,38700.8,204228.0,273411.53,275718.65,275949.37,275972.44,25,0.0,25__0,9
MLCO,Consumer Discretionary,Gaming,64,28353.0,53970.0,148201.9,290445.19,304669.52,306091.95,306234.2,20,1.0,20__1,10
MLGO,Business Services,Technology Services,125,10944.0,15200.0,17739.6,67800.6,74145.06,74779.51,74842.95,20,0.0,20__0,10
MLI,Industrial Products,Metal Products - Procurement and Fabrication,13,7268.0,8415.0,9483.0,9723.3,9747.33,9749.73,9749.97,10,0.0,10__0,12
MLKN,Consumer Discretionary,Furniture,16,21207.5,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0,10,0.0,10__0,12
MLM,Construction,Building Products - Concrete and Aggregates,88,13440.0,24127.95,48631.1,77187.11,80042.71,80328.27,80356.83,20,0.0,20__0,10
MLR,Auto-Tires-Trucks,Automotive - Original Equipment,3,9992.0,10661.0,11196.2,11316.62,11328.66,11329.87,11329.99,5,0.0,5__0,13
MLTX,Medical,Medical - Biomedical and Genetics,18,8950.0,12043.75,21308.75,23393.38,23601.84,23622.68,23624.77,15,0.0,15__0,11
MLYS,Medical,Medical - Biomedical and Genetics,34,7818.0,31250.0,49175.0,49917.5,49991.75,49999.18,49999.92,15,0.0,15__0,11
MMC,Finance,Insurance - Brokerage,112,11712.0,14608.5,65751.12,77246.09,77924.61,77992.46,77999.25,20,0.0,20__0,10
MMI,Finance,Real Estate - Development,3,4450.0,4475.0,4495.0,4499.5,4499.95,4500.0,4500.0,5,0.0,5__0,13
MMM,Conglomerates,Diversified Operations,3481,15500.0,26500.0,100280.0,772425.8,1702742.4,2088354.24,2126915.42,35,1.0,35__1,7
MMS,Business Services,Government Services,40,99750.0,138255.0,464480.0,593648.0,606564.8,607856.48,607985.65,15,1.0,15__1,11
MMSI,Medical,Medical - Dental Supplies,63,7984.0,9176.0,228500.0,270350.0,274535.0,274953.5,274995.35,20,1.0,20__1,10
MMYT,Computer and Technology,Internet - Delivery Services,118,9593.0,12803.1,20264.0,31159.35,32442.44,32570.74,32583.57,20,0.0,20__0,10
MNDY,Computer and Technology,Internet - Software,3009,17823.0,28000.0,94080.0,398982.4,691947.2,735194.72,739519.47,35,2.0,35__2,7
MNKD,Medical,Medical - Biomedical and Genetics,16,32820.0,55148.25,57174.45,57630.35,57675.93,57680.49,57680.95,10,0.0,10__0,12
MNMD,Medical,Medical - Biomedical and Genetics,190,9043.0,11171.25,19651.04,42987.73,47795.77,48276.58,48324.66,25,0.0,25__0,9
MNSO,Retail-Wholesale,Retail - Apparel and Shoes,217,11776.0,17935.0,43614.24,70774.88,73461.49,73730.15,73757.01,25,0.0,25__0,9
MNST,Consumer Staples,Beverages - Soft drinks,749,20580.0,34211.2,236370.24,606540.0,704154.0,713915.4,714891.54,30,0.0,30__0,8
MO,Consumer Staples,Tobacco,1544,11996.4,20792.75,62775.0,245970.0,562968.0,596296.8,599629.68,30,2.0,30__2,8
MOD,Auto-Tires-Trucks,Automotive - Original Equipment,951,22250.0,50997.5,198572.5,526350.0,549435.0,551743.5,551974.35,30,0.0,30__0,8
MODG,Consumer Discretionary,Leisure and Recreation Products,39,7630.0,10255.2,12392.4,12741.24,12776.12,12779.61,12779.96,15,0.0,15__0,11
MODV,Medical,Medical Services,17,9284.8,11049.8,16069.96,17199.5,17312.45,17323.74,17324.87,10,0.0,10__0,12
MOGO,Business Services,Technology Services,1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,2.0,0__2,14
MOH,Medical,Medical - HMOs,613,18000.0,24296.0,161479.2,464782.32,702254.23,726001.42,728376.14,30,0.0,30__0,8
MOMO,Computer and Technology,Internet - Software,35,26064.0,58870.4,94780.72,103132.07,103967.21,104050.72,104059.07,15,0.0,15__0,11
MORN,Business Services,Business - Information Services,11,6600.0,7135.0,7563.0,7659.3,7668.93,7669.89,7669.99,10,0.0,10__0,12
MOS,Basic Materials,Fertilizers,456,12896.0,19029.0,58042.3,374437.67,467937.17,477287.12,478222.11,25,0.0,25__0,9
MP,Basic Materials,Mining - Miscellaneous,1248,13500.0,23519.5,109135.14,286760.8,411828.33,426166.83,427600.68,30,2.0,30__2,8
MPAA,Auto-Tires-Trucks,Automotive - Replacement Parts,6,8000.0,8500.0,8900.0,8990.0,8999.0,8999.9,8999.99,10,0.0,10__0,12
MPC,Oils-Energy,Oil and Gas - Refining and Marketing,1149,12294.4,18658.8,46083.2,119681.35,134254.49,134925.45,134992.54,30,2.0,30__2,8
MPLX,Oils-Energy,Oil and Gas - Production and Pipelines,84,22995.9,31522.2,71597.5,196159.75,208615.97,209861.6,209986.16,20,0.0,20__0,10
MPW,Finance,REIT and Equity Trust - Other,969,14995.2,26654.0,112524.24,313676.74,686025.87,723260.79,726984.28,30,2.0,30__2,8
MPWR,Computer and Technology,Semiconductor - Analog and Mixed,3896,20435.0,31652.5,68620.0,193213.5,372677.4,379267.74,379926.77,35,2.0,35__2,7
MQ,Business Services,Financial Transaction Services,78,13588.2,20547.5,180668.0,271866.8,280986.68,281898.67,281989.87,20,1.0,20__1,10
MRC,Industrial Products,Steel - Pipe and Tube,2,10860.0,11190.0,11454.0,11513.4,11519.34,11519.93,11519.99,5,0.0,5__0,13
MRCY,Aerospace,Aerospace - Defense Equipment,16,48840.0,59225.0,71765.0,74586.5,74868.65,74896.87,74899.69,10,0.0,10__0,12
MREO,Medical,Medical - Biomedical and Genetics,6,6015.0,6202.5,6352.5,6386.25,6389.63,6389.96,6390.0,10,0.0,10__0,12
MRK,Medical,Large Cap Pharmaceuticals,5592,15744.1,26400.0,97367.55,1418843.8,2524832.4,2744223.24,2766162.32,35,1.0,35__1,7
MRNA,Medical,Medical - Biomedical and Genetics,11920,17011.4,29700.0,216695.12,1230212.76,2562383.49,3412262.47,3505027.75,40,2.0,40__2,6
MRP,Finance,Real Estate - Operations,5,43552.0,50276.0,55655.2,56865.52,56986.55,56998.66,56999.87,5,1.0,5__1,13
MRSN,Medical,Medical - Biomedical and Genetics,4,12838.5,13956.75,14851.35,15052.63,15072.76,15074.78,15074.98,5,3.0,5__3,13
MRTN,Transportation,Transportation - Truck,2,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,5,0.0,5__0,13
MRUS,Medical,Medical - Biomedical and Genetics,195,17208.0,51075.0,199356.1,1548731.79,1729873.18,1747987.32,1749798.73,25,2.0,25__2,9
MRVI,Medical,Medical - Products,22,15253.0,23379.5,38842.65,42440.26,42800.03,42836.0,42839.6,15,0.0,15__0,11
MRVL,Computer and Technology,Electronics - Semiconductors,29027,17692.8,27224.7,74257.0,370064.88,1856000.0,2150222.66,2213022.27,45,0.0,45__0,5
MRX,Finance,Financial - Miscellaneous Services,12,10700.0,13330.0,15706.0,16240.6,16294.06,16299.41,16299.94,10,0.0,10__0,12
