security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
SITC,Finance,REIT and Equity Trust - Retail,3,11,2,18,4160.0,4245.0,4415.0,170.0,4670.0,4466.0,4483.0,4496.6,4499.66,4499.97,4500.0,4500.0
SITE,Industrial Products,Industrial Services,17,30,6,16,3800.0,4080.0,4462.5,382.5,5036.25,6092.0,6888.0,7524.8,7668.08,7682.41,7683.84,7683.98
SITM,Computer and Technology,Electronics - Miscellaneous Products,9,30,153,7,3050.0,4000.0,10400.0,6400.0,20000.0,15964.0,22736.0,78408.96,133862.02,138936.2,139443.62,139494.36
SJM,Consumer Staples,Food - Miscellaneous,2,30,218,6,3020.0,3701.25,8640.0,4938.75,16048.125,15238.5,27233.0,81197.5,320187.32,351293.73,354404.37,354715.44
SKE,Basic Materials,Mining - Miscellaneous,28,30,2,18,5400.0,5460.0,5580.0,120.0,5760.0,5616.0,5628.0,5637.6,5639.76,5639.98,5640.0,5640.0
SKIN,Medical,Medical Services,9,9,1,20,3890.0000000000005,3890.0,3890.0,0.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0,3890.0
SKT,Finance,REIT and Equity Trust - Retail,24,30,2,18,5280.0,6960.0,10320.0,3360.0,15360.0,11328.0,11664.0,11932.8,11993.28,11999.33,11999.93,11999.99
SKWD,Finance,Insurance - Property and Casualty,15,15,1,19,13500.0,13500.0,13500.0,0.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0
SKX,Consumer Discretionary,Shoes and Retail Apparel ,1,30,599,4,3021.0,3802.5,6817.5,3015.0,11340.0,12375.2,22208.4,115060.0,300360.0,397236.0,406923.6,407892.36
SKY,Construction,Building Products - Mobile Homes and RV Builders,1,30,381,5,3040.0,3960.0,8500.0,4540.0,15310.0,21500.0,57980.0,291300.0,1231886.32,1497701.03,1524282.5,1526940.65
SKYE,Medical,Medical - Biomedical and Genetics,10,29,2,18,3529.9999999999995,3647.5,3882.5,235.0,4235.0,3953.0,3976.5,3995.3,3999.53,3999.95,4000.0,4000.0
SKYT,Computer and Technology,Electronics - Semiconductors,1,30,128,8,3125.0,3892.5,8262.5,4370.0,14817.5,15720.0,23406.25,49806.25,56626.9,57232.69,57293.27,57299.33
SKYW,Transportation,Transportation - Airline,9,30,68,9,3024.0,4077.75,8021.25,3943.5,13936.5,16021.0,20412.0,26388.4,30898.84,31349.88,31394.99,31399.5
SLAB,Computer and Technology,Semiconductor - Analog and Mixed,3,29,67,9,3100.0,3630.0,6880.0,3250.0,11755.0,9856.0,13573.0,17075.6,17277.56,17297.76,17299.78,17299.98
SLB,Oils-Energy,Oil and Gas - Field Services,1,30,1644,3,3003.0,3726.0,7845.0,4119.0,14023.5,14428.0,23746.5,96253.5,338493.0,455241.4,470324.14,471832.41
SLDB,Medical,Medical - Biomedical and Genetics,3,30,26,12,3079.9999999999995,3650.0,5456.25,1806.25,8165.625,6300.0,6912.5,10750.0,11875.0,11987.5,11998.75,11999.87
SLDP,Auto-Tires-Trucks,Automotive - Original Equipment,11,30,10,14,3800.0,4182.0,6524.75,2342.75,10038.875,9424.0,9712.0,9942.4,9994.24,9999.42,9999.94,9999.99
SLF,Finance,Insurance - Life Insurance,24,28,3,17,3100.0,3350.0,3600.0,250.0,3975.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
SLG,Finance,REIT and Equity Trust - Other,1,30,197,7,3015.0,3600.0,7686.0,4086.0,13815.0,14366.4,21012.0,211200.0,260847.72,265421.77,265879.18,265924.92
SLGN,Industrial Products,Containers - Metal and Glass,24,24,1,20,4100.0,4100.0,4100.0,0.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0
SLI,Oils-Energy,Alternative Energy - Other,7,7,1,19,3900.0,3900.0,3900.0,0.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
SLM,Finance,Financial - Consumer Loans,7,30,72,9,3080.0000000000005,3875.0,12162.5,8287.5,24593.75,16792.8,23528.75,38414.52,50675.65,51901.77,52024.38,52036.64
SLNO,Medical,Medical - Drugs,3,30,829,4,3008.9999999999995,3875.0,9815.0,5940.0,18725.0,24153.6,72991.2,444307.92,702298.18,947144.82,971629.48,974077.95
SLP,Computer and Technology,Computer - Software,6,30,16,13,3120.0000000000005,3662.5,6888.75,3226.25,11728.125,11580.0,16250.0,26450.0,28745.0,28974.5,28997.45,28999.74
SLQT,Finance,Insurance - Multi line,9,29,31,11,3015.0,3674.0,5438.0,1764.0,8084.0,7152.0,8460.0,11066.0,11816.6,11891.66,11899.17,11899.92
SLS,Medical,Medical - Biomedical and Genetics,1,30,10,15,3500.0,3850.0,9108.75,5258.75,16996.875,10296.0,11628.0,12693.6,12933.36,12957.34,12959.73,12959.97
SLVM,Basic Materials,Paper and Related Products,4,28,5,16,3270.0000000000005,3300.0,3510.0,210.0,3825.0,16404.0,20702.0,24140.4,24914.04,24991.4,24999.14,24999.91
SM,Oils-Energy,Oil and Gas - Exploration and Production - United States,2,30,46,10,3100.0,3930.0,7836.0,3906.0,13695.0,10545.0,12543.75,15328.95,16085.89,16161.59,16169.16,16169.92
SMC,Oils-Energy,Oil and Gas - Production Pipeline - MLB,15,28,4,17,3250.0,3625.0,4322.5,697.5,5368.75,4759.0,4904.5,5020.9,5047.09,5049.71,5049.97,5050.0
SMCI,Computer and Technology,Computer- Storage Devices,1,30,241477,1,3002.0,3900.0,9362.0,5462.0,17555.0,17820.0,27700.0,72000.0,340461.02,2106400.67,5870601.72,8492725.25
SMG,Consumer Staples,Agriculture - Operations,2,30,433,5,3015.0,3680.0,6966.0,3286.0,11895.0,16194.0,34178.0,165060.4,187535.84,190113.58,190371.36,190397.14
SMLR,Medical,Medical - Instruments,2,30,267,6,3040.0,3677.5,8275.0,4597.5,15171.25,15040.0,18700.0,33675.8,106188.0,125818.8,127781.88,127978.19
SMMT,Medical,Medical - Drugs,1,30,1400,3,3015.0,3960.0,7985.0,4025.0,14022.5,13680.0,19443.0,37955.5,95366.49,234994.3,252999.43,254799.94
SMPL,Consumer Staples,Food - Confectionery,7,23,12,14,3040.0,4125.0,10955.0,6830.0,21200.0,15500.0,19786.0,23957.2,24895.72,24989.57,24998.96,24999.9
SMR,Computer and Technology,Electronics - Power Generation,1,30,4422,2,3002.0000000000005,3840.0,8818.75,4978.75,16286.875,18000.0,32104.5,139690.6,425250.19,942648.45,1024414.84,1032591.48
SMTC,Computer and Technology,Semiconductor - Analog and Mixed,2,30,708,4,3006.0,3900.0,10940.0,7040.0,21500.0,21000.0,34048.75,75994.68,226025.04,233202.5,233920.25,233992.03
SMWB,Computer and Technology,Internet - Content,10,10,1,19,9900.0,9900.0,9900.0,0.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0
SN,Retail-Wholesale,Retail - Miscellaneous,3,30,947,4,3010.0,3850.5,9420.0,5569.5,17774.25,22760.6,44907.0,164546.9,1934937.5,2643452.15,2714303.62,2721388.76
SNA,Consumer Discretionary,Tools - Handheld,1,30,131,8,3010.0,4076.0,9140.0,5064.0,16736.0,15580.0,22810.0,31235.0,82460.0,89246.0,89924.6,89992.46
SNAP,Computer and Technology,Internet - Software,1,30,7158,1,3003.0,3718.0,7440.0,3722.0,13023.0,12990.9,19499.7,60268.32,338877.4,1745489.12,3864491.31,4076391.53
SNBR,Consumer Discretionary,Furniture,3,30,27,12,3036.0000000000005,3685.0,9705.0,6020.0,18735.0,19446.0,24702.0,38855.7,43197.57,43631.76,43675.18,43679.52
SNCR,Computer and Technology,Internet - Software,2,2,1,19,5500.0,5500.0,5500.0,0.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0
SNCY,Transportation,Transportation - Airline,18,23,8,15,3120.0000000000005,3787.5,6515.0,2727.5,10606.25,8456.0,10668.0,12437.6,12835.76,12875.58,12879.56,12879.96
SNDK,Business Services,Technology Services,4,30,219,6,3060.0,3885.0,10875.0,6990.0,21360.0,19952.0,30897.0,102258.0,1305814.72,1488861.47,1507166.15,1508996.61
SNDL,Medical,Medical - Products,23,25,3,17,4668.0,4692.0,5276.5,584.5,6153.25,5612.8,5724.9,5814.58,5834.76,5836.78,5836.98,5837.0
SNDR,Transportation,Transportation - Services,22,22,1,19,3128.0,3128.0,3128.0,0.0,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0,3128.0
SNDX,Medical,Medical - Biomedical and Genetics,3,30,137,8,3120.0000000000005,4070.0,13095.0,9025.0,26632.5,33135.0,61000.0,212385.6,422067.24,447989.72,450581.97,450841.2
SNEX,Finance,Financial - Miscellaneous Services,15,15,1,19,3279.9999999999995,3280.0,3280.0,0.0,3280.0,3280.0,3280.0,3280.0,3280.0,3280.0,3280.0,3280.0
SNN,Medical,Medical - Products,21,21,1,19,4200.0,4200.0,4200.0,0.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0
SNOW,Computer and Technology,Internet - Software,1,30,45991,1,3002.0,3800.0,8760.0,4960.0,16200.0,16375.0,26180.0,77134.5,403471.2,905176.81,1367926.47,1535435.85
SNPS,Computer and Technology,Computer - Software,1,30,3551,2,3004.0,3921.5,9000.0,5078.5,16617.75,16785.0,26135.0,78000.0,258657.5,465045.0,471754.5,472425.45
SNV,Finance,Banks - Southeast,2,30,57,10,3060.0,3850.0,8745.0,4895.0,16087.5,14046.0,18348.8,34419.44,37947.94,38300.79,38336.08,38339.61
SNX,Computer and Technology,Electronics - Miscellaneous Products,7,29,54,10,3024.0,3532.5,6435.0,2902.5,10788.75,7920.0,9072.0,11046.0,11904.6,11990.46,11999.05,11999.9
SNY,Medical,Large Cap Pharmaceuticals,3,30,207,7,3010.0,3977.5,12992.5,9015.0,26515.0,30000.0,38739.0,79093.74,190698.19,214590.32,216979.53,217218.45
SO,Utilities,Utility - Electric Power,2,30,300,6,3025.0000000000005,3750.0,9000.0,5250.0,16875.0,28400.0,47986.0,99970.8,141731.0,150073.1,150907.31,150990.73
SOBO,Oils-Energy,Oil and Gas - Production and Pipelines,23,23,1,20,3800.0,3800.0,3800.0,0.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0
SOC,Oils-Energy,Oil and Gas - Integrated - United States,1,30,981,3,3015.9999999999995,3960.0,9120.0,5160.0,16860.0,16875.0,29097.0,108822.4,289436.56,495143.66,515714.37,517771.44
SOFI,Finance,Financial - Miscellaneous Services,1,30,17898,1,3002.0,3696.5,7740.0,4043.5,13805.25,13872.6,20673.9,45909.77,217909.5,2399214.47,4015544.0,4015544.0
SOGP,Consumer Discretionary,Audio Video Production,11,11,2,18,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
SOLV,Medical,Medical Services,3,30,167,7,3040.0,3300.0,8580.0,5280.0,16500.0,9840.0,13850.0,92672.0,318875.0,346887.5,349688.75,349968.87
SON,Industrial Products,Containers - Paper and Packaging,7,7,1,20,3168.0,3168.0,3168.0,0.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0,3168.0
SOND,Consumer Discretionary,Leisure and Recreation Services,7,18,3,18,4880.0,4940.0,5000.0,60.0,5090.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
SONO,Consumer Discretionary,Audio Video Production,1,30,35,11,3100.0,3575.0,8455.0,4880.0,15775.0,13848.0,28476.0,30973.2,31897.32,31989.73,31998.97,31999.9
SONY,Consumer Discretionary,Audio Video Production,1,30,143,8,3060.0,3792.0,6487.5,2695.5,10530.75,11050.2,20318.5,70817.0,92146.34,94156.63,94357.66,94377.77
SOPH,Medical,Medical Info Systems,25,28,2,18,3750.0,3812.5,3937.5,125.0,4125.0,3975.0,3987.5,3997.5,3999.75,3999.98,4000.0,4000.0
SOUN,Computer and Technology,Computers - IT Services,1,30,12708,1,3002.0,3762.0,8125.5,4363.5,14670.75,14700.0,22763.0,61401.15,178127.02,1117127.6,1777023.29,1851702.33
SPB,Consumer Discretionary,Consumer Products - Discretionary,1,29,27,12,3030.0,4795.0,7900.0,3105.0,12557.5,8247.0,9138.5,13003.3,14125.33,14237.53,14248.75,14249.88
SPCE,Aerospace,Aerospace - Defense,1,30,368,5,3010.0,3699.0,7779.0,4080.0,13899.0,13000.0,19154.0,29244.96,40225.6,41746.96,41899.1,41914.31
SPG,Finance,REIT and Equity Trust - Retail,3,30,354,5,3025.0,3675.0,8535.0,4860.0,15825.0,16434.0,20263.7,29675.8,35817.81,36219.38,36259.54,36263.55
SPGI,Finance,Securities and Exchanges,2,30,605,4,3003.0,3750.0,8680.0,4930.0,16075.0,18622.8,42900.0,110905.6,250886.4,315248.64,321684.86,322328.49
SPHR,Consumer Discretionary,Media Conglomerates,2,30,572,4,3007.0,3750.0,8595.0,4845.0,15862.5,18413.4,38654.9,94820.88,310000.0,310000.0,310000.0,310000.0
SPIR,Aerospace,Aerospace - Defense,2,30,82,9,3024.0,4188.0,9315.0,5127.0,17005.5,14490.0,20256.75,23266.11,23316.41,23321.44,23321.94,23321.99
SPNS,Computer and Technology,Computer - Software,23,23,2,18,3120.0000000000005,3140.0,3180.0,40.0,3240.0,3192.0,3196.0,3199.2,3199.92,3199.99,3200.0,3200.0
SPNT,Finance,Insurance - Multi line,9,25,6,16,3400.0,3812.5,4615.0,802.5,5818.75,5400.0,5700.0,5940.0,5994.0,5999.4,5999.94,5999.99
SPOT,Computer and Technology,Internet - Software,1,30,31431,1,3001.0,3900.0,9894.0,5994.0,18885.0,18290.0,28277.5,77800.0,312390.4,968665.92,4760611.41,5498061.14
SPR,Aerospace,Aerospace - Defense Equipment,8,28,11,14,3219.9999999999995,3895.0,18975.0,15080.0,41595.0,25000.0,44345.0,59821.0,63303.1,63651.31,63686.13,63689.61
SPRO,Medical,Medical - Biomedical and Genetics,23,23,10,15,3394.9999999999995,3625.0,4420.0,795.0,5612.5,6855.0,7327.5,7705.5,7790.55,7799.06,7799.91,7799.99
SPRY,Medical,Medical - Drugs,3,30,37,11,3100.0,3800.0,5550.0,1750.0,8175.0,17938.0,28348.8,38307.84,41630.78,41963.08,41996.31,41999.63
SPSC,Business Services,Business - Services,3,29,20,13,3060.0,4450.0,10845.0,6395.0,20437.5,19800.0,20623.0,33132.6,35947.26,36228.73,36256.87,36259.69
SPT,Computer and Technology,Internet - Services,8,30,24,12,3010.0,3341.25,10405.0,7063.75,21000.625,13526.0,15977.0,17324.0,17572.4,17597.24,17599.72,17599.97
SPWH,Retail-Wholesale,Retail - Apparel and Shoes,15,15,2,18,3750.0,3937.5,4312.5,375.0,4875.0,4425.0,4462.5,4492.5,4499.25,4499.93,4499.99,4500.0
SPXC,Business Services,Technology Services,11,25,10,14,3300.0,6306.25,32642.5,26336.25,72146.875,36644.0,39182.0,41212.4,41669.24,41714.92,41719.49,41719.95
SQM,Basic Materials,Chemical - Specialty,4,30,28,12,3040.0,3335.0,6157.5,2822.5,10391.25,8408.8,11078.6,14055.0,14905.5,14990.55,14999.05,14999.91
SR,Utilities,Utility - Gas Distribution,1,1,1,20,16500.0,16500.0,16500.0,0.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0
SRAD,Consumer Discretionary,Leisure and Recreation Products,7,30,86,9,3029.9999999999995,4512.5,11250.0,6737.5,21356.25,16347.5,20829.25,29116.0,29911.6,29991.16,29999.12,29999.91
SRE,Utilities,Utility - Gas Distribution,6,30,62,10,3045.0000000000005,3770.0,8647.5,4877.5,15963.75,13325.0,17910.0,73703.37,91371.84,93138.68,93315.37,93333.04
SRG,Finance,REIT and Equity Trust - Other,29,29,2,18,3672.0,6034.75,10760.25,4725.5,17848.5,12177.9,12650.45,13028.49,13113.55,13122.05,13122.91,13122.99
SRL,Conglomerates,Diversified Operations,4,4,1,20,4475.0,4475.0,4475.0,0.0,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0,4475.0
SRPT,Medical,Medical - Biomedical and Genetics,1,30,1096,3,3010.0,3795.25,8212.5,4417.25,14838.375,13025.0,20722.5,42150.0,351570.0,410072.5,414507.25,414950.72
SRRK,Medical,Medical - Biomedical and Genetics,2,30,269,6,3045.0,3640.0,7350.0,3710.0,12915.0,11514.0,21002.4,144684.0,430757.8,497485.78,504158.58,504825.86
SRTS,Medical,Medical - Instruments,11,16,4,17,3500.0,3687.5,4872.5,1185.0,6650.0,4949.0,4974.5,4994.9,4999.49,4999.95,4999.99,5000.0
SSD,Construction,Building Products - Miscellaneous,2,30,9,15,3186.0,3440.0,8250.0,4810.0,15465.0,9120.0,10860.0,12252.0,12565.2,12596.52,12599.65,12599.97
SSL,Oils-Energy,Oil and Gas - Integrated - International,10,10,1,20,4490.000000000001,4490.0,4490.0,0.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0
SSNC,Computer and Technology,Computer - Software,9,24,52,10,3045.0000000000005,3697.5,7594.0,3896.5,13438.75,11684.0,16403.15,17147.61,17509.76,17545.98,17549.6,17549.96
SSP,Consumer Discretionary,Broadcast Radio and Television,21,21,1,20,3300.0,3300.0,3300.0,0.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
SSRM,Basic Materials,Mining - Miscellaneous,1,30,22,12,3200.0,3328.5,7200.0,3871.5,13007.25,15447.5,34240.0,35832.0,35983.2,35998.32,35999.83,35999.98
SSTI,Industrial Products,Security and Safety Services,30,30,2,18,15960.0,17188.75,19646.25,2457.5,23332.5,20383.5,20629.25,20825.85,20870.09,20874.51,20874.95,20875.0
SSTK,Computer and Technology,Internet - Content,9,30,11,14,3200.0,3625.0,6500.0,2875.0,10812.5,32410.0,38660.0,43660.0,44785.0,44897.5,44908.75,44909.88
SSYS,Industrial Products,Commercial Printing,22,22,1,19,9650.0,9650.0,9650.0,0.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0
ST,Computer and Technology,Instruments - Control,1,29,105,8,3045.0000000000005,3800.0,7620.0,3820.0,13350.0,11921.6,16807.4,18179.88,127332.8,138733.28,139873.33,139987.33
STAA,Medical,Medical - Dental Supplies,9,30,66,9,3048.0,3780.0,10948.0,7168.0,21700.0,19760.0,39315.0,99610.0,158461.0,164346.1,164934.61,164993.46
STAG,Finance,REIT and Equity Trust - Other,23,25,2,18,3450.0,4087.5,5362.5,1275.0,7275.0,5745.0,5872.5,5974.5,5997.45,5999.75,5999.97,6000.0
STE,Medical,Medical - Instruments,2,30,55,10,3179.9999999999995,4830.0,6645.0,1815.0,9367.5,15484.0,62245.6,177990.0,181149.0,181464.9,181496.49,181499.65
STEM,Computer and Technology,Computers - IT Services,3,28,14,14,3752.0000000000005,4685.0,7868.75,3183.75,12644.375,12770.6,17822.7,23564.54,24856.45,24985.65,24998.56,24999.86
STEP,Finance,Financial - Miscellaneous Services,24,25,8,15,3060.0,3637.5,7922.5,4285.0,14350.0,10192.0,10871.0,11414.2,11536.42,11548.64,11549.86,11549.99
STIM,Medical,Medical - Instruments,14,28,5,16,3280.0000000000005,3280.0,4600.0,1320.0,6580.0,6040.0,6520.0,6904.0,6990.4,6999.04,6999.9,6999.99
STLA,Auto-Tires-Trucks,Automotive - Foreign,1,30,202,7,3029.9999999999995,3937.5,9975.0,6037.5,19031.25,29836.5,49749.0,92370.85,122265.17,122778.02,122829.3,122834.43
STLD,Basic Materials,Steel - Producers,1,30,1015,3,3010.0,3730.0,8345.0,4615.0,15267.5,17276.0,36960.0,157010.0,830677.4,933501.24,943850.12,944885.01
STM,Computer and Technology,Semiconductor - General,3,30,240,6,3010.0,4091.25,10340.0,6248.75,19713.125,20746.0,30028.0,151792.9,220000.0,220000.0,220000.0,220000.0
STN,Business Services,Consulting Services,23,23,1,20,3200.0,3200.0,3200.0,0.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0
STNE,Computer and Technology,Internet - Software,1,30,160,7,3002.0,4412.0,11603.75,7191.75,22391.375,48139.2,98809.65,204199.26,296073.74,311697.97,313260.4,313416.64
STNG,Transportation,Transportation - Shipping,2,30,417,5,3010.0,4000.0,10908.0,6908.0,21270.0,17520.0,23650.0,48813.76,95817.64,105958.26,106972.33,107073.73
STOK,Medical,Medical - Biomedical and Genetics,14,23,5,16,4500.0,5130.0,9000.0,3870.0,14805.0,10800.0,11400.0,11880.0,11988.0,11998.8,11999.88,11999.99
STR,Oils-Energy,Oil and Gas - Royalty Trust - United States,15,15,1,19,3075.0,3075.0,3075.0,0.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0
STRA,Consumer Discretionary,Schools,9,30,6,16,3120.0000000000005,4160.0,8055.0,3895.0,13897.5,12700.0,14850.0,16570.0,16957.0,16995.7,16999.57,16999.96
STRL,Construction,Engineering - R and D Services,7,30,237,6,3050.0,3920.0,7800.0,3880.0,13620.0,14910.0,27560.0,69300.0,70191.0,70244.1,70249.41,70249.94
STT,Finance,Banks - Major Regional,1,30,396,5,3003.0,3640.0,6623.75,2983.75,11099.375,14820.0,21487.5,98460.1,193080.0,227208.0,230620.8,230962.08
STVN,Medical,Medical - Drugs,29,29,2,18,3149.9999999999995,7227.5,15382.5,8155.0,27615.0,17829.0,18644.5,19296.9,19443.69,19458.37,19459.84,19459.98
STWD,Finance,REIT and Equity Trust,2,30,40,11,3060.0,3600.0,5925.0,2325.0,9412.5,8703.0,9981.0,19083.61,23927.76,24412.18,24460.62,24465.46
STX,Computer and Technology,Computer - Integrated Systems,1,30,1745,3,3010.0,3666.0,8900.0,5234.0,16751.0,17976.0,27391.0,86874.88,293280.0,414143.85,418733.98,419193.0
STXS,Medical,Medical - Instruments,14,14,1,19,5250.0,5250.0,5250.0,0.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0
STZ,Consumer Staples,Beverages - Alcohol,1,30,1873,3,3010.0,3705.0,8000.0,4295.0,14442.5,14568.0,20244.0,103656.32,487414.08,503677.79,504543.78,504630.38
SU,Oils-Energy,Oil and Gas - Integrated - Canadian,1,30,426,5,3003.0,4233.25,8953.0,4719.75,16032.625,13857.5,19871.25,88825.0,299762.5,343176.25,347517.63,347951.76
SUI,Finance,REIT and Equity Trust - Residential,8,30,214,6,3025.0,4590.0,15000.0,10410.0,30615.0,25337.4,38800.0,142840.35,261362.5,278136.25,279813.63,279981.36
SUN,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,14,29,14,14,3360.0,4600.0,10667.5,6067.5,19768.75,19667.0,32030.0,45446.0,48464.6,48766.46,48796.65,48799.66
SUP,Auto-Tires-Trucks,Automotive - Original Equipment,8,8,6,16,4000.0,4000.0,7420.0,3420.0,12550.0,14000.0,17000.0,19400.0,19940.0,19994.0,19999.4,19999.94
SUPN,Medical,Medical - Generic Drugs,22,22,3,17,3875.0,3917.5,7230.0,3312.5,12198.75,9192.0,9846.0,10369.2,10486.92,10498.69,10499.87,10499.99
SUPV,Finance,Banks - Foreign,3,30,12,14,3135.0,3991.25,5334.0,1342.75,7348.125,6823.5,8156.25,9311.25,9571.13,9597.11,9599.71,9599.97
SURG,Computer and Technology,Internet - Software,13,13,1,20,3554.9999999999995,3555.0,3555.0,0.0,3555.0,3555.0,3555.0,3555.0,3555.0,3555.0,3555.0,3555.0
SVC,Finance,REIT and Equity Trust - Other,30,30,1,19,3240.0,3240.0,3240.0,0.0,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0,3240.0
SVM,Basic Materials,Mining - Miscellaneous,22,30,4,17,4389.0,6249.75,7106.25,856.5,8391.0,7342.5,7421.25,7484.25,7498.43,7499.84,7499.98,7500.0
SW,Basic Materials,Paper and Related Products,7,29,34,11,3185.0,3920.0,9872.75,5952.75,18801.875,20000.0,55850.0,171950.0,197195.0,199719.5,199971.95,199997.19
SWBI,Consumer Discretionary,Leisure and Recreation Products,8,30,15,13,3105.0,3944.0,8050.0,4106.0,14209.0,12790.0,13725.0,14985.0,15268.5,15296.85,15299.69,15299.97
SWK,Industrial Products,Manufacturing - Tools & Related Products,3,30,466,5,3002.9999999999995,3962.25,8640.0,4677.75,15656.625,16128.0,29153.75,62222.65,121180.52,138118.05,139811.81,139981.18
SWKS,Computer and Technology,Semiconductors - Radio Frequency,1,30,1116,3,3010.0,3660.0,7261.5,3601.5,12663.75,13750.0,20752.5,186883.0,405337.5,468867.5,474386.75,474938.67
SWTX,Medical,Medical - Biomedical and Genetics,1,30,5122,2,3004.9999999999995,3800.0,8595.0,4795.0,15787.5,16298.0,26723.5,115773.2,541225.76,1420248.1,1545160.81,1557652.08
SWX,Utilities,Utility - Gas Distribution,1,8,3,18,4500.0,4770.0,5232.0,462.0,5925.0,5347.2,5385.6,5416.32,5423.23,5423.92,5423.99,5424.0
SXC,Oils-Energy,Coal,17,24,2,18,5320.0,14990.0,34330.0,19340.0,63340.0,40132.0,42066.0,43613.2,43961.32,43996.13,43999.61,43999.96
SXI,Industrial Products,Manufacturing - General Industrial ,16,29,3,17,6000.0,6750.0,9750.0,3000.0,14250.0,11100.0,11550.0,11910.0,11991.0,11999.1,11999.91,11999.99
SXT,Basic Materials,Chemical - Specialty,21,21,1,19,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
SYBT,Finance,Banks - Southeast,29,30,2,18,5749.999999999999,6250.0,7250.0,1000.0,8750.0,7550.0,7650.0,7730.0,7748.0,7749.8,7749.98,7750.0
SYF,Finance,Financial - Miscellaneous Services,2,30,686,4,3008.0,3842.5,9726.75,5884.25,18553.125,20340.0,38075.0,106973.0,616230.38,647995.54,651172.05,651489.71
SYK,Medical,Medical - Products,1,30,1115,3,3004.9999999999995,3910.0,8505.0,4595.0,15397.5,17136.0,29231.6,84165.06,294580.61,335477.83,339547.78,339954.78
SYM,Business Services,Technology Services,1,30,1288,3,3003.0,3767.5,8746.25,4978.75,16214.375,16710.5,26386.5,88143.0,260841.1,626841.36,670184.14,674518.41
SYNA,Computer and Technology,Electronics - Semiconductors,8,30,42,11,3036.0,4046.25,9201.25,5155.0,16933.75,13770.0,16881.0,122375.0,182337.5,188333.75,188933.38,188993.34
SYPR,Computer and Technology,Electronics - Miscellaneous Services,11,11,1,20,7000.0,7000.0,7000.0,0.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0
SYRE,Medical,Medical - Biomedical and Genetics,15,28,23,12,3429.9999999999995,6750.0,10200.0,3450.0,15375.0,11820.0,14646.0,22591.8,24534.18,24728.42,24747.84,24749.78
SYY,Consumer Staples,Food - Miscellaneous,2,30,179,7,3040.0,3845.0,8935.0,5090.0,16570.0,16205.0,42630.0,366912.0,444600.0,444600.0,444600.0,444600.0
T,Computer and Technology,Wireless National,1,30,2196,2,3002.0,3783.25,8500.0,4716.75,15575.125,16325.0,25519.75,73787.0,162456.93,632353.89,715082.89,723355.79
TAC,Utilities,Utility - Electric Power,4,28,13,14,3100.0,4200.0,14202.0,10002.0,29205.0,49200.0,75750.0,99150.0,104415.0,104941.5,104994.15,104999.42
TAL,Consumer Discretionary,Schools,2,30,210,7,3009.0,3678.75,7000.0,3321.25,11981.875,11107.5,17880.3,33750.0,469776.0,532977.6,539297.76,539929.78
TALK,Medical,Medical Info Systems,2,30,11,14,3475.0,3920.0,4675.0,755.0,5807.5,5000.0,5500.0,5900.0,5990.0,5999.0,5999.9,5999.99
